date,open,high,low,close,volume
2023-03-30 00:00:00,28348.1,28352.2,28345.6,28352.2,3.3993046
2023-03-30 00:01:00,28352.1,28355.3,28352.1,28355.0,1.94558959
2023-03-30 00:02:00,28355.1,28363.2,28355.0,28363.2,1.69964198
2023-03-30 00:03:00,28363.2,28366.0,28340.0,28340.0,5.30428551
2023-03-30 00:04:00,28340.1,28340.1,28320.5,28321.0,5.19619465
2023-03-30 00:05:00,28320.9,28340.3,28314.1,28340.2,5.39312206
2023-03-30 00:06:00,28340.3,28344.6,28337.0,28344.1,1.63333578
2023-03-30 00:07:00,28344.1,28344.1,28333.7,28336.7,3.1403432
2023-03-30 00:08:00,28336.7,28357.6,28336.7,28356.2,3.16072281
2023-03-30 00:09:00,28356.2,28365.4,28356.1,28362.3,1.00764067
2023-03-30 00:10:00,28362.3,28369.3,28362.2,28362.5,0.80151698
2023-03-30 00:11:00,28362.4,28369.4,28358.9,28367.2,2.66296417
2023-03-30 00:12:00,28367.2,28371.8,28366.8,28371.8,0.58943505
2023-03-30 00:13:00,28371.8,28371.8,28350.0,28350.1,5.18740939
2023-03-30 00:14:00,28350.0,28364.6,28350.0,28364.5,2.55905231
2023-03-30 00:15:00,28364.6,28375.0,28364.5,28375.0,0.5197512
2023-03-30 00:16:00,28374.9,28395.0,28374.9,28393.7,3.56205931
2023-03-30 00:17:00,28393.7,28413.1,28393.7,28413.1,2.87889081
2023-03-30 00:18:00,28413.1,28417.0,28411.6,28414.1,3.8329533
2023-03-30 00:19:00,28414.1,28428.0,28408.8,28408.8,14.16313716
2023-03-30 00:20:00,28408.7,28415.6,28408.7,28410.4,4.27957144
2023-03-30 00:21:00,28410.4,28426.0,28410.3,28426.0,2.96418491
2023-03-30 00:22:00,28426.0,28435.9,28425.9,28435.9,2.15965309
2023-03-30 00:23:00,28435.9,28443.0,28431.5,28432.7,5.04494341
2023-03-30 00:24:00,28432.7,28432.7,28408.8,28414.8,5.20530478
2023-03-30 00:25:00,28414.8,28414.8,28406.3,28406.5,2.72792395
2023-03-30 00:26:00,28406.4,28411.9,28401.3,28410.7,4.68960078
2023-03-30 00:27:00,28415.4,28415.5,28408.9,28408.9,1.78495102
2023-03-30 00:28:00,28409.0,28427.6,28408.9,28427.6,4.59434618
2023-03-30 00:29:00,28427.6,28427.6,28417.8,28417.9,5.03469033
2023-03-30 00:30:00,28417.9,28417.9,28415.9,28415.9,2.30027903
2023-03-30 00:31:00,28416.0,28416.0,28394.7,28395.6,5.70735968
2023-03-30 00:32:00,28395.6,28395.6,28385.0,28385.1,1.39656046
2023-03-30 00:33:00,28390.2,28416.7,28390.1,28411.5,2.60761831
2023-03-30 00:34:00,28411.5,28435.8,28411.5,28435.8,4.92863485
2023-03-30 00:35:00,28435.8,28445.7,28429.8,28443.1,6.62397286
2023-03-30 00:36:00,28443.1,28443.2,28431.7,28439.8,1.7872881
2023-03-30 00:37:00,28439.8,28439.9,28427.0,28429.5,11.75294822
2023-03-30 00:38:00,28429.5,28439.8,28424.9,28439.7,7.72824358
2023-03-30 00:39:00,28439.8,28449.8,28435.5,28449.8,5.18329511
2023-03-30 00:40:00,28449.8,28456.0,28445.2,28451.7,11.13341128
2023-03-30 00:41:00,28451.7,28451.7,28445.2,28448.1,3.50464327
2023-03-30 00:42:00,28448.0,28448.1,28416.5,28424.4,4.92347118
2023-03-30 00:43:00,28424.5,28432.4,28419.8,28419.8,4.29003963
2023-03-30 00:44:00,28416.5,28420.0,28409.4,28409.4,3.71029579
2023-03-30 00:45:00,28409.5,28409.5,28396.1,28402.7,2.88820344
2023-03-30 00:46:00,28402.7,28402.7,28375.0,28375.0,13.09713346
2023-03-30 00:47:00,28375.1,28380.7,28371.3,28377.3,6.17871409
2023-03-30 00:48:00,28377.2,28377.3,28355.2,28366.4,3.68652904
2023-03-30 00:49:00,28366.3,28366.4,28344.0,28345.8,9.82753415
2023-03-30 00:50:00,28345.8,28345.8,28316.1,28319.9,12.21876987
2023-03-30 00:51:00,28319.8,28344.8,28319.8,28344.7,4.24763289
2023-03-30 00:52:00,28344.8,28344.8,28322.4,28322.4,1.18714675
2023-03-30 00:53:00,28322.5,28322.5,28262.0,28277.9,17.66486654
2023-03-30 00:54:00,28278.4,28293.8,28236.1,28271.1,19.52327574
2023-03-30 00:55:00,28269.6,28321.7,28258.1,28313.9,10.20072869
2023-03-30 00:56:00,28313.9,28330.8,28285.8,28324.1,13.25439444
2023-03-30 00:57:00,28330.2,28341.6,28312.8,28317.3,3.85700343
2023-03-30 00:58:00,28317.9,28339.3,28314.7,28315.6,11.89420625
2023-03-30 00:59:00,28317.7,28334.8,28314.9,28330.4,3.03677327
2023-03-30 01:00:00,28330.3,28361.4,28315.4,28354.3,3.77102941
2023-03-30 01:01:00,28354.4,28361.9,28345.1,28361.4,1.67145677
2023-03-30 01:02:00,28361.4,28372.0,28350.2,28352.1,10.48347535
2023-03-30 01:03:00,28356.0,28356.0,28338.3,28345.9,2.20920123
2023-03-30 01:04:00,28345.9,28346.0,28338.9,28345.6,1.3807575
2023-03-30 01:05:00,28345.7,28345.7,28320.3,28320.3,2.85865502
2023-03-30 01:06:00,28320.3,28340.3,28320.2,28321.2,4.29856425
2023-03-30 01:07:00,28321.3,28321.3,28284.5,28298.5,14.28523361
2023-03-30 01:08:00,28298.4,28298.5,28258.3,28274.6,13.17298458
2023-03-30 01:09:00,28274.6,28286.6,28247.5,28280.4,13.34671775
2023-03-30 01:10:00,28280.4,28288.1,28271.1,28280.3,9.42386204
2023-03-30 01:11:00,28280.2,28280.3,28248.9,28268.9,17.01170324
2023-03-30 01:12:00,28268.9,28298.6,28260.8,28292.2,5.76945349
2023-03-30 01:13:00,28292.2,28300.0,28280.5,28300.0,5.67404956
2023-03-30 01:14:00,28300.0,28305.7,28288.7,28304.7,4.23109959
2023-03-30 01:15:00,28304.8,28304.8,28277.2,28282.1,9.79633942
2023-03-30 01:16:00,28282.0,28287.4,28266.7,28287.4,19.991526
2023-03-30 01:17:00,28287.4,28323.5,28287.4,28320.7,9.08430386
2023-03-30 01:18:00,28320.8,28327.0,28315.0,28315.1,10.09395823
2023-03-30 01:19:00,28315.1,28315.1,28307.9,28307.9,3.54315209
2023-03-30 01:20:00,28308.0,28319.2,28293.0,28293.1,8.93712494
2023-03-30 01:21:00,28293.1,28321.4,28293.0,28321.4,4.17196851
2023-03-30 01:22:00,28321.4,28346.6,28320.7,28334.5,20.12379019
2023-03-30 01:23:00,28334.4,28349.3,28327.1,28349.3,8.37734394
2023-03-30 01:24:00,28349.3,28349.3,28336.2,28336.2,0.81177854
2023-03-30 01:25:00,28336.3,28351.0,28336.3,28342.2,3.09145158
2023-03-30 01:26:00,28342.1,28342.2,28335.8,28336.0,2.63108319
2023-03-30 01:27:00,28342.1,28345.7,28330.0,28330.1,0.78998019
2023-03-30 01:28:00,28330.1,28336.0,28324.7,28336.0,2.20665968
2023-03-30 01:29:00,28336.0,28363.4,28336.0,28355.5,2.51569501
2023-03-30 01:30:00,28353.8,28353.8,28344.8,28344.9,1.26444277
2023-03-30 01:31:00,28344.9,28353.8,28344.9,28351.0,1.96463945
2023-03-30 01:32:00,28351.0,28375.6,28350.9,28367.4,2.88375387
