timeframe,date,open,high,low,close,volume,peak_or_valley,strength
1min,2017-12-25 04:18:00,13720.02,13742.82,13713.2,13742.79,0.24457904,peak,0 days 00:04:00
1min,2017-12-25 04:19:00,13742.79,13742.79,13677.41,13714.0,2.87188579,valley,0 days 00:02:00
1min,2017-12-25 04:21:00,13671.68,13700.0,13671.67,13671.95,1.77961987,valley,0 days 00:04:00
1min,2017-12-25 04:23:00,13692.44,13742.71,13692.44,13742.71,0.54665743,valley,0 days 00:02:00
1min,2017-12-25 04:30:00,13955.0,13966.98,13849.9,13849.93,8.31775371,peak,0 days 00:03:00
5min,2017-12-25 04:32:00,13849.92,13948.15,13820.0,13922.9,4.46480444,valley,0 days 00:06:00
1min,2017-12-25 04:36:00,13999.05,14046.72,13999.0,14022.79,5.10859275,peak,0 days 00:03:00
1min,2017-12-25 04:39:00,14033.0,14073.94,14013.0,14013.0,7.54130679,peak,0 days 00:02:00
1min,2017-12-25 04:40:00,14000.01,14033.0,13955.03,13988.38,6.96509263,valley,0 days 00:04:00
5min,2017-12-25 04:41:00,14032.94,14079.64,14012.03,14079.64,4.41179846,peak,0 days 00:05:00
5min,2017-12-25 04:44:00,13955.08,14026.81,13922.34,13955.0,2.64558617,valley,0 days 00:12:00
1min,2017-12-25 04:48:00,14009.66,14099.97,14009.64,14097.0,1.94224263,peak,0 days 00:02:00
1min,2017-12-25 04:50:00,14040.78,14127.0,14040.78,14127.0,7.82154717,valley,0 days 00:02:00
1H,2017-12-25 04:53:00,14126.6,14195.9,14126.6,14171.78,0.70682816,peak,0 days 01:13:00
1min,2017-12-25 04:54:00,14115.1,14117.14,14059.47,14106.94,2.18375984,valley,0 days 00:02:00
1min,2017-12-25 04:55:00,14113.9,14127.92,14074.63,14078.2,1.09035778,peak,0 days 00:02:00
5min,2017-12-25 04:56:00,14078.23,14111.21,14031.4,14043.96,0.35904006,valley,0 days 00:05:00
1min,2017-12-25 05:00:00,14077.39,14092.4,14043.96,14049.42,0.46053369,peak,0 days 00:04:00
1min,2017-12-25 05:01:00,14061.46,14061.46,13970.01,14027.42,0.57809284,valley,0 days 00:02:00
5min,2017-12-25 05:04:00,13995.44,13998.68,13942.41,13993.48,1.52036831,valley,0 days 00:11:00
5min,2017-12-25 05:08:00,14018.09,14047.28,14018.09,14038.72,0.89378012,peak,0 days 00:06:00
1min,2017-12-25 05:11:00,13977.42,14034.26,13944.83,14034.26,6.554516,valley,0 days 00:04:00
1min,2017-12-25 05:11:00,13977.42,14034.26,13944.83,14034.26,6.554516,peak,0 days 00:02:00
5min,2017-12-25 05:14:00,14031.75,14050.0,13948.75,13971.92,4.27186051,peak,0 days 00:13:00
15min,2017-12-25 05:16:00,13919.27,13970.28,13828.6,13963.2,23.94710755,valley,0 days 00:44:00
1min,2017-12-25 05:18:00,13948.75,13961.27,13899.15,13960.98,1.33998036,valley,0 days 00:02:00
1min,2017-12-25 05:19:00,13960.96,13970.06,13908.29,13933.13,5.53972915,peak,0 days 00:03:00
1min,2017-12-25 05:21:00,13933.14,13933.14,13900.06,13900.09,0.12432452,valley,0 days 00:03:00
1min,2017-12-25 05:23:00,13902.78,13969.32,13902.78,13969.32,0.33918903,valley,0 days 00:02:00
1min,2017-12-25 05:25:00,13969.63,14018.5,13940.35,13953.15,4.14219708,peak,0 days 00:02:00
1min,2017-12-25 05:25:00,13969.63,14018.5,13940.35,13953.15,4.14219708,valley,0 days 00:02:00
5min,2017-12-25 05:28:00,14039.95,14096.0,14023.18,14079.14,8.31905928,peak,0 days 00:10:00
1min,2017-12-25 05:30:00,14050.0,14079.84,13991.7,14049.93,1.71216543,peak,0 days 00:02:00
1min,2017-12-25 05:30:00,14050.0,14079.84,13991.7,14049.93,1.71216543,valley,0 days 00:03:00
5min,2017-12-25 05:35:00,14032.18,14049.0,13992.0,14017.39,8.78503742,valley,0 days 00:05:00
1min,2017-12-25 05:38:00,14039.04,14124.99,14036.22,14124.99,3.08561805,valley,0 days 00:02:00
15min,2017-12-25 05:39:00,14107.99,14155.9,14074.55,14109.73,7.80019819,peak,0 days 00:27:00
1min,2017-12-25 05:42:00,14075.96,14139.99,14000.0,14044.41,107.9005472,peak,0 days 00:02:00
5min,2017-12-25 05:42:00,14075.96,14139.99,14000.0,14044.41,107.9005472,valley,0 days 00:07:00
1min,2017-12-25 05:45:00,14051.0,14117.29,14051.0,14051.1,2.76467394,peak,0 days 00:03:00
1min,2017-12-25 05:47:00,14054.55,14087.21,14051.04,14053.2,1.09278298,valley,0 days 00:02:00
1min,2017-12-25 05:51:00,14070.0,14072.5,14051.91,14051.91,3.47686488,peak,0 days 00:02:00
1min,2017-12-25 05:54:00,13983.58,14024.9,13976.01,14023.0,2.0520984,valley,0 days 00:03:00
15min,2017-12-25 05:57:00,13983.05,14025.0,13967.07,14025.0,1.46157215,valley,0 days 00:31:00
1min,2017-12-25 06:02:00,14030.14,14096.98,14030.14,14031.09,3.58211067,valley,0 days 00:02:00
1min,2017-12-25 06:05:00,14061.91,14127.05,14061.9,14109.5,4.7757177,valley,0 days 00:02:00
1min,2017-12-25 06:10:00,14294.24,14294.25,14211.66,14281.17,3.9813752,valley,0 days 00:03:00
1H,2017-12-25 06:12:00,14299.99,14317.93,14247.85,14267.09,27.52835097,peak,0 days 02:28:00
5min,2017-12-25 06:15:00,14170.0,14229.97,14152.62,14179.82,1.48278944,valley,0 days 00:09:00
1min,2017-12-25 06:19:00,14164.07,14219.48,14164.07,14218.49,0.545824,valley,0 days 00:02:00
5min,2017-12-25 06:21:00,14211.28,14211.81,14155.04,14165.0,0.77385463,valley,0 days 00:05:00
1min,2017-12-25 06:23:00,14220.0,14229.97,14200.0,14229.97,1.81315178,valley,0 days 00:02:00
5min,2017-12-25 06:24:00,14229.97,14295.7,14220.0,14287.43,1.87418383,peak,0 days 00:10:00
5min,2017-12-25 06:29:00,14132.35,14132.35,13980.19,14019.29,54.60405363,valley,0 days 00:05:00
1min,2017-12-25 06:32:00,14035.57,14035.72,13986.68,14029.95,0.75638216,valley,0 days 00:02:00
1min,2017-12-25 06:34:00,14027.06,14037.95,13950.0,13950.0,2.12278179,peak,0 days 00:03:00
5min,2017-12-25 06:38:00,13818.54,13818.54,13732.58,13799.8,5.36226014,valley,0 days 00:06:00
1min,2017-12-25 06:39:00,13799.8,13939.27,13795.39,13837.53,7.17861783,peak,0 days 00:03:00
1min,2017-12-25 06:41:00,13860.69,13860.69,13737.15,13798.66,2.16801886,valley,0 days 00:03:00
1min,2017-12-25 06:43:00,13790.12,13809.28,13765.8,13765.8,0.85585518,peak,0 days 00:02:00
1H,2017-12-25 06:45:00,13784.25,13804.22,13666.66,13783.73,11.58894569,valley,0 days 02:28:00
5min,2017-12-25 06:47:00,13809.29,13858.88,13760.83,13803.5,1.13195358,peak,0 days 00:05:00
1min,2017-12-25 06:48:00,13742.97,13742.97,13702.07,13704.56,0.7969233,valley,0 days 00:03:00
5min,2017-12-25 06:54:00,13900.0,13929.51,13879.88,13893.98,0.71862794,peak,0 days 00:08:00
1min,2017-12-25 06:56:00,13884.31,13884.31,13865.01,13877.88,1.39671904,valley,0 days 00:03:00
5min,2017-12-25 06:58:00,13873.12,13873.12,13865.01,13873.12,0.73207887,valley,0 days 00:05:00
1min,2017-12-25 07:02:00,13925.58,13936.81,13897.71,13936.81,2.92449899,peak,0 days 00:02:00
1min,2017-12-25 07:02:00,13925.58,13936.81,13897.71,13936.81,2.92449899,valley,0 days 00:02:00
1min,2017-12-25 07:04:00,13951.35,13961.05,13923.0,13961.03,1.72444426,peak,0 days 00:02:00
1min,2017-12-25 07:05:00,13923.01,13961.02,13922.99,13961.02,0.78718118,valley,0 days 00:02:00
15min,2017-12-25 07:08:00,13980.11,14060.0,13980.0,13998.45,5.29896012,peak,0 days 00:37:00
1min,2017-12-25 07:09:00,13998.45,13998.45,13976.61,13976.61,6.51469317,valley,0 days 00:03:00
1min,2017-12-25 07:11:00,13997.0,13997.0,13980.0,13997.0,0.9514839,peak,0 days 00:02:00
1min,2017-12-25 07:13:00,13994.99,13994.99,13980.0,13980.0,1.25011039,valley,0 days 00:02:00
5min,2017-12-25 07:15:00,13994.0,13994.0,13941.75,13941.75,25.78589179,valley,0 days 00:09:00
1min,2017-12-25 07:18:00,13974.98,13975.0,13974.0,13975.0,0.59345672,valley,0 days 00:02:00
1min,2017-12-25 07:20:00,13975.0,13989.02,13941.75,13989.0,0.60937434,valley,0 days 00:04:00
5min,2017-12-25 07:21:00,13989.97,13989.97,13941.75,13965.0,3.06374326,peak,0 days 00:05:00
1min,2017-12-25 07:24:00,13941.75,13964.97,13906.99,13907.02,15.29577182,valley,0 days 00:03:00
1min,2017-12-25 07:27:00,13926.57,13943.16,13900.74,13900.74,11.16154712,peak,0 days 00:03:00
15min,2017-12-25 07:28:00,13907.02,13907.02,13828.51,13895.53,5.29012933,valley,0 days 00:36:00
1min,2017-12-25 07:30:00,13850.07,13895.15,13847.9,13895.08,2.2254516,valley,0 days 00:02:00
1min,2017-12-25 07:34:00,13991.69,13998.44,13911.4,13998.4,2.94084559,valley,0 days 00:02:00
1min,2017-12-25 07:37:00,13998.44,13998.45,13984.44,13998.45,24.35928767,valley,0 days 00:02:00
5min,2017-12-25 07:37:00,13998.44,13998.45,13984.44,13998.45,24.35928767,peak,0 days 00:12:00
1min,2017-12-25 07:39:00,13998.45,13998.45,13956.13,13956.27,14.22852224,valley,0 days 00:02:00
5min,2017-12-25 07:41:00,13974.05,13998.45,13937.81,13953.95,5.24388971,valley,0 days 00:07:00
1min,2017-12-25 07:43:00,13969.3,13980.0,13940.23,13980.0,1.54018346,valley,0 days 00:02:00
5min,2017-12-25 07:44:00,13979.98,13998.45,13950.0,13998.45,64.36547745,peak,0 days 00:05:00
1min,2017-12-25 07:49:00,13998.45,14046.58,13979.64,14034.66,42.18332865,valley,0 days 00:02:00
15min,2017-12-25 07:51:00,14100.0,14116.9,14034.03,14039.07,18.65662711,peak,0 days 00:39:00
1min,2017-12-25 07:53:00,13999.99,14000.0,13954.0,13999.99,45.74185456,valley,0 days 00:04:00
5min,2017-12-25 07:57:00,13999.99,14065.22,13945.97,14026.8,44.27486163,peak,0 days 00:05:00
5min,2017-12-25 07:57:00,13999.99,14065.22,13945.97,14026.8,44.27486163,valley,0 days 00:06:00
1min,2017-12-25 08:02:00,13948.67,13977.32,13948.67,13977.32,2.55516137,peak,0 days 00:02:00
1min,2017-12-25 08:07:00,13850.0,13865.02,13803.2,13812.63,17.35719243,valley,0 days 00:03:00
1min,2017-12-25 08:09:00,13887.8,13898.43,13840.0,13840.0,0.53427008,peak,0 days 00:04:00
1min,2017-12-25 08:11:00,13801.0,13815.12,13787.88,13787.88,10.97002236,valley,0 days 00:03:00
1H,2017-12-25 08:14:00,13800.0,13852.19,13769.0,13825.0,4.52677256,valley,0 days 01:22:00
1min,2017-12-25 08:17:00,13935.05,13986.37,13886.48,13953.52,15.44409693,peak,0 days 00:02:00
5min,2017-12-25 08:20:00,13999.95,14042.85,13921.33,13984.14,6.63252281,peak,0 days 00:08:00
1min,2017-12-25 08:21:00,13971.82,13971.82,13911.0,13950.0,2.53793335,valley,0 days 00:02:00
5min,2017-12-25 08:23:00,13926.46,13989.75,13894.1,13968.56,10.97521123,valley,0 days 00:06:00
1min,2017-12-25 08:28:00,14040.67,14068.76,13961.27,14068.76,3.14033272,valley,0 days 00:02:00
1min,2017-12-25 08:33:00,14208.4,14247.0,14191.4,14232.49,4.99865939,peak,0 days 00:02:00
1min,2017-12-25 08:37:00,14197.12,14272.0,14197.12,14272.0,7.62590118,valley,0 days 00:02:00
1min,2017-12-25 08:40:00,14250.81,14330.0,14250.74,14272.0,82.34177314,valley,0 days 00:02:00
1min,2017-12-25 08:40:00,14250.81,14330.0,14250.74,14272.0,82.34177314,peak,0 days 00:02:00
15min,2017-12-25 08:43:00,14333.0,14350.0,14312.29,14312.29,12.0140224,peak,0 days 00:24:00
1min,2017-12-25 08:45:00,14291.67,14348.36,14258.6,14258.6,3.15350987,peak,0 days 00:02:00
5min,2017-12-25 08:46:00,14258.6,14326.45,14220.01,14250.06,22.97656771,valley,0 days 00:09:00
1min,2017-12-25 08:48:00,14300.0,14343.34,14250.0,14342.49,6.27601872,peak,0 days 00:03:00
1min,2017-12-25 08:51:00,14299.0,14299.0,14262.0,14299.0,3.25676826,valley,0 days 00:02:00
1min,2017-12-25 08:53:00,14300.0,14346.99,14262.86,14346.88,3.87088614,valley,0 days 00:02:00
5min,2017-12-25 08:54:00,14346.88,14349.99,14300.0,14300.0,5.59043209,peak,0 days 00:11:00
1min,2017-12-25 08:55:00,14346.86,14346.86,14277.34,14283.04,2.35920407,valley,0 days 00:02:00
1min,2017-12-25 08:56:00,14343.8,14347.53,14343.48,14346.91,0.61594664,peak,0 days 00:02:00
5min,2017-12-25 09:00:00,14260.29,14299.99,14223.56,14268.95,11.64021708,valley,0 days 00:09:00
1min,2017-12-25 09:03:00,14330.0,14340.0,14299.0,14300.0,1.72570223,valley,0 days 00:02:00
1H,2017-12-25 09:07:00,14345.0,14365.81,14330.01,14346.88,38.46302525,peak,0 days 02:39:00
1min,2017-12-25 09:11:00,14219.99,14259.36,14174.24,14187.28,14.60465735,valley,0 days 00:04:00
1min,2017-12-25 09:13:00,14290.2,14294.41,14207.85,14256.02,23.3705062,peak,0 days 00:04:00
15min,2017-12-25 09:15:00,14190.37,14216.49,14140.1,14196.6,9.02245589,valley,0 days 00:15:00
1min,2017-12-25 09:18:00,14223.26,14241.81,14170.03,14240.52,1.78043013,peak,0 days 00:02:00
5min,2017-12-25 09:21:00,14249.99,14250.0,14190.4,14250.0,2.22117881,peak,0 days 00:07:00
1min,2017-12-25 09:23:00,14230.0,14250.0,14175.12,14190.75,17.57729573,valley,0 days 00:04:00
1min,2017-12-25 09:25:00,14247.17,14249.99,14244.5,14244.72,0.55448393,peak,0 days 00:02:00
1min,2017-12-25 09:33:00,14063.45,14063.57,13976.62,13976.8,29.26071319,peak,0 days 00:02:00
15min,2017-12-25 09:37:00,13976.6,14035.0,13971.71,14035.0,5.6802303,valley,0 days 00:15:00
5min,2017-12-25 09:38:00,14040.0,14102.01,13973.08,14047.29,2.85092133,peak,0 days 00:06:00
1min,2017-12-25 09:42:00,14052.0,14100.73,14051.0,14100.73,6.37228981,peak,0 days 00:02:00
1min,2017-12-25 09:44:00,14101.02,14118.95,14061.84,14118.95,10.12997449,valley,0 days 00:02:00
5min,2017-12-25 09:44:00,14101.02,14118.95,14061.84,14118.95,10.12997449,peak,0 days 00:14:00
1min,2017-12-25 09:51:00,14009.0,14034.15,13990.0,13990.0,5.34564787,peak,0 days 00:03:00
1H,2017-12-25 09:54:00,13906.99,13949.99,13900.0,13949.0,13.86207234,valley,0 days 01:31:00
1min,2017-12-25 09:55:00,13949.99,13982.94,13914.9,13934.18,23.85180989,peak,0 days 00:02:00
1min,2017-12-25 09:58:00,13949.97,13949.97,13900.9,13900.9,3.54711854,valley,0 days 00:04:00
1min,2017-12-25 10:01:00,13983.64,14062.72,13963.39,14062.71,9.44814985,peak,0 days 00:02:00
5min,2017-12-25 10:03:00,14071.81,14084.63,14012.78,14081.99,5.70290162,peak,0 days 00:13:00
1min,2017-12-25 10:05:00,14030.0,14083.7,14027.87,14069.89,2.23108812,valley,0 days 00:02:00
1min,2017-12-25 10:07:00,14078.23,14078.23,13978.35,14047.26,4.59753817,peak,0 days 00:02:00
5min,2017-12-25 10:07:00,14078.23,14078.23,13978.35,14047.26,4.59753817,valley,0 days 00:05:00
1min,2017-12-25 10:11:00,14068.61,14069.32,14068.61,14068.8,0.28204308,peak,0 days 00:02:00
5min,2017-12-25 10:13:00,14065.0,14068.0,14007.21,14068.0,7.03978089,valley,0 days 00:05:00
1min,2017-12-25 10:16:00,14074.0,14140.25,14067.16,14120.1,10.1606162,valley,0 days 00:02:00
5min,2017-12-25 10:17:00,14150.0,14187.47,14122.1,14150.0,4.38880919,peak,0 days 00:05:00
1min,2017-12-25 10:19:00,14137.99,14179.52,14096.36,14109.78,6.74075606,valley,0 days 00:03:00
1min,2017-12-25 10:19:00,14137.99,14179.52,14096.36,14109.78,6.74075606,peak,0 days 00:02:00
15min,2017-12-25 10:22:00,14149.19,14187.57,14111.24,14111.24,16.04722177,peak,0 days 00:53:00
1min,2017-12-25 10:26:00,14090.72,14090.72,14000.0,14046.37,5.38811398,valley,0 days 00:04:00
1min,2017-12-25 10:30:00,14032.56,14032.58,13999.92,13999.92,1.13526751,peak,0 days 00:03:00
1min,2017-12-25 10:31:00,13999.0,14000.0,13988.06,13988.06,0.89678662,valley,0 days 00:02:00
1min,2017-12-25 10:33:00,13999.98,14000.0,13968.1,13987.41,1.397107,peak,0 days 00:03:00
1min,2017-12-25 10:33:00,13999.98,14000.0,13968.1,13987.41,1.397107,valley,0 days 00:03:00
15min,2017-12-25 10:38:00,13906.85,13920.0,13906.85,13920.0,3.83818792,valley,0 days 00:39:00
1min,2017-12-25 10:40:00,13990.33,14035.87,13978.07,13978.07,1.67620283,peak,0 days 00:02:00
15min,2017-12-25 10:42:00,14029.56,14059.52,14007.77,14050.0,1.46295968,peak,0 days 00:16:00
1min,2017-12-25 10:43:00,14033.91,14033.91,13984.01,13984.01,2.86367392,valley,0 days 00:02:00
1min,2017-12-25 10:45:00,14044.95,14045.0,13987.74,13988.25,0.96344787,peak,0 days 00:03:00
1min,2017-12-25 10:49:00,13995.02,14039.11,13989.0,13989.0,2.06210138,valley,0 days 00:03:00
5min,2017-12-25 10:53:00,13980.0,13989.57,13956.76,13976.76,1.25486106,valley,0 days 00:14:00
1min,2017-12-25 10:58:00,14026.4,14045.0,13996.01,14044.97,1.95005811,valley,0 days 00:02:00
1min,2017-12-25 10:58:00,14026.4,14045.0,13996.01,14044.97,1.95005811,peak,0 days 00:04:00
1min,2017-12-25 11:00:00,14044.99,14045.0,14006.07,14045.0,1.3324054,valley,0 days 00:02:00
5min,2017-12-25 11:03:00,14060.0,14121.17,14059.99,14099.53,18.67751944,peak,0 days 00:07:00
1min,2017-12-25 11:04:00,14056.58,14098.0,14056.58,14071.1,0.33292022,valley,0 days 00:02:00
5min,2017-12-25 11:07:00,14094.66,14094.76,14056.56,14094.76,1.43447293,valley,0 days 00:05:00
15min,2017-12-25 11:11:00,14130.47,14150.03,14101.1,14122.13,5.44939893,peak,0 days 00:20:00
1min,2017-12-25 11:15:00,14039.02,14058.56,14001.0,14058.56,1.64210313,valley,0 days 00:04:00
1min,2017-12-25 11:16:00,14014.62,14081.01,14014.61,14080.76,10.93696316,peak,0 days 00:03:00
1min,2017-12-25 11:17:00,14079.98,14080.87,14002.02,14061.87,0.44869458,valley,0 days 00:02:00
15min,2017-12-25 11:19:00,14036.87,14036.87,13967.13,13967.13,1.88340139,valley,0 days 00:24:00
5min,2017-12-25 11:23:00,14021.27,14051.57,14021.27,14021.27,1.94171012,peak,0 days 00:05:00
1min,2017-12-25 11:25:00,14007.48,14007.48,13992.67,13992.67,0.52043625,valley,0 days 00:02:00
1min,2017-12-25 11:26:00,14018.42,14022.15,14018.42,14022.15,0.33258315,peak,0 days 00:03:00
5min,2017-12-25 11:29:00,14021.3,14021.31,13981.0,14019.0,0.88117409,valley,0 days 00:09:00
1min,2017-12-25 11:34:00,14235.51,14249.0,14161.74,14247.29,4.31099676,valley,0 days 00:02:00
5min,2017-12-25 11:38:00,14339.0,14342.51,14308.79,14308.8,1.74978661,peak,0 days 00:06:00
1min,2017-12-25 11:40:00,14325.01,14326.12,14275.17,14325.01,2.6733878,peak,0 days 00:02:00
1min,2017-12-25 11:40:00,14325.01,14326.12,14275.17,14325.01,2.6733878,valley,0 days 00:04:00
1min,2017-12-25 11:43:00,14323.0,14324.29,14304.67,14323.0,0.77531428,valley,0 days 00:03:00
15min,2017-12-25 11:47:00,14370.15,14387.0,14308.9,14339.9,2.72363003,peak,0 days 00:30:00
1min,2017-12-25 11:47:00,14370.15,14387.0,14308.9,14339.9,2.72363003,valley,0 days 00:03:00
5min,2017-12-25 11:50:00,14309.0,14329.0,14300.0,14300.0,1.69896969,valley,0 days 00:07:00
5min,2017-12-25 11:54:00,14324.9,14332.9,14324.9,14327.98,1.08034981,peak,0 days 00:05:00
15min,2017-12-25 11:57:00,14317.35,14317.35,14180.04,14253.53,6.26388369,valley,0 days 00:23:00
1min,2017-12-25 12:01:00,14208.91,14274.95,14208.91,14274.95,4.58135919,valley,0 days 00:02:00
5min,2017-12-25 12:03:00,14325.0,14364.02,14311.07,14345.3,5.12405887,peak,0 days 00:08:00
1min,2017-12-25 12:04:00,14346.45,14363.77,14293.57,14293.57,3.31915067,valley,0 days 00:02:00
1min,2017-12-25 12:07:00,14321.52,14332.59,14294.0,14332.54,11.121441,peak,0 days 00:03:00
5min,2017-12-25 12:08:00,14323.0,14323.0,14278.13,14279.07,0.37245606,valley,0 days 00:06:00
1min,2017-12-25 12:10:00,14316.36,14337.33,14279.65,14326.0,10.35582061,valley,0 days 00:02:00
5min,2017-12-25 12:11:00,14292.57,14369.16,14292.57,14314.08,2.18149847,peak,0 days 00:05:00
1min,2017-12-25 12:12:00,14357.44,14362.96,14279.04,14358.98,15.43376717,valley,0 days 00:04:00
5min,2017-12-25 12:17:00,14386.6,14389.54,14325.02,14325.21,13.60020992,peak,0 days 00:08:00
1min,2017-12-25 12:21:00,14382.27,14389.3,14331.01,14352.25,1.76042197,peak,0 days 00:04:00
1min,2017-12-25 12:22:00,14365.0,14389.28,14330.0,14330.02,5.7854599,valley,0 days 00:02:00
1min,2017-12-25 12:28:00,14450.01,14480.4,14411.22,14449.89,34.49608549,peak,0 days 00:04:00
1min,2017-12-25 12:28:00,14450.01,14480.4,14411.22,14449.89,34.49608549,valley,0 days 00:02:00
1min,2017-12-25 12:32:00,14450.0,14499.0,14429.31,14474.99,50.44515734,peak,0 days 00:02:00
15min,2017-12-25 12:34:00,14498.1,14500.0,14478.81,14500.0,16.69389966,peak,0 days 00:16:00
1min,2017-12-25 12:41:00,14411.09,14446.89,14364.04,14368.98,12.63209659,peak,0 days 00:02:00
15min,2017-12-25 12:42:00,14434.84,14434.84,14361.5,14383.5,5.24245021,valley,0 days 00:18:00
1min,2017-12-25 12:45:00,14407.34,14480.27,14390.06,14421.01,10.99318305,valley,0 days 00:02:00
1min,2017-12-25 12:46:00,14421.02,14491.62,14402.44,14461.06,12.18888226,peak,0 days 00:03:00
1min,2017-12-25 12:51:00,14496.96,14650.0,14445.96,14555.0,132.0111,valley,0 days 00:02:00
4H,2017-12-25 12:51:00,14496.96,14650.0,14445.96,14555.0,132.0111,peak,0 days 15:08:00
1min,2017-12-25 12:53:00,14505.36,14611.46,14505.0,14550.0,27.82484392,valley,0 days 00:02:00
1min,2017-12-25 12:54:00,14581.87,14642.99,14550.01,14600.0,43.78062381,peak,0 days 00:03:00
1min,2017-12-25 12:59:00,14455.97,14537.6,14441.0,14499.0,5.4242815,valley,0 days 00:04:00
1min,2017-12-25 13:00:00,14537.52,14565.65,14501.0,14565.6,9.16873291,peak,0 days 00:04:00
1min,2017-12-25 13:05:00,14400.03,14449.99,14367.98,14449.99,6.48974049,valley,0 days 00:03:00
1min,2017-12-25 13:05:00,14400.03,14449.99,14367.98,14449.99,6.48974049,peak,0 days 00:02:00
1min,2017-12-25 13:09:00,14409.59,14425.23,14343.93,14399.76,5.72755387,peak,0 days 00:02:00
1min,2017-12-25 13:09:00,14409.59,14425.23,14343.93,14399.76,5.72755387,valley,0 days 00:04:00
1min,2017-12-25 13:11:00,14391.1,14408.62,14343.95,14379.8,2.41705485,valley,0 days 00:02:00
5min,2017-12-25 13:15:00,14259.56,14346.56,14258.6,14346.56,13.11221418,valley,0 days 00:07:00
1min,2017-12-25 13:16:00,14374.88,14404.08,14331.47,14403.26,3.35127315,peak,0 days 00:03:00
1min,2017-12-25 13:19:00,14404.08,14418.45,14320.02,14399.73,1.26672063,valley,0 days 00:02:00
5min,2017-12-25 13:19:00,14404.08,14418.45,14320.02,14399.73,1.26672063,peak,0 days 00:10:00
5min,2017-12-25 13:22:00,14261.33,14295.74,14210.0,14258.62,44.68213884,valley,0 days 00:09:00
5min,2017-12-25 13:26:00,14270.0,14270.0,14210.0,14249.9,2.45241164,valley,0 days 00:05:00
1min,2017-12-25 13:29:00,14221.0,14256.41,14218.29,14256.41,4.43184452,peak,0 days 00:03:00
5min,2017-12-25 13:31:00,14223.5,14248.88,14201.99,14248.0,39.56882381,valley,0 days 00:09:00
5min,2017-12-25 13:35:00,14293.27,14333.26,14293.27,14300.0,3.27401606,peak,0 days 00:14:00
5min,2017-12-25 13:41:00,14179.0,14221.12,14179.0,14221.12,1.33685119,valley,0 days 00:13:00
1min,2017-12-25 13:42:00,14230.0,14230.0,14221.02,14221.02,1.24783372,peak,0 days 00:03:00
5min,2017-12-25 13:44:00,14200.0,14200.0,14179.0,14193.65,2.63223786,valley,0 days 00:10:00
1min,2017-12-25 13:45:00,14193.65,14221.1,14179.0,14211.43,1.60735663,peak,0 days 00:02:00
1min,2017-12-25 13:47:00,14220.0,14284.24,14220.0,14284.24,26.61273087,peak,0 days 00:02:00
1min,2017-12-25 13:50:00,14350.0,14394.48,14350.0,14373.46,4.7682727,peak,0 days 00:02:00
15min,2017-12-25 13:52:00,14390.68,14394.49,14264.82,14312.6,6.31400946,peak,0 days 00:32:00
1min,2017-12-25 14:00:00,13810.01,13940.95,13803.2,13860.45,9.16850846,peak,0 days 00:03:00
1min,2017-12-25 14:01:00,13936.39,13940.87,13791.53,13800.0,50.27976125,valley,0 days 00:02:00
15min,2017-12-25 14:05:00,13503.0,13624.42,13496.48,13580.89,72.49111928,valley,0 days 00:42:00
1min,2017-12-25 14:09:00,13760.78,13804.32,13716.69,13735.12,68.22815833,peak,0 days 00:02:00
1min,2017-12-25 14:10:00,13719.63,13744.42,13651.27,13730.0,1.351842,valley,0 days 00:03:00
5min,2017-12-25 14:12:00,13832.41,13837.71,13780.0,13837.71,3.48784357,peak,0 days 00:10:00
1min,2017-12-25 14:14:00,13783.1,13793.51,13730.0,13770.0,11.06842809,valley,0 days 00:03:00
1min,2017-12-25 14:15:00,13782.78,13829.57,13766.38,13800.0,0.95534632,peak,0 days 00:02:00
1min,2017-12-25 14:17:00,13760.0,13818.49,13740.5,13818.48,17.46148953,valley,0 days 00:02:00
1min,2017-12-25 14:18:00,13785.67,13829.16,13760.41,13773.08,6.68448593,peak,0 days 00:03:00
1min,2017-12-25 14:19:00,13773.08,13785.67,13700.0,13747.0,17.22851629,valley,0 days 00:03:00
1min,2017-12-25 14:21:00,13717.22,13760.89,13717.22,13742.78,1.4301403,peak,0 days 00:02:00
15min,2017-12-25 14:22:00,13729.99,13729.99,13605.07,13675.08,23.59240982,valley,0 days 00:15:00
1min,2017-12-25 14:27:00,13824.04,13872.3,13824.04,13864.7,23.78543289,peak,0 days 00:04:00
1min,2017-12-25 14:29:00,13855.4,13872.3,13822.89,13848.0,10.71011724,valley,0 days 00:03:00
15min,2017-12-25 14:33:00,13906.97,13910.0,13872.3,13880.18,9.50309666,peak,0 days 00:32:00
1min,2017-12-25 14:35:00,13872.11,13909.98,13863.72,13863.72,1.30512958,peak,0 days 00:02:00
1min,2017-12-25 14:36:00,13864.07,13900.0,13860.1,13863.39,2.15175885,valley,0 days 00:03:00
1min,2017-12-25 14:37:00,13890.77,13907.97,13863.23,13907.97,0.27951598,peak,0 days 00:02:00
1min,2017-12-25 14:43:00,13666.0,13710.0,13564.05,13564.05,87.26001319,peak,0 days 00:02:00
1min,2017-12-25 14:45:00,13599.96,13599.99,13500.0,13540.0,21.97715711,valley,0 days 00:02:00
1min,2017-12-25 14:47:00,13538.0,13577.42,13472.43,13569.66,35.08698056,peak,0 days 00:02:00
