timeframe,date,open,close,low,high,volume,ATR
1min,2017-10-06 05:10:00,4318.71,4320.0,4318.71,4320.0,3.80572489,3.580299856642849
1min,2017-10-06 05:11:00,4320.0,4320.01,4320.0,4320.62,1.22247305,3.368849866882638
1min,2017-10-06 05:12:00,4320.0,4320.88,4320.0,4320.88,2.2096557,3.1910748763910286
1min,2017-10-06 05:13:00,4320.95,4320.0,4320.0,4322.47,3.6085329,3.139569528077402
1min,2017-10-06 05:14:00,4321.44,4319.43,4313.08,4322.4,1.28829882,3.581028847500424
1min,2017-10-06 05:15:00,4319.46,4319.47,4318.39,4319.47,0.64725946,3.402383929821817
1min,2017-10-06 05:16:00,4319.47,4319.64,4319.47,4323.59,0.56151866,3.453642220548822
1min,2017-10-06 05:17:00,4319.64,4322.43,4319.64,4322.43,0.10390999,3.4062392047953325
1min,2017-10-06 05:18:00,4322.43,4320.0,4316.65,4322.43,2.82144182,3.5757935473099987
1min,2017-10-06 05:19:00,4320.0,4316.14,4316.14,4320.0,0.17119676,3.596094008216404
1min,2017-10-06 05:20:00,4320.0,4320.0,4316.1,4320.0,5.06602033,3.6178015790580633
1min,2017-10-06 05:21:00,4320.0,4316.79,4316.67,4320.0,8.16234648,3.597244323411054
1min,2017-10-06 05:22:00,4317.96,4318.13,4317.96,4318.15,0.34080444,3.437441157453098
1min,2017-10-06 05:23:00,4320.0,4320.0,4320.0,4320.0,0.09243938,3.3254810747778687
1min,2017-10-06 05:24:00,4320.0,4319.23,4319.23,4320.0,0.14682222,3.1429467122937664
1min,2017-10-06 05:25:00,4319.23,4319.23,4319.23,4319.23,0.0,2.9184505185584975
1min,2017-10-06 05:26:00,4319.99,4319.03,4319.03,4320.53,0.71747117,2.817132624375748
1min,2017-10-06 05:27:00,4319.99,4319.99,4319.97,4319.99,5.09654109,2.684480294063197
1min,2017-10-06 05:28:00,4319.99,4319.99,4319.99,4321.78,50.38577234,2.620588844487252
1min,2017-10-06 05:29:00,4322.14,4322.13,4322.13,4322.14,1.181913,2.5869753555953445
1min,2017-10-06 05:30:00,4324.54,4320.06,4320.05,4325.0,2.61409235,2.755762830195664
1min,2017-10-06 05:31:00,4325.0,4325.21,4325.0,4325.21,0.27365906,2.9267797708959478
1min,2017-10-06 05:32:00,4325.21,4336.16,4325.21,4336.16,66.36162573,3.4998669301176526
1min,2017-10-06 05:33:00,4335.51,4341.15,4335.51,4342.0,3.83527465,3.713447863680662
1min,2017-10-06 05:34:00,4341.98,4345.66,4339.46,4345.66,6.67737115,3.891058730560602
1min,2017-10-06 05:35:00,4345.63,4347.64,4342.21,4347.64,7.21870098,4.0009831069491515
1min,2017-10-06 05:36:00,4347.29,4346.78,4346.78,4347.99,5.85924902,3.8016271707385
1min,2017-10-06 05:37:00,4347.84,4346.63,4346.63,4347.88,0.72611016,3.6193680871143212
1min,2017-10-06 05:38:00,4346.63,4346.63,4346.63,4346.63,0.0,3.360841795177584
1min,2017-10-06 05:39:00,4347.89,4350.0,4347.89,4350.0,12.40169399,3.3614959526648915
1min,2017-10-06 05:40:00,4350.0,4350.01,4350.0,4355.0,5.99698583,3.4785319560459707
1min,2017-10-06 05:41:00,4350.0,4354.65,4350.0,4354.65,1.9583483,3.562208244899804
1min,2017-10-06 05:42:00,4352.61,4350.72,4350.72,4354.63,0.0658055,3.588479084549774
1min,2017-10-06 05:43:00,4350.69,4350.69,4350.69,4350.69,2.3201,3.3343020070819795
1min,2017-10-06 05:44:00,4354.4,4354.47,4354.4,4354.47,0.14084953,3.366137578004742
1min,2017-10-06 05:45:00,4354.47,4354.65,4354.47,4354.65,0.50200484,3.1385563224329305
1min,2017-10-06 05:46:00,4354.65,4356.05,4351.74,4356.05,16.19687313,3.222230870830607
1min,2017-10-06 05:47:00,4356.05,4356.05,4356.05,4356.05,0.11591507,2.992071522914135
1min,2017-10-06 05:48:00,4356.0,4357.41,4350.92,4357.41,45.41274539,3.2419235569916807
1min,2017-10-06 05:49:00,4357.71,4359.99,4357.0,4359.99,26.43268101,3.2239290172065447
1min,2017-10-06 05:50:00,4359.99,4360.5,4357.07,4366.3,11.59436818,3.6529340874061114
1min,2017-10-06 05:51:00,4362.19,4361.01,4359.64,4369.01,20.67824468,4.061295938305667
1min,2017-10-06 05:52:00,4367.85,4377.83,4367.85,4377.83,94.73850083,4.972631942712384
1min,2017-10-06 05:53:00,4370.01,4370.07,4370.01,4377.83,36.45764842,5.176015375375765
1min,2017-10-06 05:54:00,4370.01,4370.0,4370.0,4376.0,17.56028397,5.234871419991782
1min,2017-10-06 05:55:00,4370.4,4377.65,4370.23,4377.65,1.13745885,5.407380604278058
1min,2017-10-06 05:56:00,4376.59,4380.0,4371.15,4380.0,31.81016705,5.6532819896867945
1min,2017-10-06 05:57:00,4380.24,4376.74,4371.0,4385.0,31.40158857,6.249476133280595
1min,2017-10-06 05:58:00,4380.0,4385.02,4380.0,4385.02,8.58237774,6.394513552332028
1min,2017-10-06 05:59:00,4385.44,4395.0,4385.44,4395.0,25.12390999,6.650619727165423
1min,2017-10-06 06:00:00,4390.02,4390.67,4384.47,4392.89,9.16298391,6.927718318082159
1min,2017-10-06 06:01:00,4390.7,4385.2,4385.0,4392.78,45.63175487,6.9885955810762725
1min,2017-10-06 06:02:00,4383.11,4381.03,4381.03,4389.05,6.87703116,7.062267325285141
1min,2017-10-06 06:03:00,4386.03,4381.0,4381.0,4389.15,5.79776551,7.139962516336177
1min,2017-10-06 06:04:00,4382.0,4371.4,4370.5,4384.47,4.62308046,7.627822336597896
1min,2017-10-06 06:05:00,4383.78,4377.55,4376.61,4383.84,1.82187473,7.971549312555226
1min,2017-10-06 06:06:00,4377.23,4367.0,4362.45,4381.36,29.15507549,8.75286721880127
1min,2017-10-06 06:07:00,4367.01,4369.31,4367.01,4373.87,3.65120791,8.6183767031726
1min,2017-10-06 06:08:00,4373.88,4384.0,4373.88,4384.0,6.52056116,9.052064081517386
1min,2017-10-06 06:09:00,4386.11,4372.11,4372.11,4387.0,13.67613842,9.469059504266168
1min,2017-10-06 06:10:00,4372.23,4372.23,4372.23,4372.23,0.02,8.801269539675719
1min,2017-10-06 06:11:00,4376.96,4378.16,4376.96,4378.16,1.4079175,8.596178858270331
1min,2017-10-06 06:12:00,4378.16,4378.16,4378.16,4378.16,0.0,7.982166082679593
1min,2017-10-06 06:13:00,4375.49,4378.16,4375.49,4378.16,0.05085774,7.602725648202485
1min,2017-10-06 06:14:00,4378.16,4376.93,4375.05,4378.17,1.72003448,7.282530959045157
1min,2017-10-06 06:15:00,4378.16,4370.9,4370.9,4378.16,1.170526,7.280921604827661
1min,2017-10-06 06:16:00,4377.28,4383.8,4377.28,4383.8,5.52826815,7.682284347340009
1min,2017-10-06 06:17:00,4388.27,4390.02,4388.27,4390.02,9.16682691,7.577835465387169
1min,2017-10-06 06:18:00,4390.03,4390.01,4390.0,4390.03,1.12009914,7.038704360716639
1min,2017-10-06 06:19:00,4392.19,4390.0,4390.0,4393.0,5.22009778,6.750225477808307
1min,2017-10-06 06:20:00,4390.0,4390.0,4390.0,4390.0,0.03990223,6.268066515107713
1min,2017-10-06 06:21:00,4390.0,4392.82,4390.0,4392.82,0.14994651,6.021776049742855
1min,2017-10-06 06:22:00,4387.01,4386.97,4386.97,4387.01,2.6,6.009506331904041
1min,2017-10-06 06:23:00,4387.0,4388.9,4387.0,4388.9,0.21175972,5.71811302248228
1min,2017-10-06 06:24:00,4386.02,4386.0,4386.0,4386.02,0.76485654,5.516819235162091
1min,2017-10-06 06:25:00,4387.0,4385.99,4385.1,4387.0,2.32227714,5.258475004079059
1min,2017-10-06 06:26:00,4385.1,4383.0,4383.0,4385.1,0.52166373,5.096441075216253
1min,2017-10-06 06:27:00,4383.0,4380.0,4380.0,4383.0,2.0,4.946695284129378
1min,2017-10-06 06:28:00,4380.0,4377.24,4377.24,4380.0,0.5,4.790502763834438
1min,2017-10-06 06:29:00,4376.0,4382.05,4376.0,4382.05,1.97026219,4.880466852131991
1min,2017-10-06 06:30:00,4380.98,4380.97,4376.1,4380.98,5.03792843,4.956862076979694
1min,2017-10-06 06:31:00,4377.3,4374.01,4371.32,4377.3,0.49206392,5.292086214338326
1min,2017-10-06 06:32:00,4376.36,4376.36,4376.36,4376.36,0.3,5.081937199028407
1min,2017-10-06 06:33:00,4380.89,4384.48,4380.89,4384.48,0.57822734,5.2989416848120845
1min,2017-10-06 06:34:00,4375.22,4382.03,4375.22,4382.03,0.55067107,5.581874421611173
1min,2017-10-06 06:35:00,4382.03,4382.03,4382.03,4382.03,0.0,5.183169105781803
1min,2017-10-06 06:36:00,4382.03,4382.03,4382.03,4382.03,0.0,4.812942741083103
1min,2017-10-06 06:37:00,4382.03,4389.99,4379.42,4389.99,62.23793166,5.224161116720004
1min,2017-10-06 06:38:00,4390.0,4393.79,4390.0,4393.79,0.45830606,5.122435322668588
1min,2017-10-06 06:39:00,4393.79,4395.61,4393.79,4396.03,10.92758701,4.916547085335102
1min,2017-10-06 06:40:00,4395.68,4395.68,4395.68,4396.07,0.91171785,4.598222293525454
1min,2017-10-06 06:41:00,4395.76,4398.99,4392.62,4399.72,13.26121347,4.7769207011308055
1min,2017-10-06 06:42:00,4399.0,4401.76,4399.0,4402.0,69.69382713,4.650712079621478
1min,2017-10-06 06:43:00,4401.98,4415.6,4400.01,4417.0,174.5775224,5.5320897882199285
1min,2017-10-06 06:44:00,4415.82,4414.8,4414.8,4415.82,104.431256,5.209797660489899
1min,2017-10-06 06:45:00,4414.0,4400.0,4400.0,4414.0,49.63433867,5.894812113312063
1min,2017-10-06 06:46:00,4400.75,4392.79,4392.79,4407.43,6.29174733,6.519468390932653
1min,2017-10-06 06:47:00,4395.61,4395.84,4395.61,4407.77,6.39676563,7.12379207729464
1min,2017-10-06 06:48:00,4398.77,4403.09,4398.77,4409.86,3.75027957,7.6163783574878465
1min,2017-10-06 06:49:00,4403.09,4403.09,4403.09,4403.09,0.02024668,7.0723513319530005
1min,2017-10-06 06:50:00,4403.1,4401.0,4401.0,4405.66,3.21037862,6.900040522527775
1min,2017-10-06 06:51:00,4404.19,4401.0,4401.0,4406.0,2.385748,6.76432334234722
1min,2017-10-06 06:52:00,4403.92,4401.0,4401.0,4403.92,4.505188,6.489728817893853
1min,2017-10-06 06:53:00,4401.0,4389.99,4389.99,4401.0,7.70185381,6.81260533090145
1min,2017-10-06 06:54:00,4390.0,4394.26,4387.53,4400.22,4.18175808,7.232419235837098
1min,2017-10-06 06:55:00,4394.26,4399.64,4394.26,4399.64,0.08111571,7.1001035761344555
1min,2017-10-06 06:56:00,4399.74,4399.52,4392.96,4399.74,2.22542669,7.077239034981977
1min,2017-10-06 06:57:00,4399.52,4393.98,4388.26,4399.52,6.61665997,7.376007675340423
1min,2017-10-06 06:58:00,4392.96,4400.83,4392.95,4400.96,6.66260049,7.421292841387552
1min,2017-10-06 06:59:00,4400.78,4400.77,4400.75,4400.78,0.04,6.896914781288436
1min,2017-10-06 07:00:00,4400.71,4401.95,4400.71,4402.01,0.1868234,6.497135154053561
1min,2017-10-06 07:01:00,4402.32,4412.79,4402.32,4412.97,33.94618913,6.8201969287640525
1min,2017-10-06 07:02:00,4412.7,4410.37,4402.67,4413.47,4.81098689,7.104468576709491
1min,2017-10-06 07:03:00,4410.32,4413.29,4410.0,4413.4,8.95281215,6.839863678373073
1min,2017-10-06 07:04:00,4412.92,4416.55,4410.0,4420.0,79.2993601,7.065587701346424
1min,2017-10-06 07:05:00,4416.53,4415.9,4410.0,4416.53,13.31671343,7.028760008393121
1min,2017-10-06 07:06:00,4415.87,4421.17,4410.0,4421.17,14.06004227,7.324562864936475
1min,2017-10-06 07:07:00,4421.44,4420.15,4411.33,4425.0,88.1283735,7.777808374583874
1min,2017-10-06 07:08:00,4420.15,4417.79,4413.29,4421.99,6.87202373,7.843679204970727
1min,2017-10-06 07:09:00,4419.92,4419.71,4417.77,4419.99,3.19023724,7.441987833187057
1min,2017-10-06 07:10:00,4415.81,4417.48,4414.59,4417.8,8.62752207,7.2761315593879745
1min,2017-10-06 07:11:00,4417.44,4417.0,4417.0,4419.92,0.59757244,6.964979305145982
1min,2017-10-06 07:12:00,4417.5,4412.26,4411.33,4419.92,9.04133142,7.081052211921279
1min,2017-10-06 07:13:00,4411.08,4409.97,4402.72,4411.52,19.69030733,7.256691339641185
1min,2017-10-06 07:14:00,4409.95,4411.36,4402.93,4411.36,7.66448672,7.340499101095342
1min,2017-10-06 07:15:00,4411.36,4404.12,4403.57,4411.37,4.13993946,7.37332059387426
1min,2017-10-06 07:16:00,4411.0,4410.74,4402.78,4411.35,13.22404292,7.458797694311857
1min,2017-10-06 07:17:00,4411.34,4409.99,4404.48,4411.34,2.09809872,7.41602643043248
1min,2017-10-06 07:18:00,4410.0,4409.0,4409.0,4410.0,0.64177138,6.957738828258732
1min,2017-10-06 07:19:00,4409.45,4409.71,4409.0,4410.0,16.03536883,6.53218605481168
1min,2017-10-06 07:20:00,4410.0,4409.7,4409.7,4412.01,5.10056663,6.230601336610874
1min,2017-10-06 07:21:00,4409.01,4410.03,4408.0,4410.36,6.63406519,5.954129812567217
1min,2017-10-06 07:22:00,4408.01,4413.77,4408.0,4414.82,9.87011453,6.015977683098109
1min,2017-10-06 07:23:00,4412.02,4414.9,4412.02,4414.92,7.03894278,5.793407848591075
1min,2017-10-06 07:24:00,4413.67,4414.93,4412.0,4415.0,5.47530588,5.593878716548856
1min,2017-10-06 07:25:00,4414.9,4412.57,4408.0,4414.92,12.51768213,5.689315951081101
1min,2017-10-06 07:26:00,4408.0,4407.51,4402.19,4408.0,10.51483893,6.024364811718173
1min,2017-10-06 07:27:00,4407.51,4402.19,4402.19,4408.0,7.82385504,6.009053039452618
1min,2017-10-06 07:28:00,4406.0,4408.53,4400.17,4408.53,7.69823444,6.176977822348836
1min,2017-10-06 07:29:00,4410.0,4408.97,4400.01,4410.0,2.19454837,6.449336549323903
1min,2017-10-06 07:30:00,4409.22,4400.0,4400.0,4409.22,3.015814,6.647241081515071
1min,2017-10-06 07:31:00,4400.0,4403.32,4400.0,4406.34,6.81880211,6.625295289978291
1min,2017-10-06 07:32:00,4403.32,4405.81,4400.02,4406.37,4.96330258,6.605631340694088
1min,2017-10-06 07:33:00,4400.01,4399.73,4399.72,4405.84,11.84060452,6.570943387787359
1min,2017-10-06 07:34:00,4399.72,4404.85,4399.72,4405.84,3.88579992,6.53873314580254
1min,2017-10-06 07:35:00,4399.75,4404.89,4399.72,4405.83,7.42824196,6.508109349673765
1min,2017-10-06 07:36:00,4404.89,4404.8,4399.75,4404.9,2.6073463,6.411101538982756
1min,2017-10-06 07:37:00,4402.31,4399.74,4399.72,4408.18,16.0316654,6.557451429055419
1min,2017-10-06 07:38:00,4407.95,4407.48,4399.0,4408.02,45.03729086,6.733347755551492
1min,2017-10-06 07:39:00,4402.96,4396.41,4390.25,4402.96,16.01264778,7.483108630154925
1min,2017-10-06 07:40:00,4392.4,4390.09,4387.0,4398.22,20.11258284,7.750029442286734
1min,2017-10-06 07:41:00,4387.0,4388.78,4385.0,4390.07,28.96132414,7.560027339266263
1min,2017-10-06 07:42:00,4388.0,4387.99,4387.99,4388.0,0.191761,7.0764539578901
1min,2017-10-06 07:43:00,4388.0,4389.05,4388.0,4389.05,5.00965997,6.646707246612264
1min,2017-10-06 07:44:00,4389.05,4383.52,4383.52,4394.49,5.394779,6.9555138718541984
1min,2017-10-06 07:45:00,4396.15,4393.93,4390.11,4399.0,4.43358825,7.564405738150296
1min,2017-10-06 07:46:00,4393.09,4392.01,4390.1,4393.1,5.15372708,7.297662471139556
1min,2017-10-06 07:47:00,4392.01,4399.98,4392.01,4400.0,31.89031007,7.347115151772429
1min,2017-10-06 07:48:00,4399.92,4399.02,4399.02,4399.93,0.39628749,6.890892640931479
1min,2017-10-06 07:49:00,4399.02,4398.92,4397.01,4399.02,0.69263882,6.542257452293532
1min,2017-10-06 07:50:00,4398.93,4398.85,4397.06,4398.94,4.33429354,6.2092390628439365
1min,2017-10-06 07:51:00,4398.9,4404.0,4398.87,4404.0,3.19874433,6.133579129783629
1min,2017-10-06 07:52:00,4402.34,4395.67,4389.35,4410.0,53.80536466,7.170466334799058
1min,2017-10-06 07:53:00,4395.67,4403.48,4395.67,4403.48,4.65896783,7.216147310884803
1min,2017-10-06 07:54:00,4403.78,4405.4,4403.78,4410.0,16.41355469,7.166422502964491
1min,2017-10-06 07:55:00,4405.35,4407.24,4403.87,4410.0,12.9681283,7.092392324181321
1min,2017-10-06 07:56:00,4406.19,4409.96,4406.17,4411.32,19.09351128,6.9536500153112
1min,2017-10-06 07:57:00,4412.52,4414.98,4401.6,4414.98,4.73614221,7.412675014217485
1min,2017-10-06 07:58:00,4412.23,4412.1,4402.52,4412.23,6.45206776,7.773198227487603
1min,2017-10-06 07:59:00,4412.08,4403.3,4403.14,4412.96,6.59924631,7.919398354095611
1min,2017-10-06 08:00:00,4403.48,4410.78,4403.48,4410.78,1.58589398,7.888012757374464
1min,2017-10-06 08:01:00,4404.09,4409.0,4404.09,4413.06,5.68864258,7.965297560419164
1min,2017-10-06 08:02:00,4408.94,4405.85,4405.83,4408.99,1.55837728,7.622776306103515
1min,2017-10-06 08:03:00,4401.57,4406.95,4398.26,4406.95,13.79348057,7.6990065699532355
1min,2017-10-06 08:04:00,4398.82,4396.97,4396.95,4398.82,0.59880707,7.8633632435280045
1min,2017-10-06 08:05:00,4396.61,4390.74,4390.0,4396.61,63.76860637,7.799551583276022
1min,2017-10-06 08:06:00,4388.87,4392.15,4382.16,4392.15,8.47483165,7.956012184470576
1min,2017-10-06 08:07:00,4392.11,4395.93,4392.11,4395.93,1.84920971,7.660582742722722
1min,2017-10-06 08:08:00,4399.86,4399.86,4399.86,4399.86,0.02085748,7.394112546813912
1min,2017-10-06 08:09:00,4400.0,4399.94,4392.85,4400.0,3.27315573,7.376675936327179
1min,2017-10-06 08:10:00,4399.72,4399.72,4399.72,4399.72,0.05214423,6.865484798018048
1min,2017-10-06 08:11:00,4399.12,4390.84,4390.84,4399.12,4.73,7.009378741016766
1min,2017-10-06 08:12:00,4396.72,4395.82,4393.0,4396.72,1.055352,6.928708830944148
1min,2017-10-06 08:13:00,4395.82,4395.82,4395.82,4395.82,0.0,6.43380105730528
1min,2017-10-06 08:14:00,4393.01,4391.0,4390.98,4393.01,0.25913559,6.319958124640628
1min,2017-10-06 08:15:00,4391.0,4391.0,4391.0,4391.0,0.0,5.868532544309155
1min,2017-10-06 08:16:00,4384.72,4390.99,4382.24,4391.0,3.80113096,6.0750659340013735
1min,2017-10-06 08:17:00,4391.0,4391.0,4390.99,4391.0,1.64615029,5.6418469387155765
1min,2017-10-06 08:18:00,4391.11,4391.1,4391.1,4391.11,2.26197139,5.246715014521583
1min,2017-10-06 08:19:00,4391.11,4390.99,4390.99,4392.3,1.07958291,4.965521084912927
1min,2017-10-06 08:20:00,4391.02,4392.98,4390.99,4392.98,0.2347597,4.752983864561989
1min,2017-10-06 08:21:00,4392.98,4392.98,4392.98,4392.98,0.0,4.413485017093275
1min,2017-10-06 08:22:00,4392.7,4391.0,4388.7,4392.7,6.65430576,4.4039503730151655
1min,2017-10-06 08:23:00,4392.55,4398.97,4392.55,4399.05,3.50299191,4.664382489228381
1min,2017-10-06 08:24:00,4394.54,4403.97,4394.54,4404.0,14.78203295,5.006926597140642
1min,2017-10-06 08:25:00,4403.96,4394.82,4394.72,4404.0,3.24342793,5.312146125916292
1min,2017-10-06 08:26:00,4401.8,4395.61,4395.61,4401.82,0.40751364,5.432707116922272
1min,2017-10-06 08:27:00,4395.61,4394.84,4394.84,4401.69,0.32567881,5.533942322856356
1min,2017-10-06 08:28:00,4401.46,4401.43,4401.43,4401.5,0.14836064,5.614375014080891
1min,2017-10-06 08:29:00,4393.0,4397.66,4393.0,4397.66,0.486769,5.815491084503705
1min,2017-10-06 08:30:00,4393.65,4399.56,4385.65,4399.56,7.6855984,6.393670292753495
1min,2017-10-06 08:31:00,4398.95,4398.95,4398.95,4398.95,0.37,5.9805509861282875
1min,2017-10-06 08:32:00,4398.36,4398.36,4398.36,4398.36,0.02086459,5.5955116299762775
1min,2017-10-06 08:33:00,4397.7,4390.0,4390.0,4398.72,2.26122169,5.818689370692276
1min,2017-10-06 08:34:00,4386.48,4386.48,4386.48,4386.48,0.42613669,5.654497272785717
1min,2017-10-06 08:35:00,4386.48,4386.48,4386.48,4386.48,0.0,5.2506046104438795
1min,2017-10-06 08:36:00,4397.83,4388.28,4388.28,4397.83,4.513662,5.686275709697914
1min,2017-10-06 08:37:00,4397.35,4388.91,4388.91,4397.47,3.413509,5.936541730433814
1min,2017-10-06 08:38:00,4396.95,4388.91,4386.6,4396.95,3.6661267,6.251788749688503
1min,2017-10-06 08:39:00,4395.14,4395.14,4395.14,4395.14,1.07814996,6.250232410425072
1min,2017-10-06 08:40:00,4394.54,4385.5,4385.5,4394.54,0.18162503,6.492358666823305
1min,2017-10-06 08:41:00,4384.86,4393.09,4384.77,4393.25,3.95690782,6.634333047764466
1min,2017-10-06 08:42:00,4392.81,4389.99,4389.99,4392.81,0.06557939,6.381880687209887
1min,2017-10-06 08:43:00,4389.95,4385.14,4385.14,4390.0,8.47609,6.273174923837729
1min,2017-10-06 08:44:00,4385.0,4385.57,4385.0,4385.57,2.10089723,5.865805286420728
1min,2017-10-06 08:45:00,4390.0,4387.41,4387.41,4390.0,9.40231206,5.7632477659621255
1min,2017-10-06 08:46:00,4390.0,4390.03,4390.0,4390.03,0.18979813,5.538730068393394
1min,2017-10-06 08:47:00,4394.4,4394.43,4393.93,4394.43,1.57535853,5.457392206365333
1min,2017-10-06 08:48:00,4395.11,4393.22,4393.22,4398.51,6.46166924,5.4454356201963785
1min,2017-10-06 08:49:00,4397.31,4398.39,4393.28,4398.39,0.607375,5.425761647325214
1min,2017-10-06 08:50:00,4393.37,4398.09,4388.22,4398.09,1.68329491,5.764635815373419
1min,2017-10-06 08:51:00,4396.5,4397.91,4387.73,4399.4,2.41305223,6.186447542846751
1min,2017-10-06 08:52:00,4390.38,4396.58,4390.38,4398.3,5.78420705,6.3102727183577025
1min,2017-10-06 08:53:00,4400.0,4404.96,4400.0,4404.96,9.40587714,6.45811038133216
1min,2017-10-06 08:54:00,4404.98,4400.63,4400.63,4408.97,9.19722226,6.592531068379873
1min,2017-10-06 08:55:00,4400.66,4400.66,4400.66,4400.68,6.16346286,6.125207420638466
1min,2017-10-06 08:56:00,4400.66,4402.99,4394.57,4403.09,0.37483081,6.2962640334500355
1min,2017-10-06 08:57:00,4407.6,4400.69,4400.69,4407.6,0.25305806,6.340102316775088
1min,2017-10-06 08:58:00,4400.32,4400.38,4400.32,4400.38,0.13614423,5.913666437005431
1min,2017-10-06 08:59:00,4403.16,4400.99,4400.91,4404.98,0.21692627,5.819833120076432
1min,2017-10-06 09:00:00,4404.91,4404.88,4401.19,4404.99,1.36241495,5.689845040070972
1min,2017-10-06 09:01:00,4404.88,4404.88,4404.88,4404.88,0.0,5.28342753720876
1min,2017-10-06 09:02:00,4404.88,4404.88,4404.22,4404.88,1.37502245,4.953182713122409
1min,2017-10-06 09:03:00,4404.87,4404.98,4404.44,4404.98,2.98695282,4.6379553764708055
1min,2017-10-06 09:04:00,4404.99,4404.61,4404.61,4406.0,5.50186944,4.405958563865771
1min,2017-10-06 09:05:00,4404.0,4402.05,4396.22,4404.0,17.16798128,4.690532952161031
1min,2017-10-06 09:06:00,4396.16,4396.0,4395.0,4401.83,21.77304706,4.85906631272097
1min,2017-10-06 09:07:00,4394.23,4394.26,4394.23,4401.86,1.08103253,5.056990147526624
1min,2017-10-06 09:08:00,4396.47,4399.83,4394.31,4399.84,6.90127265,5.0943479941318595
1min,2017-10-06 09:09:00,4399.8,4397.81,4397.81,4399.8,0.01687955,4.874751708836692
1min,2017-10-06 09:10:00,4398.33,4399.47,4398.33,4399.47,0.14445059,4.645126586776918
1min,2017-10-06 09:11:00,4399.47,4399.47,4399.47,4399.47,0.0,4.313331830578567
1min,2017-10-06 09:12:00,4399.18,4399.18,4399.18,4399.18,0.45354134,4.0259509855372375
1min,2017-10-06 09:13:00,4399.18,4399.18,4399.18,4399.18,0.0,3.7383830579988633
1min,2017-10-06 09:14:00,4393.79,4393.03,4393.03,4395.75,3.04906916,3.9106414109989833
1min,2017-10-06 09:15:00,4396.64,4396.58,4394.37,4396.64,1.16702731,3.8891670244990975
1min,2017-10-06 09:16:00,4396.57,4396.99,4396.57,4396.99,0.55110262,3.641369379892024
1min,2017-10-06 09:17:00,4394.38,4396.85,4394.28,4396.99,11.47182872,3.574842995614025
1min,2017-10-06 09:18:00,4396.86,4393.07,4393.07,4396.99,0.11649861,3.5994970673558853
1min,2017-10-06 09:19:00,4389.93,4389.93,4389.93,4389.93,0.01699434,3.5666758482589946
1min,2017-10-06 09:20:00,4391.93,4391.93,4391.93,4391.93,0.72712926,3.4547704305262092
1min,2017-10-06 09:21:00,4389.9,4392.94,4389.9,4392.94,0.10350036,3.425143971202906
1min,2017-10-06 09:22:00,4389.91,4389.9,4389.01,4393.07,14.7967637,3.4704908304026616
1min,2017-10-06 09:23:00,4389.88,4389.9,4389.88,4389.9,0.70057831,3.2240271996595804
1min,2017-10-06 09:24:00,4389.0,4389.9,4389.0,4389.9,1.59274807,3.058025256826727
1min,2017-10-06 09:25:00,4389.04,4389.9,4389.04,4389.9,0.34758843,2.901023452767652
1min,2017-10-06 09:26:00,4396.89,4396.95,4396.89,4398.02,1.05345011,3.273807491855734
1min,2017-10-06 09:27:00,4396.9,4397.5,4396.35,4397.5,5.68176122,3.1221069567231554
1min,2017-10-06 09:28:00,4397.44,4389.97,4389.97,4397.44,0.64578241,3.4369564598143403
1min,2017-10-06 09:29:00,4389.97,4389.97,4389.97,4389.97,0.0,3.1914595698276016
1min,2017-10-06 09:30:00,4395.74,4389.97,4389.97,4395.74,0.71098055,3.375641029125596
1min,2017-10-06 09:31:00,4395.43,4391.87,4391.87,4395.43,0.64330952,3.5245238127594845
1min,2017-10-06 09:32:00,4392.07,4392.11,4392.07,4393.05,2.67308907,3.3570578261338277
1min,2017-10-06 09:33:00,4391.91,4395.0,4389.36,4395.0,26.51429331,3.520125124267149
1min,2017-10-06 09:34:00,4394.9,4394.0,4394.0,4394.9,0.11291767,3.340116186819496
1min,2017-10-06 09:35:00,4394.0,4394.0,4394.0,4394.0,0.0,3.101536459189532
1min,2017-10-06 09:36:00,4393.0,4393.68,4393.0,4395.07,5.954146,3.0278552835331163
1min,2017-10-06 09:37:00,4393.68,4393.68,4393.68,4393.68,0.0,2.8115799061378937
1min,2017-10-06 09:38:00,4395.64,4391.78,4390.01,4396.0,7.91162812,3.0386099128423143
1min,2017-10-06 09:39:00,4392.11,4393.01,4392.11,4396.64,3.01644364,3.1687092047821905
1min,2017-10-06 09:40:00,4393.0,4396.64,4393.0,4396.64,0.31771481,3.202372833012057
1min,2017-10-06 09:41:00,4396.64,4393.03,4393.03,4398.85,0.09520938,3.389346202082669
1min,2017-10-06 09:42:00,4394.0,4394.0,4394.0,4394.0,0.16189187,3.2165357590767827
1min,2017-10-06 09:43:00,4397.9,4394.52,4394.0,4397.9,0.93333848,3.2653546334284154
1min,2017-10-06 09:44:00,4397.86,4399.0,4394.0,4399.0,2.6198087,3.3892578738978143
1min,2017-10-06 09:45:00,4397.93,4394.39,4394.39,4399.0,19.33680398,3.476453740047947
1min,2017-10-06 09:46:00,4398.99,4404.59,4398.99,4404.6,28.19719694,3.957421330044525
1min,2017-10-06 09:47:00,4404.6,4404.0,4404.0,4405.01,3.7724954,3.7468912350413603
1min,2017-10-06 09:48:00,4404.91,4400.96,4397.08,4410.93,23.47206975,4.468541861109861
