timeframe,date,open,close,low,high,volume,ATR
15min,2017-10-06 08:45:00,4390.0,4400.99,4387.41,4408.97,53.86458878,22.352654709672944
15min,2017-10-06 09:00:00,4404.91,4393.03,4393.03,4406.0,61.81353382,21.682465087553464
15min,2017-10-06 09:15:00,4396.64,4389.97,4389.0,4398.02,38.97275347,20.77800329558539
15min,2017-10-06 09:30:00,4395.74,4399.0,4389.36,4399.0,51.66477112,19.982431631615025
15min,2017-10-06 09:45:00,4397.93,4407.48,4394.39,4411.1,108.46806782,19.748686515071096
15min,2017-10-06 10:00:00,4410.17,4408.98,4400.62,4419.96,130.29110803,19.719494621137454
15min,2017-10-06 10:15:00,4408.99,4412.44,4391.13,4413.11,53.65160994,19.880959291056175
15min,2017-10-06 10:30:00,4409.13,4397.99,4397.0,4412.0,80.76888615,19.563747913123564
15min,2017-10-06 10:45:00,4401.97,4390.99,4390.0,4403.98,29.70147053,19.16490877647185
15min,2017-10-06 11:00:00,4390.98,4391.7,4382.0,4397.36,28.15071834,18.89312957815241
15min,2017-10-06 11:15:00,4391.43,4399.49,4385.83,4403.96,75.53651452,18.838620322570105
15min,2017-10-06 11:30:00,4396.18,4406.21,4395.34,4409.72,27.97006366,18.52014744238653
15min,2017-10-06 11:45:00,4406.63,4390.08,4390.0,4406.63,22.3239323,18.3851369107875
15min,2017-10-06 12:00:00,4390.08,4396.92,4390.0,4399.0,23.1758761,17.714769988588394
15min,2017-10-06 12:15:00,4397.94,4399.85,4392.23,4400.0,27.03871863,17.004429275117825
15min,2017-10-06 12:30:00,4399.97,4394.87,4390.31,4399.97,53.28464391,16.47982718403797
15min,2017-10-06 12:45:00,4397.9,4385.69,4382.0,4397.9,71.82422896,16.43841095660666
15min,2017-10-06 13:00:00,4385.68,4364.0,4356.05,4385.69,305.47862395,17.381381602563287
15min,2017-10-06 13:15:00,4364.0,4361.71,4358.27,4371.04,115.66341167,17.05199720238016
15min,2017-10-06 13:30:00,4361.72,4350.01,4335.66,4361.72,150.92515885,17.69542597363875
15min,2017-10-06 13:45:00,4350.01,4351.59,4347.1,4363.13,55.80225798,17.576466975521676
15min,2017-10-06 14:00:00,4350.0,4360.57,4343.34,4368.98,122.98734926,18.15243362012723
15min,2017-10-06 14:15:00,4365.51,4376.93,4355.87,4377.83,126.88573925,18.424402647261
15min,2017-10-06 14:30:00,4376.93,4380.16,4375.53,4393.0,225.9459857,18.356231029599517
15min,2017-10-06 14:45:00,4383.67,4383.08,4370.64,4389.0,48.01509113,18.35650024177096
15min,2017-10-06 15:00:00,4380.0,4384.02,4380.0,4389.0,53.38064203,17.688178795930178
15min,2017-10-06 15:15:00,4384.02,4381.79,4376.04,4387.25,29.71780655,17.225451739078025
15min,2017-10-06 15:30:00,4378.02,4383.65,4377.38,4389.8,48.91678217,16.882205186286743
15min,2017-10-06 15:45:00,4383.65,4376.72,4371.59,4383.66,36.98098844,16.5384762444091
15min,2017-10-06 16:00:00,4371.61,4374.92,4370.0,4376.85,25.96635555,15.846442226951334
15min,2017-10-06 16:15:00,4374.91,4372.57,4368.06,4381.77,77.13125362,15.693839210740526
15min,2017-10-06 16:30:00,4372.61,4369.78,4312.82,4380.46,380.88227456,19.404279267116227
15min,2017-10-06 16:45:00,4370.36,4377.66,4368.48,4377.83,93.75860185,18.686116462322236
15min,2017-10-06 17:00:00,4377.83,4385.52,4374.99,4386.29,60.3062898,18.15853671501352
15min,2017-10-06 17:15:00,4385.49,4390.12,4381.54,4393.0,25.53460308,17.68006980679827
15min,2017-10-06 17:30:00,4390.13,4338.45,4334.38,4393.05,415.10521381,20.607921963455542
15min,2017-10-06 17:45:00,4341.22,4342.03,4336.09,4360.97,86.52719715,20.913070394637295
15min,2017-10-06 18:00:00,4342.02,4332.98,4330.62,4355.09,143.20009055000003,21.16713679502036
15min,2017-10-06 18:15:00,4333.0,4343.59,4320.0,4343.59,277.82956629,21.340198452518916
15min,2017-10-06 18:30:00,4343.59,4338.99,4329.0,4346.79,156.94304475,21.08661284876756
15min,2017-10-06 18:45:00,4339.0,4334.0,4332.92,4347.35,113.99415362,20.611140502427045
15min,2017-10-06 19:00:00,4334.0,4328.28,4323.08,4334.0,34.33328832,19.918916180825118
15min,2017-10-06 19:15:00,4328.27,4317.45,4298.01,4328.27,393.79836387,20.658279310766147
15min,2017-10-06 19:30:00,4317.34,4329.46,4305.53,4332.66,37.98879972,21.12054507428286
15min,2017-10-06 19:45:00,4329.46,4338.01,4325.3,4342.24,93.22248518,20.821934711834054
15min,2017-10-06 20:00:00,4338.0,4345.0,4330.0,4348.74,106.73359322,20.67322508956018
15min,2017-10-06 20:15:00,4345.88,4335.25,4322.27,4345.88,23.85429144,20.882994726020144
15min,2017-10-06 20:30:00,4335.25,4342.44,4333.62,4352.0,73.98958098,20.704209388447282
15min,2017-10-06 20:45:00,4345.87,4336.33,4330.02,4346.0,42.89748776,20.366765860701015
15min,2017-10-06 21:00:00,4330.03,4337.73,4321.82,4338.0,30.12459818,20.06771115636525
15min,2017-10-06 21:15:00,4337.99,4336.53,4335.04,4350.14,25.98152418,19.71287464519633
15min,2017-10-06 21:30:00,4343.06,4339.0,4334.67,4344.73,22.24693559,19.02338359911084
15min,2017-10-06 21:45:00,4342.2,4336.26,4335.51,4342.2,17.72301845,18.14242762774575
15min,2017-10-06 22:00:00,4337.81,4335.01,4335.0,4339.0,21.4819996,17.132254225763912
15min,2017-10-06 22:15:00,4335.0,4340.0,4334.0,4344.43,12.69490714,16.65352178106651
15min,2017-10-06 22:30:00,4340.14,4342.01,4340.14,4349.0,17.96342121,16.10684165384747
15min,2017-10-06 22:45:00,4342.01,4348.88,4338.52,4349.0,13.19325155,15.704924392858334
15min,2017-10-06 23:00:00,4348.88,4359.0,4348.88,4359.0,92.20581662,15.306001221939875
15min,2017-10-06 23:15:00,4359.0,4370.0,4359.0,4370.0,52.07521863,14.998429706087027
15min,2017-10-06 23:30:00,4369.01,4359.01,4359.0,4375.0,44.57893491,15.069970441366525
15min,2017-10-06 23:45:00,4360.08,4362.95,4356.06,4366.72,9.62265092,14.754972552697478
1D,2017-10-06 00:00:00,4301.09,4362.95,4278.4,4425.0,8377.30164962,24.17247451321911
1H,2017-10-06 00:00:00,4301.09,4317.0,4278.4,4325.0,325.37202357,28.485154905132045
1H,2017-10-06 01:00:00,4324.99,4324.0,4308.03,4334.38,171.74205138,28.332643840479783
1H,2017-10-06 02:00:00,4323.8,4311.45,4310.6,4329.99,78.68047584,27.69388356615976
1H,2017-10-06 03:00:00,4310.87,4320.0,4310.87,4328.95,113.32840037,27.007177597148342
1H,2017-10-06 04:00:00,4320.0,4324.0,4305.05,4325.03,159.09482899,26.505236340209144
1H,2017-10-06 05:00:00,4324.0,4395.0,4313.08,4395.0,590.39871466,30.463433744479925
1H,2017-10-06 06:00:00,4390.02,4400.77,4362.45,4417.0,710.5651289699999,32.18390276273137
1H,2017-10-06 07:00:00,4400.71,4403.3,4383.52,4425.0,761.53035205,32.847909708250526
1H,2017-10-06 08:00:00,4403.48,4400.99,4382.16,4413.06,237.36412741,32.70877330051839
1H,2017-10-06 09:00:00,4404.91,4407.48,4389.0,4411.1,260.91912623,31.951003779052815
1H,2017-10-06 10:00:00,4410.17,4390.99,4390.0,4419.96,294.41307465,31.80878922340619
1H,2017-10-06 11:00:00,4390.98,4390.08,4382.0,4409.72,153.98122882,31.516732850305768
1H,2017-10-06 12:00:00,4390.08,4385.69,4382.0,4400.0,175.3234676,30.551251932426787
1H,2017-10-06 13:00:00,4385.68,4351.59,4335.66,4385.69,627.86945245,31.942591080110567
1H,2017-10-06 14:00:00,4350.0,4383.08,4343.34,4393.0,523.83416534,33.20812028867409
1H,2017-10-06 15:00:00,4380.0,4376.72,4371.59,4389.8,168.99621919,32.13682598234023
1H,2017-10-06 16:00:00,4371.61,4377.66,4312.82,4381.77,577.73848558,34.76633841217312
1H,2017-10-06 17:00:00,4377.83,4342.03,4334.38,4393.05,587.47330384,36.473742811303616
1H,2017-10-06 18:00:00,4342.02,4334.0,4320.0,4355.09,691.9668552100001,36.37490403906765
1H,2017-10-06 19:00:00,4334.0,4338.01,4298.01,4342.24,559.34293709,36.93598232199137
1H,2017-10-06 20:00:00,4338.0,4336.33,4322.27,4352.0,247.4749534,36.42126929899195
1H,2017-10-06 21:00:00,4330.03,4336.26,4321.82,4350.14,96.0760764,35.84260720620686
1H,2017-10-06 22:00:00,4337.81,4348.88,4334.0,4349.0,65.3335795,34.35384954862065
1H,2017-10-06 23:00:00,4348.88,4362.95,4348.88,4375.0,198.48262108,33.765717438004884
1W,2017-10-08 00:00:00,4301.09,4362.95,4278.4,4425.0,8377.30164962,41.82530904957599
1min,2017-10-06 00:00:00,4301.09,4309.15,4301.0,4309.2,2.75655547,43.262786974606264
1min,2017-10-06 00:01:00,4303.63,4308.94,4303.63,4308.94,0.10296185,40.56687361927721
1min,2017-10-06 00:02:00,4308.91,4308.82,4308.82,4309.41,2.61744162,37.711382646471705
1min,2017-10-06 00:03:00,4309.99,4309.99,4309.99,4309.99,0.09432833,35.10128388600945
1min,2017-10-06 00:04:00,4305.61,4309.99,4305.61,4309.99,0.44621845,32.90690646558021
1min,2017-10-06 00:05:00,4312.81,4312.81,4312.81,4312.81,0.023,30.757841718038808
1min,2017-10-06 00:06:00,4311.92,4312.87,4311.92,4312.87,0.68619031,28.628710166750306
1min,2017-10-06 00:07:00,4312.65,4312.57,4312.57,4312.65,0.80240249,26.605230869125297
1min,2017-10-06 00:08:00,4312.52,4312.6,4312.52,4312.69,0.14065331,24.717000092759147
1min,2017-10-06 00:09:00,4312.6,4312.6,4312.6,4312.6,0.0,22.951500086133496
1min,2017-10-06 00:10:00,4312.6,4312.6,4312.6,4312.6,0.0,21.312107222838247
1min,2017-10-06 00:11:00,4313.1,4313.1,4313.1,4313.1,0.05319144,19.825528135492657
1min,2017-10-06 00:12:00,4313.33,4313.33,4313.33,4313.33,0.013,18.425847554386007
1min,2017-10-06 00:13:00,4313.08,4313.5,4313.08,4313.5,1.47019244,17.139715586215583
1min,2017-10-06 00:14:00,4313.5,4313.5,4313.5,4313.5,0.0327032,15.915450187200184
1min,2017-10-06 00:15:00,4313.5,4313.5,4313.5,4313.5,0.12217529,14.778632316685885
1min,2017-10-06 00:16:00,4313.24,4313.5,4313.24,4313.5,0.04390233,13.741587151208337
1min,2017-10-06 00:17:00,4313.5,4313.5,4313.5,4313.5,0.002,12.760045211836314
1min,2017-10-06 00:18:00,4313.4,4313.08,4313.08,4315.0,0.74773124,11.985756268133725
1min,2017-10-06 00:19:00,4308.0,4302.69,4302.69,4308.0,4.7982577,11.871773677552769
1min,2017-10-06 00:20:00,4312.5,4312.5,4312.5,4312.5,0.055678,11.724504129156172
1min,2017-10-06 00:21:00,4302.69,4294.28,4294.28,4310.55,7.35066274,12.188468119930748
1min,2017-10-06 00:22:00,4308.19,4303.18,4303.17,4308.19,0.07130277,12.311434682792827
1min,2017-10-06 00:23:00,4303.2,4309.33,4303.2,4311.81,0.99437062,12.048475062593345
1min,2017-10-06 00:24:00,4309.53,4308.93,4308.93,4309.53,0.5955104,11.230726843836639
1min,2017-10-06 00:25:00,4309.69,4309.66,4309.66,4311.57,2.75645108,10.617103497848266
1min,2017-10-06 00:26:00,4302.29,4302.0,4302.0,4302.29,0.06753618,10.405881819430522
1min,2017-10-06 00:27:00,4306.03,4306.03,4306.03,4306.03,0.00118316,9.950461689471181
1min,2017-10-06 00:28:00,4305.84,4302.0,4302.0,4305.84,0.31938107,9.52757156879465
1min,2017-10-06 00:29:00,4300.82,4280.0,4280.0,4300.82,108.8324383,10.418459313880748
1min,2017-10-06 00:30:00,4280.0,4296.52,4278.4,4297.0,74.06927855,11.002855077175004
1min,2017-10-06 00:31:00,4291.0,4281.01,4281.01,4291.0,1.92853884,11.324794000233949
1min,2017-10-06 00:32:00,4290.94,4291.0,4290.92,4291.0,2.64199797,11.229451571645795
1min,2017-10-06 00:33:00,4282.51,4293.62,4282.51,4293.62,2.20841406,11.220919316528214
1min,2017-10-06 00:34:00,4298.7,4296.94,4293.65,4298.7,2.51314049,10.78228222249048
1min,2017-10-06 00:35:00,4293.67,4296.85,4293.67,4296.85,0.25627345,10.245690635169698
1min,2017-10-06 00:36:00,4293.93,4296.47,4293.75,4296.47,0.64670853,9.735284161229032
1min,2017-10-06 00:37:00,4297.79,4297.79,4297.79,4297.79,0.0486,9.134192435426938
1min,2017-10-06 00:38:00,4300.34,4300.34,4300.34,4300.34,0.54509961,8.663892975753598
1min,2017-10-06 00:39:00,4293.82,4293.82,4293.82,4293.82,1.625152,8.5107577631998
1min,2017-10-06 00:40:00,4302.47,4306.03,4302.47,4306.03,4.03459324,8.774989351542674
1min,2017-10-06 00:41:00,4304.74,4302.47,4302.47,4306.03,5.14357868,8.402490112146733
1min,2017-10-06 00:42:00,4306.01,4309.91,4306.0,4309.91,4.18122698,8.333740818421939
1min,2017-10-06 00:43:00,4306.11,4309.95,4305.37,4309.95,2.74436316,8.065616474248937
1min,2017-10-06 00:44:00,4310.0,4311.33,4309.98,4311.33,3.67966995,7.588072440374021
1min,2017-10-06 00:45:00,4312.34,4312.1,4311.33,4313.0,51.50585611,7.16535298034731
1min,2017-10-06 00:46:00,4311.37,4301.15,4301.15,4311.37,6.83200004,7.435684910322554
1min,2017-10-06 00:47:00,4301.15,4301.15,4301.15,4301.15,0.0,6.904564559585229
1min,2017-10-06 00:48:00,4303.17,4312.45,4302.4,4312.45,1.71785389,7.218524233900583
1min,2017-10-06 00:49:00,4312.52,4314.7,4308.14,4314.7,0.7977541,7.171486788621934
1min,2017-10-06 00:50:00,4314.38,4314.41,4306.36,4314.41,0.24798697,7.254952018006092
1min,2017-10-06 00:51:00,4315.49,4316.83,4310.11,4316.83,0.82210533,7.216741159577103
1min,2017-10-06 00:52:00,4310.3,4318.51,4310.3,4318.51,0.60169403,7.287688219607313
1min,2017-10-06 00:53:00,4318.52,4318.77,4318.52,4318.77,0.03638923,6.7857104896353775
1min,2017-10-06 00:54:00,4318.67,4318.67,4318.67,4318.67,0.00677119,6.308159740375734
1min,2017-10-06 00:55:00,4318.67,4318.67,4318.67,4318.67,0.0,5.857576901777468
1min,2017-10-06 00:56:00,4318.6,4318.3,4312.19,4318.77,0.25616967,5.909178551650565
1min,2017-10-06 00:57:00,4321.78,4325.0,4318.34,4325.0,14.07447783,5.965665797961226
1min,2017-10-06 00:58:00,4317.38,4313.38,4313.38,4324.98,5.64779405,6.369546812392559
1min,2017-10-06 00:59:00,4324.98,4317.0,4316.99,4324.98,0.56111583,6.743150611507337
1min,2017-10-06 01:00:00,4324.99,4317.77,4317.72,4325.0,0.46516825,6.832925567828242
1min,2017-10-06 01:01:00,4319.8,4319.8,4319.8,4319.8,0.0136076,6.4898594558404925
1min,2017-10-06 01:02:00,4319.8,4319.8,4319.8,4319.8,0.04727905,6.0262980661376
1min,2017-10-06 01:03:00,4319.8,4325.0,4319.8,4325.0,0.7074829,5.967276775699188
1min,2017-10-06 01:04:00,4325.0,4334.35,4325.0,4334.35,8.34060076,6.208899863149272
1min,2017-10-06 01:05:00,4333.25,4333.06,4325.85,4333.82,1.17852482,6.372549872924324
1min,2017-10-06 01:06:00,4332.43,4328.02,4328.02,4332.43,5.88674551,6.277367739144013
