date,open,close,low,high,volume,strength,effective_time
2017-10-06 00:03:00,4309.99,4309.99,4309.99,4309.99,0.09432833,0 days 00:02:00,1min
2017-10-06 00:06:00,4311.92,4312.87,4311.92,4312.87,0.68619031,0 days 00:05:00,1min
2017-10-06 00:08:00,4312.52,4312.6,4312.52,4312.69,0.14065331,0 days 00:02:00,1min
2017-10-06 00:13:00,4313.08,4313.5,4313.08,4313.5,1.47019244,0 days 00:05:00,1min
2017-10-06 00:18:00,4313.4,4313.08,4313.08,4315.0,0.74773124,0 days 00:18:00,15min
2017-10-06 00:20:00,4312.5,4312.5,4312.5,4312.5,0.055678,0 days 00:02:00,1min
2017-10-06 00:23:00,4303.2,4309.33,4303.2,4311.81,0.99437062,0 days 00:03:00,1min
2017-10-06 00:25:00,4309.69,4309.66,4309.66,4311.57,2.75645108,0 days 00:02:00,1min
2017-10-06 00:27:00,4306.03,4306.03,4306.03,4306.03,0.00118316,0 days 00:02:00,1min
2017-10-06 00:34:00,4298.7,4296.94,4293.65,4298.7,2.51314049,0 days 00:04:00,1min
2017-10-06 00:38:00,4300.34,4300.34,4300.34,4300.34,0.54509961,0 days 00:02:00,1min
2017-10-06 00:40:00,4302.47,4306.03,4302.47,4306.03,4.03459324,0 days 00:02:00,1min
2017-10-06 00:45:00,4312.34,4312.1,4311.33,4313.0,51.50585611,0 days 00:04:00,1min
2017-10-06 00:49:00,4312.52,4314.7,4308.14,4314.7,0.7977541,0 days 00:02:00,1min
2017-10-06 00:53:00,4318.52,4318.77,4318.52,4318.77,0.03638923,0 days 00:04:00,1min
2017-10-06 00:57:00,4321.78,4325.0,4318.34,4325.0,14.07447783,0 days 00:07:00,5min
2017-10-06 01:00:00,4324.99,4317.77,4317.72,4325.0,0.46516825,0 days 00:04:00,1min
2017-10-06 01:04:00,4325.0,4334.35,4325.0,4334.35,8.34060076,0 days 00:11:00,5min
2017-10-06 01:09:00,4332.43,4326.49,4326.49,4332.43,0.09654477,0 days 00:04:00,1min
2017-10-06 01:13:00,4333.05,4330.57,4330.57,4333.05,1.92622658,0 days 00:02:00,1min
2017-10-06 01:15:00,4332.0,4330.85,4330.85,4334.38,37.87336226,0 days 01:15:00,1H
2017-10-06 01:17:00,4331.08,4334.38,4330.89,4334.38,1.21494608,0 days 01:17:00,1H
2017-10-06 01:22:00,4334.18,4333.02,4333.01,4334.18,0.49490524,0 days 00:05:00,1min
2017-10-06 01:26:00,4331.8,4331.81,4331.8,4331.81,0.18054747,0 days 00:03:00,1min
2017-10-06 01:33:00,4334.36,4334.36,4334.36,4334.36,1.0,0 days 00:16:00,15min
2017-10-06 01:36:00,4325.01,4329.99,4325.01,4329.99,2.16577116,0 days 00:02:00,1min
2017-10-06 01:40:00,4325.01,4329.99,4325.0,4329.99,0.65427375,0 days 00:06:00,5min
2017-10-06 01:49:00,4322.8,4318.98,4318.98,4323.98,0.41281448,0 days 00:03:00,1min
2017-10-06 01:52:00,4322.83,4320.68,4320.68,4322.83,0.03347784,0 days 00:02:00,1min
2017-10-06 01:55:00,4320.75,4320.75,4320.75,4320.75,0.10700519,0 days 00:02:00,1min
2017-10-06 01:58:00,4324.78,4324.67,4324.67,4324.78,0.05168862,0 days 00:02:00,1min
2017-10-06 02:01:00,4327.33,4329.51,4327.33,4329.99,5.36998187,0 days 00:27:00,15min
2017-10-06 02:05:00,4325.35,4325.67,4325.35,4329.99,0.891368,0 days 00:31:00,15min
2017-10-06 02:09:00,4329.95,4325.16,4325.16,4329.98,0.04318156,0 days 00:04:00,1min
2017-10-06 02:13:00,4322.99,4322.99,4321.01,4323.0,1.02074327,0 days 00:03:00,1min
2017-10-06 02:16:00,4324.54,4328.63,4324.54,4328.63,0.6304,0 days 00:03:00,1min
2017-10-06 02:19:00,4329.38,4324.31,4324.21,4329.38,5.0,0 days 00:03:00,1min
2017-10-06 02:22:00,4329.65,4329.65,4329.65,4329.65,0.02340963,0 days 00:13:00,5min
2017-10-06 02:27:00,4322.5,4323.33,4321.1,4323.33,2.22825609,0 days 00:04:00,1min
2017-10-06 02:31:00,4321.71,4322.67,4321.71,4326.05,2.42102395,0 days 00:08:00,5min
2017-10-06 02:34:00,4322.8,4322.86,4322.8,4323.0,0.25440354,0 days 00:02:00,1min
2017-10-06 02:38:00,4321.95,4322.0,4321.95,4322.0,1.5,0 days 00:02:00,1min
2017-10-06 02:42:00,4316.76,4316.73,4316.73,4318.06,0.53883085,0 days 00:03:00,1min
2017-10-06 02:45:00,4318.06,4314.19,4314.19,4322.77,2.25080798,0 days 00:09:00,5min
2017-10-06 02:48:00,4322.59,4322.59,4322.59,4322.59,1.23003154,0 days 00:03:00,1min
2017-10-06 02:57:00,4323.0,4323.0,4323.0,4323.0,0.11345594,0 days 00:25:00,15min
2017-10-06 03:03:00,4318.58,4316.8,4316.8,4318.6,5.68319087,0 days 00:05:00,1min
2017-10-06 03:05:00,4315.01,4315.04,4315.01,4316.8,7.04085502,0 days 00:02:00,1min
2017-10-06 03:09:00,4317.12,4322.79,4317.12,4322.79,0.93090608,0 days 00:09:00,5min
2017-10-06 03:13:00,4322.35,4320.55,4320.55,4322.35,0.00749293,0 days 00:03:00,1min
2017-10-06 03:16:00,4320.52,4318.05,4318.05,4320.52,0.08534297,0 days 00:02:00,1min
2017-10-06 03:18:00,4323.0,4323.0,4322.99,4323.0,1.38392254,0 days 00:24:00,15min
2017-10-06 03:25:00,4322.99,4318.74,4318.74,4322.99,1.046641,0 days 00:02:00,1min
2017-10-06 03:27:00,4318.77,4323.0,4318.77,4323.0,0.23308036,0 days 00:15:00,5min
2017-10-06 03:32:00,4322.99,4318.53,4318.53,4322.99,0.24567821,0 days 00:02:00,1min
2017-10-06 03:36:00,4318.47,4318.37,4318.35,4323.0,6.03597976,0 days 00:06:00,5min
2017-10-06 03:40:00,4319.71,4322.03,4316.61,4323.0,1.55635057,0 days 00:02:00,1min
2017-10-06 03:44:00,4327.19,4323.1,4323.1,4328.95,12.96281537,0 days 01:21:00,1H
2017-10-06 03:53:00,4320.01,4320.01,4320.0,4320.01,0.28,0 days 00:02:00,1min
2017-10-06 03:55:00,4320.0,4320.0,4320.0,4322.42,0.72873717,0 days 00:03:00,1min
2017-10-06 03:58:00,4322.14,4320.0,4320.0,4322.69,3.38257695,0 days 00:09:00,5min
2017-10-06 04:00:00,4320.0,4322.55,4320.0,4322.57,3.97820731,0 days 00:02:00,1min
2017-10-06 04:04:00,4315.93,4316.71,4315.92,4322.48,7.69272451,0 days 00:03:00,1min
2017-10-06 04:06:00,4320.61,4320.61,4320.61,4320.61,0.03798161,0 days 00:02:00,1min
2017-10-06 04:14:00,4310.51,4312.2,4310.51,4312.2,10.010065,0 days 00:02:00,1min
2017-10-06 04:17:00,4319.23,4312.26,4312.26,4319.24,1.014012,0 days 00:11:00,5min
2017-10-06 04:20:00,4315.58,4315.58,4315.58,4315.58,0.00793077,0 days 00:03:00,1min
2017-10-06 04:29:00,4317.54,4317.54,4317.54,4317.54,0.21486309,0 days 00:11:00,5min
2017-10-06 04:31:00,4316.2,4316.21,4316.2,4316.21,0.21492734,0 days 00:02:00,1min
2017-10-06 04:40:00,4314.12,4309.08,4309.08,4318.45,0.59238828,0 days 00:10:00,5min
2017-10-06 04:46:00,4314.22,4313.7,4313.7,4316.38,0.23473292,0 days 00:02:00,1min
2017-10-06 04:50:00,4317.2,4324.2,4317.2,4325.0,7.7949928,0 days 00:02:00,1min
2017-10-06 04:52:00,4325.02,4325.03,4324.57,4325.03,0.61559715,0 days 00:39:00,15min
2017-10-06 04:57:00,4323.26,4324.0,4323.26,4324.0,4.5742,0 days 00:04:00,1min
2017-10-06 05:02:00,4319.37,4324.91,4319.37,4324.91,1.25757098,0 days 00:02:00,1min
2017-10-06 05:04:00,4325.0,4325.0,4324.26,4325.0,0.48882289,0 days 00:12:00,5min
2017-10-06 05:06:00,4324.92,4324.54,4324.54,4324.92,2.05492864,0 days 00:02:00,1min
2017-10-06 05:13:00,4320.95,4320.0,4320.0,4322.47,3.6085329,0 days 00:03:00,1min
2017-10-06 05:16:00,4319.47,4319.64,4319.47,4323.59,0.56151866,0 days 00:09:00,5min
2017-10-06 05:23:00,4320.0,4320.0,4320.0,4320.0,0.09243938,0 days 00:03:00,1min
2017-10-06 05:26:00,4319.99,4319.03,4319.03,4320.53,0.71747117,0 days 00:02:00,1min
2017-10-06 05:36:00,4347.29,4346.78,4346.78,4347.99,5.85924902,0 days 00:03:00,1min
2017-10-06 05:40:00,4350.0,4350.01,4350.0,4355.0,5.99698583,0 days 00:06:00,5min
2017-10-06 05:46:00,4354.65,4356.05,4351.74,4356.05,16.19687313,0 days 00:02:00,1min
2017-10-06 05:52:00,4367.85,4377.83,4367.85,4377.83,94.73850083,0 days 00:04:00,1min
2017-10-06 05:59:00,4385.44,4395.0,4385.44,4395.0,25.12390999,0 days 00:40:00,15min
