,cash,fund_shares,fund_value,BTCUSDT_value,BTCUSDT_position_size,BTCUSDT_position_price,BTCUSDT_position_price_orig,BTCUSDT_position_upclosed,BTCUSDT_position_upopened,BTCUSDT_position_adjbase,BTCUSDT_position_updt
2023-11-11 04:40:00+00:00,100000.0,5000000.0,0.02,100000.0,0.0,0.0,0.0,0.0,0.0,,
2023-11-11 04:40:00+00:00,100000.0,5000000.0,0.02,100000.0,0.0,0.0,0.0,0.0,0.0,,
2023-11-11 04:40:00+00:00,100000.0,5000000.0,0.02,100000.0,0.0,0.0,0.0,0.0,0.0,,
2023-11-11 04:40:00+00:00,100000.0,5000000.0,0.02,100000.0,0.0,0.0,0.0,0.0,0.0,,
2023-11-11 04:40:00+00:00,100000.0,5000000.0,0.02,100000.0,0.0,0.0,0.0,0.0,0.0,,
2023-11-11 04:40:00+00:00,100000.0,5000000.0,0.02,100000.0,0.0,0.0,0.0,0.0,0.0,,
2023-11-11 05:24:00+00:00,93312.68734801318,5000000.0,0.020000425260575796,100002.12630287898,0.18019515923600027,37111.5,0.0,0.0,0.18019515923600027,,
2023-11-11 06:04:00+00:00,99991.00826155412,5000000.0,0.019998201652310824,99991.00826155412,0.0,0.0,37111.5,-0.18019515923600027,0.0,,
2023-11-11 06:04:00+00:00,99991.00826155412,5000000.0,0.019998201652310824,99991.00826155412,0.0,0.0,37111.5,-0.18019515923600027,0.0,,
2023-11-11 11:24:00+00:00,99991.00826155412,5000000.0,0.019998201652310824,99991.00826155412,0.0,0.0,37111.5,-0.18019515923600027,0.0,,
2023-11-11 11:24:00+00:00,99991.00826155412,5000000.0,0.019998201652310824,99991.00826155412,0.0,0.0,37111.5,-0.18019515923600027,0.0,,
2023-11-11 11:24:00+00:00,99991.00826155412,5000000.0,0.019998201652310824,99991.00826155412,0.0,0.0,37111.5,-0.18019515923600027,0.0,,
2023-11-11 11:24:00+00:00,99991.00826155412,5000000.0,0.019998201652310824,99991.00826155412,0.0,0.0,37111.5,-0.18019515923600027,0.0,,
2023-11-11 11:24:00+00:00,99991.00826155412,5000000.0,0.019998201652310824,99991.00826155412,0.0,0.0,37111.5,-0.18019515923600027,0.0,,
2023-11-11 11:24:00+00:00,99991.00826155412,5000000.0,0.019998201652310824,99991.00826155412,0.0,0.0,37111.5,-0.18019515923600027,0.0,,
2023-11-11 12:17:00+00:00,87957.05522480671,5000000.0,0.01999892311232502,99994.61556162509,0.32498198837544584,37029.6,0.0,0.0,0.32498198837544584,,
2023-11-11 13:36:00+00:00,100035.20581197318,5000000.0,0.020007041162394636,100035.20581197318,0.0,0.0,37029.6,-0.32498198837544584,0.0,,
2023-11-11 13:36:00+00:00,100035.20581197318,5000000.0,0.020007041162394636,100035.20581197318,0.0,0.0,37029.6,-0.32498198837544584,0.0,,
2023-11-11 13:37:00+00:00,100035.20581197318,5000000.0,0.020007041162394636,100035.20581197318,0.0,0.0,37029.6,-0.32498198837544584,0.0,,
2023-11-11 13:37:00+00:00,100035.20581197318,5000000.0,0.020007041162394636,100035.20581197318,0.0,0.0,37029.6,-0.32498198837544584,0.0,,
2023-11-11 13:37:00+00:00,100035.20581197318,5000000.0,0.020007041162394636,100035.20581197318,0.0,0.0,37029.6,-0.32498198837544584,0.0,,
2023-11-11 13:37:00+00:00,100035.20581197318,5000000.0,0.020007041162394636,100035.20581197318,0.0,0.0,37029.6,-0.32498198837544584,0.0,,
2023-11-11 13:37:00+00:00,100035.20581197318,5000000.0,0.020007041162394636,100035.20581197318,0.0,0.0,37029.6,-0.32498198837544584,0.0,,
2023-11-11 13:37:00+00:00,100035.20581197318,5000000.0,0.020007041162394636,100035.20581197318,0.0,0.0,37029.6,-0.32498198837544584,0.0,,
2023-11-11 15:46:00+00:00,90755.67585457167,5000000.0,0.02000701662164452,100035.08310822259,0.2500581328963572,37109.49070089892,0.0,0.0,0.2500581328963572,,
2023-11-11 15:53:00+00:00,100025.20581197318,5000000.0,0.020005041162394637,100025.20581197318,0.0,0.0,37109.49070089892,-0.2500581328963572,0.0,,
2023-11-11 15:53:00+00:00,100025.20581197318,5000000.0,0.020005041162394637,100025.20581197318,0.0,0.0,37109.49070089892,-0.2500581328963572,0.0,,
2023-11-11 15:54:00+00:00,118727.6319906236,5000000.0,0.02000154741820382,100007.7370910191,-0.5051771476114462,37021.52060337312,37056.00461354013,0.0,-0.32498198837544584,,
2023-11-11 15:54:00+00:00,118727.6319906236,5000000.0,0.02000154741820382,100007.7370910191,-0.5051771476114462,37021.52060337312,37056.00461354013,0.0,-0.32498198837544584,,
2023-11-11 15:54:00+00:00,118727.6319906236,5000000.0,0.02000154741820382,100007.7370910191,-0.5051771476114462,37021.52060337312,37056.00461354013,0.0,-0.32498198837544584,,
2023-11-11 15:54:00+00:00,118727.6319906236,5000000.0,0.02000154741820382,100007.7370910191,-0.5051771476114462,37021.52060337312,37056.00461354013,0.0,-0.32498198837544584,,
2023-11-11 15:54:00+00:00,118727.6319906236,5000000.0,0.02000154741820382,100007.7370910191,-0.5051771476114462,37021.52060337312,37056.00461354013,0.0,-0.32498198837544584,,
2023-11-11 15:54:00+00:00,118727.6319906236,5000000.0,0.02000154741820382,100007.7370910191,-0.5051771476114462,37021.52060337312,37056.00461354013,0.0,-0.32498198837544584,,
2023-11-11 15:54:00+00:00,118727.6319906236,5000000.0,0.02000154741820382,100007.7370910191,-0.5051771476114462,37021.52060337312,37056.00461354013,0.0,-0.32498198837544584,,
2023-11-11 15:54:00+00:00,118727.6319906236,5000000.0,0.02000154741820382,100007.7370910191,-0.5051771476114462,37021.52060337312,37056.00461354013,0.0,-0.32498198837544584,,
2023-11-11 15:54:00+00:00,118727.6319906236,5000000.0,0.02000154741820382,100007.7370910191,-0.5051771476114462,37021.52060337312,37056.00461354013,0.0,-0.32498198837544584,,
2023-11-11 15:54:00+00:00,118727.6319906236,5000000.0,0.02000154741820382,100007.7370910191,-0.5051771476114462,37021.52060337312,37056.00461354013,0.0,-0.32498198837544584,,
2023-11-11 15:54:00+00:00,118727.6319906236,5000000.0,0.02000154741820382,100007.7370910191,-0.5051771476114462,37021.52060337312,37056.00461354013,0.0,-0.32498198837544584,,
2023-11-11 15:54:00+00:00,118727.6319906236,5000000.0,0.02000154741820382,100007.7370910191,-0.5051771476114462,37021.52060337312,37056.00461354013,0.0,-0.32498198837544584,,
2023-11-11 15:54:00+00:00,118727.6319906236,5000000.0,0.02000154741820382,100007.7370910191,-0.5051771476114462,37021.52060337312,37056.00461354013,0.0,-0.32498198837544584,,
2023-11-11 15:54:00+00:00,118727.6319906236,5000000.0,0.02000154741820382,100007.7370910191,-0.5051771476114462,37021.52060337312,37056.00461354013,0.0,-0.32498198837544584,,
2023-11-11 15:54:00+00:00,118727.6319906236,5000000.0,0.02000154741820382,100007.7370910191,-0.5051771476114462,37021.52060337312,37056.00461354013,0.0,-0.32498198837544584,,
2023-11-11 15:54:00+00:00,118727.6319906236,5000000.0,0.02000154741820382,100007.7370910191,-0.5051771476114462,37021.52060337312,37056.00461354013,0.0,-0.32498198837544584,,
2023-11-11 15:54:00+00:00,118727.6319906236,5000000.0,0.02000154741820382,100007.7370910191,-0.5051771476114462,37021.52060337312,37056.00461354013,0.0,-0.32498198837544584,,
2023-11-11 15:54:00+00:00,118727.6319906236,5000000.0,0.02000154741820382,100007.7370910191,-0.5051771476114462,37021.52060337312,37056.00461354013,0.0,-0.32498198837544584,,
2023-11-11 15:54:00+00:00,118727.6319906236,5000000.0,0.02000154741820382,100007.7370910191,-0.5051771476114462,37021.52060337312,37056.00461354013,0.0,-0.32498198837544584,,
2023-11-11 15:54:00+00:00,118727.6319906236,5000000.0,0.02000154741820382,100007.7370910191,-0.5051771476114462,37021.52060337312,37056.00461354013,0.0,-0.32498198837544584,,
2023-11-11 15:54:00+00:00,118727.6319906236,5000000.0,0.02000154741820382,100007.7370910191,-0.5051771476114462,37021.52060337312,37056.00461354013,0.0,-0.32498198837544584,,
2023-11-11 15:54:00+00:00,118727.6319906236,5000000.0,0.02000154741820382,100007.7370910191,-0.5051771476114462,37021.52060337312,37056.00461354013,0.0,-0.32498198837544584,,
2023-11-11 15:54:00+00:00,118727.6319906236,5000000.0,0.02000154741820382,100007.7370910191,-0.5051771476114462,37021.52060337312,37056.00461354013,0.0,-0.32498198837544584,,
