timeframe,date,open,close,high,low,volume
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:06:00,29600.01,29593.16,29600.01,29593.15,6.18793
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:07:00,29593.15,29587.47,29593.16,29587.46,4.50819
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:08:00,29587.46,29587.46,29587.47,29587.46,2.19453
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:09:00,29587.47,29587.47,29587.47,29587.46,5.12903
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:10:00,29587.47,29587.47,29587.47,29587.46,2.56504
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:11:00,29587.46,29586.0,29587.47,29586.0,5.89539
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:12:00,29586.0,29586.69,29586.69,29586.0,32.5877
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:13:00,29586.68,29583.13,29586.69,29583.12,32.14094
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:14:00,29583.12,29571.99,29583.13,29570.71,13.37912
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
1min,2023-08-10 06:15:00,29571.99,29575.67,29575.67,29571.99,7.12928
