date,open,close,low,high,volume
12/24/2017 0:00,14619,14575.25,14568.41,14619,6.29881676
12/24/2017 0:01,14575.25,14575.25,14575.25,14600,6.19544196
12/24/2017 0:02,14598.91,14550,14540.01,14598.91,2.40548274
12/24/2017 0:03,14580,14560.01,14550.43,14580,0.59274506
12/24/2017 0:04,14560.01,14473.38,14473.38,14570.36,12.76618796
12/24/2017 0:05,14499.96,14314.97,14314.97,14500,36.96505193
12/24/2017 0:06,14372,14297.2,14262.96,14413.32,48.44492972
12/24/2017 0:07,14298,14050,13993.5,14300,359.4248338
12/24/2017 0:08,14040.65,14135.25,14014.88,14278.4,66.25101842
12/24/2017 0:09,14149.28,14150,14014.88,14150,30.82698517
12/24/2017 0:10,14149.95,14283.52,14126.74,14288.54,24.38807369
12/24/2017 0:11,14288.51,14240,14182.23,14288.51,10.91958754
12/24/2017 0:12,14240,14226.27,14198.85,14271.85,11.62583828
12/24/2017 0:13,14226.27,14242,14226.27,14289.85,37.14806373
12/24/2017 0:14,14242,14274.89,14170.52,14274.95,11.610231
12/24/2017 0:15,14208.03,14301.61,14208.03,14329.98,26.59819264
12/24/2017 0:16,14301.61,14365.81,14281.48,14365.81,84.2342783
12/24/2017 0:17,14350,14386.91,14309.82,14401.72,14.88004861
12/24/2017 0:18,14386.91,14349.45,14289.48,14400,10.19973214
12/24/2017 0:19,14399.96,14401.69,14334.05,14401.69,4.08138027
12/24/2017 0:20,14358.94,14356.29,14320.22,14401.72,4.36475857
12/24/2017 0:21,14356.23,14399.99,14328.48,14400,5.70943632
12/24/2017 0:22,14399.99,14390,14357.7,14401.72,4.53198228
12/24/2017 0:23,14401.72,14400.99,14390,14401.72,8.1453726
12/24/2017 0:24,14400.99,14357.27,14351,14401,13.09408341
12/24/2017 0:25,14351,14299.56,14149.88,14351,33.32092852
12/24/2017 0:26,14299.54,14333.38,14260.26,14354.73,16.51240626
12/24/2017 0:27,14333.38,14349.48,14311.36,14399.97,13.09718605
12/24/2017 0:28,14349.36,14200,14177.71,14349.36,12.22930245
12/24/2017 0:29,14200,14297.64,14160,14361.36,25.35606421
12/24/2017 0:30,14226.17,14300,14226.17,14331.3,6.5826547
12/24/2017 0:31,14300,14330.04,14240.09,14350,12.53299173
12/24/2017 0:32,14347.09,14400,14274.47,14400,7.57736889
12/24/2017 0:33,14400.05,14410.42,14351.51,14500,41.56018079
12/24/2017 0:34,14459.81,14357.3,14357.3,14499.94,10.97513448
12/24/2017 0:35,14357.3,14500.03,14334.37,14500.03,9.62343726
12/24/2017 0:36,14502.02,14559.71,14500,14559.8,30.42818296
12/24/2017 0:37,14502.02,14502.02,14488.47,14561.15,4.62288354
12/24/2017 0:38,14488.47,14477.35,14450,14503.36,7.43652433
12/24/2017 0:39,14477.37,14520.46,14477.37,14533.32,9.80310413
12/24/2017 0:40,14533.29,14506.13,14481.95,14559.54,3.66636669
12/24/2017 0:41,14506.13,14488.9,14488.9,14533.69,5.85551327
12/24/2017 0:42,14478.5,14429.86,14376.68,14478.5,10.47872577
12/24/2017 0:43,14476.01,14406.2,14374.63,14476.13,0.7908394
12/24/2017 0:44,14429,14500,14429,14500,2.10731397
12/24/2017 0:45,14480.87,14481.62,14480.79,14481.62,1.53269668
12/24/2017 0:46,14481.61,14534.35,14450.26,14534.35,5.0323538
12/24/2017 0:47,14534.35,14527.52,14464.91,14534.35,0.17297007
12/24/2017 0:48,14536.08,14550.29,14536.08,14550.3,2.82153777
12/24/2017 0:49,14540,14582.64,14524.16,14582.64,8.41162346
12/24/2017 0:50,14582.64,14582.64,14560,14582.64,2.90793365
12/24/2017 0:51,14582.64,14582.6,14582.6,14601.72,9.56936291
12/24/2017 0:52,14582.6,14600,14557.06,14619.1,2.61747194
12/24/2017 0:53,14600,14593.03,14541.58,14618,0.64923018
12/24/2017 0:54,14589.07,14470.19,14470.19,14589.07,1.78181099
12/24/2017 0:55,14470.22,14464.18,14427.29,14567.8,10.63963118
12/24/2017 0:56,14520.01,14500,14474.59,14566.98,2.19617446
12/24/2017 0:57,14496.64,14500,14428,14500,4.99982599
12/24/2017 0:58,14500,14545.25,14452.27,14545.25,3.49479775
12/24/2017 0:59,14566.87,14531.52,14504.99,14567.07,2.33084152
12/24/2017 1:00,14513.59,14470.41,14470.41,14544.44,5.30875799
12/24/2017 1:01,14470.01,14400,14387.01,14470.4,8.41420372
12/24/2017 1:02,14400,14416.86,14366.38,14425.43,3.27886373
12/24/2017 1:03,14416.86,14421,14391.2,14421,2.66351278
12/24/2017 1:04,14421,14420,14350,14421,13.46159998
12/24/2017 1:05,14420,14420.96,14322.16,14421,2.95160027
12/24/2017 1:06,14420.98,14407.95,14321.38,14420.98,2.54122297
12/24/2017 1:07,14407.96,14357.1,14355.92,14420.95,3.22360872
12/24/2017 1:08,14418.99,14357.27,14315.32,14420.96,7.94537812
12/24/2017 1:09,14363.56,14364.75,14341.19,14400,3.48137837
12/24/2017 1:10,14399.99,14400,14329.38,14400,2.72944392
12/24/2017 1:11,14399.99,14399,14343.84,14400,5.68509307
12/24/2017 1:12,14371.49,14400,14353.02,14400,4.77097091
12/24/2017 1:13,14400,14400.05,14375.36,14420.9,9.9503276
12/24/2017 1:14,14400.03,14437,14376,14437,6.06622289
12/24/2017 1:15,14437,14488.88,14407.79,14488.88,4.09293639
12/24/2017 1:16,14488.88,14521.32,14402.32,14521.32,34.47631895
12/24/2017 1:17,14521.32,14532.13,14458,14557.38,27.4221357
12/24/2017 1:18,14532.13,14500.5,14499.95,14547.83,22.58246939
12/24/2017 1:19,14514.35,14505.69,14505.69,14514.35,0.34618199
12/24/2017 1:20,14505.69,14531.45,14477.33,14547.23,0.6301112
12/24/2017 1:21,14525.36,14550,14522.17,14550,2.73609643
12/24/2017 1:22,14550,14479.38,14479.38,14557.06,4.843947
12/24/2017 1:23,14493.25,14444,14411.63,14493.25,2.75299613
12/24/2017 1:24,14429.32,14431.51,14412.32,14450.92,5.37456527
12/24/2017 1:25,14431.51,14450.91,14391.53,14450.91,3.30501688
12/24/2017 1:26,14450.9,14350,14310.68,14451.96,6.3589847
12/24/2017 1:27,14350,14310,14302,14350,9.48985063
12/24/2017 1:28,14302,14187.58,14152.19,14303,77.37745573
12/24/2017 1:29,14187.58,14243.38,14187.55,14265.54,6.44859239
12/24/2017 1:30,14265.49,14259.98,14220.15,14265.49,5.41639781
12/24/2017 1:31,14265.49,14278.27,14187.7,14283.53,10.0553709
12/24/2017 1:32,14260,14227.47,14187.68,14260,5.950009
12/24/2017 1:33,14234.95,14187.58,14152.2,14237.93,7.1402618
12/24/2017 1:34,14152.21,14046.58,14046.58,14187.57,57.26092383
12/24/2017 1:35,14050.42,14067.46,14016.99,14143.29,15.79851375
12/24/2017 1:36,14128.45,14016.16,14016.16,14143.27,6.24477564
12/24/2017 1:37,14050.26,14120.89,14016.16,14143.25,3.89403861
