date,ref,info,triggered,status,size,valid,date_eos,plen,created_pclose,created_date,created_size,created_price,created_pricelimit,executed_size,executed_remsize,executed_price,executed_value,executed_comm,executed_pnl,executed_psize,executed_pprice,info_pprice,info_group_order_id,signal,info_custom_type,hidden,pannotated,executed_date
2024-01-07 13:13:00+00:00,1,"AutoOrderedDict([('pprice', 43895.26348947717), ('group_order_id', 1), ('signal', original_index          2024-01-07 13:12:00+00:00
end                     2024-01-17 20:00:00+00:00
base_asset_amount                             NaN
limit_price                          43895.263489
stop_loss                                 44032.9
take_profit                               43264.3
trigger_price                             43904.8
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2024-01-07 13:12:00+00:00, 2024-01-07 04:00:00+00:00, 1h, sell), dtype: object), ('signal_index', (Timestamp('2024-01-07 13:12:00+0000', tz='UTC'), Timestamp('2024-01-07 04:00:00+0000', tz='UTC'), '1h', 'sell')), ('custom_type', 'original_order')])",False,1,-0.07265514042759104,2024-01-17 20:00:00,2024-01-07 23:59:59.999989,793,44210.0,2024-01-07 13:12:00,-0.07265514042759104,43904.8,43904.8,0,-0.07265514042759104,0.0,0.0,0.0,0.0,0,0,43895.26348947717,1,Signal>01-07.13-12@01-07.04-00/1hT/17.20:00:StopLimitnan@43895.26SL44032.90TP43264.30TR43904.80,original_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001D0B2AE6F80>,,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001D0B2AE6F80>,,
broker:None,,
comminfo:None,,
position:0,,
created_exbits:deque([]),,
created_p1:0,,
created_p2:0,,
created_remsize:0,,
created_trailamount:None,,
created_trailpercent:None,,
created_value:0.0,,
created_comm:0.0,,
created_margin:None,,
created_pnl:0.0,,
created_psize:0,,
created_pprice:0,,
executed_pclose:0.0,,
executed_exbits:deque([]),,
executed_p1:0,,
executed_p2:0,,
executed_pricelimit:0.0,,
executed_trailamount:0.0,,
executed_trailpercent:0.0,,
executed_margin:None,,
info_signal_index:(Timestamp('2024-01-07 13:12:00+0000', tz='UTC'), Timestamp('2024-01-07 04:00:00+0000', tz='UTC'), '1h', 'sell'),",,
2024-01-07 13:13:00+00:00,2,"AutoOrderedDict([('pprice', 43895.26348947717), ('group_order_id', 1), ('signal', original_index          2024-01-07 13:12:00+00:00
end                     2024-01-17 20:00:00+00:00
base_asset_amount                             NaN
limit_price                          43895.263489
stop_loss                                 44032.9
take_profit                               43264.3
trigger_price                             43904.8
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2024-01-07 13:12:00+00:00, 2024-01-07 04:00:00+00:00, 1h, sell), dtype: object), ('signal_index', (Timestamp('2024-01-07 13:12:00+0000', tz='UTC'), Timestamp('2024-01-07 04:00:00+0000', tz='UTC'), '1h', 'sell')), ('custom_type', 'stop_order')])",False,1,,2024-01-17 20:00:00,2024-01-07 23:59:59.999989,793,44210.0,2024-01-07 13:12:00,0.07265514042759104,44032.9,44032.9,0,0.07265514042759104,0.0,0.0,0.0,0.0,0,0,43895.26348947717,1,Signal>01-07.13-12@01-07.04-00/1hT/17.20:00:StopLimitnan@43895.26SL44032.90TP43264.30TR43904.80,stop_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001D0B2B911B0>,,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001D0B2B911B0>,,
broker:None,,
comminfo:None,,
position:0,,
created_exbits:deque([]),,
created_p1:0,,
created_p2:0,,
created_remsize:0,,
created_trailamount:None,,
created_trailpercent:None,,
created_value:0.0,,
created_comm:0.0,,
created_margin:None,,
created_pnl:0.0,,
created_psize:0,,
created_pprice:0,,
executed_pclose:0.0,,
executed_exbits:deque([]),,
executed_p1:0,,
executed_p2:0,,
executed_pricelimit:0.0,,
executed_trailamount:0.0,,
executed_trailpercent:0.0,,
executed_margin:None,,
info_signal_index:(Timestamp('2024-01-07 13:12:00+0000', tz='UTC'), Timestamp('2024-01-07 04:00:00+0000', tz='UTC'), '1h', 'sell'),",,
2024-01-07 13:13:00+00:00,3,"AutoOrderedDict([('pprice', 43895.26348947717), ('group_order_id', 1), ('signal', original_index          2024-01-07 13:12:00+00:00
end                     2024-01-17 20:00:00+00:00
base_asset_amount                             NaN
limit_price                          43895.263489
stop_loss                                 44032.9
take_profit                               43264.3
trigger_price                             43904.8
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2024-01-07 13:12:00+00:00, 2024-01-07 04:00:00+00:00, 1h, sell), dtype: object), ('signal_index', (Timestamp('2024-01-07 13:12:00+0000', tz='UTC'), Timestamp('2024-01-07 04:00:00+0000', tz='UTC'), '1h', 'sell')), ('custom_type', 'profit')])",False,1,,2024-01-17 20:00:00,2024-01-07 23:59:59.999989,793,44210.0,2024-01-07 13:12:00,0.07265514042759104,43264.30000000001,43264.30000000001,0,0.07265514042759104,0.0,0.0,0.0,0.0,0,0,43895.26348947717,1,Signal>01-07.13-12@01-07.04-00/1hT/17.20:00:StopLimitnan@43895.26SL44032.90TP43264.30TR43904.80,profit,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001D0B2D24610>,,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001D0B2D24610>,,
broker:None,,
comminfo:None,,
position:0,,
created_exbits:deque([]),,
created_p1:0,,
created_p2:0,,
created_remsize:0,,
created_trailamount:None,,
created_trailpercent:None,,
created_value:0.0,,
created_comm:0.0,,
created_margin:None,,
created_pnl:0.0,,
created_psize:0,,
created_pprice:0,,
executed_pclose:0.0,,
executed_exbits:deque([]),,
executed_p1:0,,
executed_p2:0,,
executed_pricelimit:0.0,,
executed_trailamount:0.0,,
executed_trailpercent:0.0,,
executed_margin:None,,
info_signal_index:(Timestamp('2024-01-07 13:12:00+0000', tz='UTC'), Timestamp('2024-01-07 04:00:00+0000', tz='UTC'), '1h', 'sell'),",,
2024-01-07 13:13:00+00:00,1,"AutoOrderedDict([('pprice', 43895.26348947717), ('group_order_id', 1), ('signal', original_index          2024-01-07 13:12:00+00:00
end                     2024-01-17 20:00:00+00:00
base_asset_amount                             NaN
limit_price                          43895.263489
stop_loss                                 44032.9
take_profit                               43264.3
trigger_price                             43904.8
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2024-01-07 13:12:00+00:00, 2024-01-07 04:00:00+00:00, 1h, sell), dtype: object), ('signal_index', (Timestamp('2024-01-07 13:12:00+0000', tz='UTC'), Timestamp('2024-01-07 04:00:00+0000', tz='UTC'), '1h', 'sell')), ('custom_type', 'original_order')])",False,2,-0.07265514042759104,2024-01-17 20:00:00,2024-01-07 23:59:59.999989,794,44210.0,2024-01-07 13:12:00,-0.07265514042759104,43904.8,43904.8,0,-0.07265514042759104,0.0,0.0,0.0,0.0,0,0,43895.26348947717,1,Signal>01-07.13-12@01-07.04-00/1hT/17.20:00:StopLimitnan@43895.26SL44032.90TP43264.30TR43904.80,original_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001D0B2AE6F80>,,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001D0B2AE6F80>,,
broker:None,,
comminfo:None,,
position:0,,
created_exbits:deque([]),,
created_p1:0,,
created_p2:0,,
created_remsize:0,,
created_trailamount:None,,
created_trailpercent:None,,
created_value:0.0,,
created_comm:0.0,,
created_margin:None,,
created_pnl:0.0,,
created_psize:0,,
created_pprice:0,,
executed_pclose:0.0,,
executed_exbits:deque([]),,
executed_p1:0,,
executed_p2:0,,
executed_pricelimit:0.0,,
executed_trailamount:0.0,,
executed_trailpercent:0.0,,
executed_margin:None,,
info_signal_index:(Timestamp('2024-01-07 13:12:00+0000', tz='UTC'), Timestamp('2024-01-07 04:00:00+0000', tz='UTC'), '1h', 'sell'),",None,
2024-01-07 13:13:00+00:00,2,"AutoOrderedDict([('pprice', 43895.26348947717), ('group_order_id', 1), ('signal', original_index          2024-01-07 13:12:00+00:00
end                     2024-01-17 20:00:00+00:00
base_asset_amount                             NaN
limit_price                          43895.263489
stop_loss                                 44032.9
take_profit                               43264.3
trigger_price                             43904.8
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2024-01-07 13:12:00+00:00, 2024-01-07 04:00:00+00:00, 1h, sell), dtype: object), ('signal_index', (Timestamp('2024-01-07 13:12:00+0000', tz='UTC'), Timestamp('2024-01-07 04:00:00+0000', tz='UTC'), '1h', 'sell')), ('custom_type', 'stop_order')])",False,2,,2024-01-17 20:00:00,2024-01-07 23:59:59.999989,794,44210.0,2024-01-07 13:12:00,0.07265514042759104,44032.9,44032.9,0,0.07265514042759104,0.0,0.0,0.0,0.0,0,0,43895.26348947717,1,Signal>01-07.13-12@01-07.04-00/1hT/17.20:00:StopLimitnan@43895.26SL44032.90TP43264.30TR43904.80,stop_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001D0B2B911B0>,,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001D0B2B911B0>,,
broker:None,,
comminfo:None,,
position:0,,
created_exbits:deque([]),,
created_p1:0,,
created_p2:0,,
created_remsize:0,,
created_trailamount:None,,
created_trailpercent:None,,
created_value:0.0,,
created_comm:0.0,,
created_margin:None,,
created_pnl:0.0,,
created_psize:0,,
created_pprice:0,,
executed_pclose:0.0,,
executed_exbits:deque([]),,
executed_p1:0,,
executed_p2:0,,
executed_pricelimit:0.0,,
executed_trailamount:0.0,,
executed_trailpercent:0.0,,
executed_margin:None,,
info_signal_index:(Timestamp('2024-01-07 13:12:00+0000', tz='UTC'), Timestamp('2024-01-07 04:00:00+0000', tz='UTC'), '1h', 'sell'),",None,
2024-01-07 13:13:00+00:00,3,"AutoOrderedDict([('pprice', 43895.26348947717), ('group_order_id', 1), ('signal', original_index          2024-01-07 13:12:00+00:00
end                     2024-01-17 20:00:00+00:00
base_asset_amount                             NaN
limit_price                          43895.263489
stop_loss                                 44032.9
take_profit                               43264.3
trigger_price                             43904.8
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2024-01-07 13:12:00+00:00, 2024-01-07 04:00:00+00:00, 1h, sell), dtype: object), ('signal_index', (Timestamp('2024-01-07 13:12:00+0000', tz='UTC'), Timestamp('2024-01-07 04:00:00+0000', tz='UTC'), '1h', 'sell')), ('custom_type', 'profit')])",False,2,,2024-01-17 20:00:00,2024-01-07 23:59:59.999989,794,44210.0,2024-01-07 13:12:00,0.07265514042759104,43264.30000000001,43264.30000000001,0,0.07265514042759104,0.0,0.0,0.0,0.0,0,0,43895.26348947717,1,Signal>01-07.13-12@01-07.04-00/1hT/17.20:00:StopLimitnan@43895.26SL44032.90TP43264.30TR43904.80,profit,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001D0B2D24610>,,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001D0B2D24610>,,
broker:None,,
comminfo:None,,
position:0,,
created_exbits:deque([]),,
created_p1:0,,
created_p2:0,,
created_remsize:0,,
created_trailamount:None,,
created_trailpercent:None,,
created_value:0.0,,
created_comm:0.0,,
created_margin:None,,
created_pnl:0.0,,
created_psize:0,,
created_pprice:0,,
executed_pclose:0.0,,
executed_exbits:deque([]),,
executed_p1:0,,
executed_p2:0,,
executed_pricelimit:0.0,,
executed_trailamount:0.0,,
executed_trailpercent:0.0,,
executed_margin:None,,
info_signal_index:(Timestamp('2024-01-07 13:12:00+0000', tz='UTC'), Timestamp('2024-01-07 04:00:00+0000', tz='UTC'), '1h', 'sell'),",None,
2024-01-07 16:50:00+00:00,1,"AutoOrderedDict([('pprice', 43895.26348947717), ('group_order_id', 1), ('signal', original_index          2024-01-07 13:12:00+00:00
end                     2024-01-17 20:00:00+00:00
base_asset_amount                             NaN
limit_price                          43895.263489
stop_loss                                 44032.9
take_profit                               43264.3
trigger_price                             43904.8
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2024-01-07 13:12:00+00:00, 2024-01-07 04:00:00+00:00, 1h, sell), dtype: object), ('signal_index', (Timestamp('2024-01-07 13:12:00+0000', tz='UTC'), Timestamp('2024-01-07 04:00:00+0000', tz='UTC'), '1h', 'sell')), ('custom_type', 'original_order')])",True,4,-0.07265514042759104,2024-01-17 20:00:00,2024-01-07 23:59:59.999989,794,44210.0,2024-01-07 13:12:00,-0.07265514042759104,43904.8,43904.8,-0.07265514042759104,0.0,43904.8,-3189.9094094452994,0.0,0.0,-0.07265514042759104,43904.8,43895.26348947717,1,Signal>01-07.13-12@01-07.04-00/1hT/17.20:00:StopLimitnan@43895.26SL44032.90TP43264.30TR43904.80,original_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001D0B2AE6F80>,,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001D0B2AE6F80>,,
broker:None,,
comminfo:[dt:738892.7013888889,size:-0.07265514042759104,price:43904.8,closed:0,opened:-0.07265514042759104,closedvalue:0.0,openedvalue:-3189.9094094452994,closedcomm:0.0,openedcomm:0.0,value:-3189.9094094452994,comm:0.0,pnl:0.0,psize:-0.07265514042759104,pprice:43904.8],,
position:0,,
created_exbits:deque([]),,
created_p1:0,,
created_p2:0,,
created_remsize:0,,
created_trailamount:None,,
created_trailpercent:None,,
created_value:0.0,,
created_comm:0.0,,
created_margin:None,,
created_pnl:0.0,,
created_psize:0,,
created_pprice:0,,
executed_pclose:0.0,,
executed_exbits:deque([<backtrader.order.OrderExecutionBit object at 0x000001D0ABD935B0>]),,
executed_p1:0,,
executed_p2:1,,
executed_pricelimit:0.0,,
executed_trailamount:0.0,,
executed_trailpercent:0.0,,
executed_margin:None,,
info_signal_index:(Timestamp('2024-01-07 13:12:00+0000', tz='UTC'), Timestamp('2024-01-07 04:00:00+0000', tz='UTC'), '1h', 'sell'),",None,
2024-01-07 17:04:00+00:00,4,"AutoOrderedDict([('pprice', 44042.436510522835), ('group_order_id', 2), ('signal', original_index          2024-01-07 17:03:00+00:00
end                     2024-01-17 20:00:00+00:00
limit_price                          44042.436511
stop_loss                                 43904.8
take_profit                               44673.4
trigger_price                             44032.9
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
base_asset_amount                             NaN
Name: (2024-01-07 17:03:00+00:00, 2024-01-07 04:00:00+00:00, 1h, buy), dtype: object), ('signal_index', (Timestamp('2024-01-07 17:03:00+0000', tz='UTC'), Timestamp('2024-01-07 04:00:00+0000', tz='UTC'), '1h', 'buy')), ('custom_type', 'original_order')])",False,1,,2024-01-17 20:00:00,2024-01-07 23:59:59.999989,1024,43838.9,2024-01-07 17:03:00,0.07265514042759104,44032.9,44032.9,0,0.07265514042759104,0.0,0.0,0.0,0.0,0,0,44042.436510522835,2,Signal<01-07.17-03@01-07.04-00/1hT/17.20:00:StopLimitnan@44042.44SL43904.80TP44673.40TR44032.90,original_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001D0B2AC6170>,,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001D0B2AC6170>,,
broker:None,,
comminfo:None,,
position:0,,
created_exbits:deque([]),,
created_p1:0,,
created_p2:0,,
created_remsize:0,,
created_trailamount:None,,
created_trailpercent:None,,
created_value:0.0,,
created_comm:0.0,,
created_margin:None,,
created_pnl:0.0,,
created_psize:0,,
created_pprice:0,,
executed_pclose:0.0,,
executed_exbits:deque([]),,
executed_p1:0,,
executed_p2:0,,
executed_pricelimit:0.0,,
executed_trailamount:0.0,,
executed_trailpercent:0.0,,
executed_margin:None,,
info_signal_index:(Timestamp('2024-01-07 17:03:00+0000', tz='UTC'), Timestamp('2024-01-07 04:00:00+0000', tz='UTC'), '1h', 'buy'),",,
2024-01-07 17:04:00+00:00,5,"AutoOrderedDict([('pprice', 44042.436510522835), ('group_order_id', 2), ('signal', original_index          2024-01-07 17:03:00+00:00
end                     2024-01-17 20:00:00+00:00
limit_price                          44042.436511
stop_loss                                 43904.8
take_profit                               44673.4
trigger_price                             44032.9
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
base_asset_amount                             NaN
Name: (2024-01-07 17:03:00+00:00, 2024-01-07 04:00:00+00:00, 1h, buy), dtype: object), ('signal_index', (Timestamp('2024-01-07 17:03:00+0000', tz='UTC'), Timestamp('2024-01-07 04:00:00+0000', tz='UTC'), '1h', 'buy')), ('custom_type', 'stop_order')])",False,1,-0.07265514042759104,2024-01-17 20:00:00,2024-01-07 23:59:59.999989,1024,43838.9,2024-01-07 17:03:00,-0.07265514042759104,43904.8,43904.8,0,-0.07265514042759104,0.0,0.0,0.0,0.0,0,0,44042.436510522835,2,Signal<01-07.17-03@01-07.04-00/1hT/17.20:00:StopLimitnan@44042.44SL43904.80TP44673.40TR44032.90,stop_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001D0B2B92AD0>,,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001D0B2B92AD0>,,
broker:None,,
comminfo:None,,
position:0,,
created_exbits:deque([]),,
created_p1:0,,
created_p2:0,,
created_remsize:0,,
created_trailamount:None,,
created_trailpercent:None,,
created_value:0.0,,
created_comm:0.0,,
created_margin:None,,
created_pnl:0.0,,
created_psize:0,,
created_pprice:0,,
executed_pclose:0.0,,
executed_exbits:deque([]),,
executed_p1:0,,
executed_p2:0,,
executed_pricelimit:0.0,,
executed_trailamount:0.0,,
executed_trailpercent:0.0,,
executed_margin:None,,
info_signal_index:(Timestamp('2024-01-07 17:03:00+0000', tz='UTC'), Timestamp('2024-01-07 04:00:00+0000', tz='UTC'), '1h', 'buy'),",,
2024-01-07 17:04:00+00:00,6,"AutoOrderedDict([('pprice', 44042.436510522835), ('group_order_id', 2), ('signal', original_index          2024-01-07 17:03:00+00:00
end                     2024-01-17 20:00:00+00:00
limit_price                          44042.436511
stop_loss                                 43904.8
take_profit                               44673.4
trigger_price                             44032.9
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
base_asset_amount                             NaN
Name: (2024-01-07 17:03:00+00:00, 2024-01-07 04:00:00+00:00, 1h, buy), dtype: object), ('signal_index', (Timestamp('2024-01-07 17:03:00+0000', tz='UTC'), Timestamp('2024-01-07 04:00:00+0000', tz='UTC'), '1h', 'buy')), ('custom_type', 'profit')])",False,1,-0.07265514042759104,2024-01-17 20:00:00,2024-01-07 23:59:59.999989,1024,43838.9,2024-01-07 17:03:00,-0.07265514042759104,44673.399999999994,44673.399999999994,0,-0.07265514042759104,0.0,0.0,0.0,0.0,0,0,44042.436510522835,2,Signal<01-07.17-03@01-07.04-00/1hT/17.20:00:StopLimitnan@44042.44SL43904.80TP44673.40TR44032.90,profit,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001D0B2AE6AA0>,,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001D0B2AE6AA0>,,
broker:None,,
comminfo:None,,
position:0,,
created_exbits:deque([]),,
created_p1:0,,
created_p2:0,,
created_remsize:0,,
created_trailamount:None,,
created_trailpercent:None,,
created_value:0.0,,
created_comm:0.0,,
created_margin:None,,
created_pnl:0.0,,
created_psize:0,,
created_pprice:0,,
executed_pclose:0.0,,
executed_exbits:deque([]),,
executed_p1:0,,
executed_p2:0,,
executed_pricelimit:0.0,,
executed_trailamount:0.0,,
executed_trailpercent:0.0,,
executed_margin:None,,
info_signal_index:(Timestamp('2024-01-07 17:03:00+0000', tz='UTC'), Timestamp('2024-01-07 04:00:00+0000', tz='UTC'), '1h', 'buy'),",,
