ref_id,ref,triggered,status,size,valid,date_eos,plen,created_pclose,created_date,created_size,created_price,created_pricelimit,executed_size,executed_remsize,executed_price,executed_value,executed_pnl,executed_psize,executed_pprice,info_pprice,info_order_group_id,signal,reference_date,reference_timeframe,info_custom_type,hidden,pannotated,executed_date
2024-01-12 06:11:00+00:00,1,False,Submitted,-0.09487252566087222,2024-01-14 20:30:00+00:00,2024-01-12 23:59:59.999989+00:00,371,46227.4,2024-01-12 06:10:00+00:00,-0.09487252566087222,45971.5,45971.5,0,-0.09487252566087222,0.0,0.0,0.0,0,0,45962.395406516895,0,Signal01-12.06-10Sell@01-12.04-30/15minEnd01/14.20:30StopLimitnan@45962.40SL46067.80TP45490.00TR45971.50,2024-01-12 04:30:00+00:00,15min,original_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001ED734CDDE0>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001ED734CDDE0>,
broker:None,
info:AutoOrderedDict([('pprice', 45962.395406516895), ('order_group_id', 0), ('signal', original_index          2024-01-12 06:10:00+00:00
end                     2024-01-14 20:30:00+00:00
base_asset_amount                             NaN
limit_price                          45962.395407
stop_loss                                 46067.8
take_profit                               45490.0
trigger_price                             45971.5
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2024-01-12 06:10:00+00:00, 2024-01-12 04:30:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2024-01-12 06:10:00+0000', tz='UTC'), Timestamp('2024-01-12 04:30:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'original_order')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_comm:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2024-01-12 06:10:00+0000', tz='UTC'), Timestamp('2024-01-12 04:30:00+0000', tz='UTC'), '15min', 'sell')",,
2024-01-12 06:11:00+00:00,2,False,Submitted,,2024-01-14 20:30:00+00:00,2024-01-12 23:59:59.999989+00:00,371,46227.4,2024-01-12 06:10:00+00:00,0.09487252566087222,46067.8,46067.8,0,0.09487252566087222,0.0,0.0,0.0,0,0,45962.395406516895,0,Signal01-12.06-10Sell@01-12.04-30/15minEnd01/14.20:30StopLimitnan@45962.40SL46067.80TP45490.00TR45971.50,2024-01-12 04:30:00+00:00,15min,stop_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001ED73BA7D00>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001ED73BA7D00>,
broker:None,
info:AutoOrderedDict([('pprice', 45962.395406516895), ('order_group_id', 0), ('signal', original_index          2024-01-12 06:10:00+00:00
end                     2024-01-14 20:30:00+00:00
base_asset_amount                             NaN
limit_price                          45962.395407
stop_loss                                 46067.8
take_profit                               45490.0
trigger_price                             45971.5
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2024-01-12 06:10:00+00:00, 2024-01-12 04:30:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2024-01-12 06:10:00+0000', tz='UTC'), Timestamp('2024-01-12 04:30:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'stop_order')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_comm:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2024-01-12 06:10:00+0000', tz='UTC'), Timestamp('2024-01-12 04:30:00+0000', tz='UTC'), '15min', 'sell')",,
2024-01-12 06:11:00+00:00,3,False,Submitted,,2024-01-14 20:30:00+00:00,2024-01-12 23:59:59.999989+00:00,371,46227.4,2024-01-12 06:10:00+00:00,0.09487252566087222,45489.999999999985,45489.999999999985,0,0.09487252566087222,0.0,0.0,0.0,0,0,45962.395406516895,0,Signal01-12.06-10Sell@01-12.04-30/15minEnd01/14.20:30StopLimitnan@45962.40SL46067.80TP45490.00TR45971.50,2024-01-12 04:30:00+00:00,15min,profit,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001ED73BE7A90>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001ED73BE7A90>,
broker:None,
info:AutoOrderedDict([('pprice', 45962.395406516895), ('order_group_id', 0), ('signal', original_index          2024-01-12 06:10:00+00:00
end                     2024-01-14 20:30:00+00:00
base_asset_amount                             NaN
limit_price                          45962.395407
stop_loss                                 46067.8
take_profit                               45490.0
trigger_price                             45971.5
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2024-01-12 06:10:00+00:00, 2024-01-12 04:30:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2024-01-12 06:10:00+0000', tz='UTC'), Timestamp('2024-01-12 04:30:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'profit')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_comm:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2024-01-12 06:10:00+0000', tz='UTC'), Timestamp('2024-01-12 04:30:00+0000', tz='UTC'), '15min', 'sell')",,
2024-01-12 06:11:00+00:00,1,False,Accepted,-0.09487252566087222,2024-01-14 20:30:00+00:00,2024-01-12 23:59:59.999989+00:00,372,46227.4,2024-01-12 06:10:00+00:00,-0.09487252566087222,45971.5,45971.5,0,-0.09487252566087222,0.0,0.0,0.0,0,0,45962.395406516895,0,Signal01-12.06-10Sell@01-12.04-30/15minEnd01/14.20:30StopLimitnan@45962.40SL46067.80TP45490.00TR45971.50,2024-01-12 04:30:00+00:00,15min,original_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001ED734CDDE0>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001ED734CDDE0>,
broker:None,
info:AutoOrderedDict([('pprice', 45962.395406516895), ('order_group_id', 0), ('signal', original_index          2024-01-12 06:10:00+00:00
end                     2024-01-14 20:30:00+00:00
base_asset_amount                             NaN
limit_price                          45962.395407
stop_loss                                 46067.8
take_profit                               45490.0
trigger_price                             45971.5
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2024-01-12 06:10:00+00:00, 2024-01-12 04:30:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2024-01-12 06:10:00+0000', tz='UTC'), Timestamp('2024-01-12 04:30:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'original_order')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_comm:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2024-01-12 06:10:00+0000', tz='UTC'), Timestamp('2024-01-12 04:30:00+0000', tz='UTC'), '15min', 'sell')",None,
2024-01-12 06:11:00+00:00,2,False,Accepted,,2024-01-14 20:30:00+00:00,2024-01-12 23:59:59.999989+00:00,372,46227.4,2024-01-12 06:10:00+00:00,0.09487252566087222,46067.8,46067.8,0,0.09487252566087222,0.0,0.0,0.0,0,0,45962.395406516895,0,Signal01-12.06-10Sell@01-12.04-30/15minEnd01/14.20:30StopLimitnan@45962.40SL46067.80TP45490.00TR45971.50,2024-01-12 04:30:00+00:00,15min,stop_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001ED73BA7D00>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001ED73BA7D00>,
broker:None,
info:AutoOrderedDict([('pprice', 45962.395406516895), ('order_group_id', 0), ('signal', original_index          2024-01-12 06:10:00+00:00
end                     2024-01-14 20:30:00+00:00
base_asset_amount                             NaN
limit_price                          45962.395407
stop_loss                                 46067.8
take_profit                               45490.0
trigger_price                             45971.5
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2024-01-12 06:10:00+00:00, 2024-01-12 04:30:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2024-01-12 06:10:00+0000', tz='UTC'), Timestamp('2024-01-12 04:30:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'stop_order')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_comm:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2024-01-12 06:10:00+0000', tz='UTC'), Timestamp('2024-01-12 04:30:00+0000', tz='UTC'), '15min', 'sell')",None,
2024-01-12 06:11:00+00:00,3,False,Accepted,,2024-01-14 20:30:00+00:00,2024-01-12 23:59:59.999989+00:00,372,46227.4,2024-01-12 06:10:00+00:00,0.09487252566087222,45489.999999999985,45489.999999999985,0,0.09487252566087222,0.0,0.0,0.0,0,0,45962.395406516895,0,Signal01-12.06-10Sell@01-12.04-30/15minEnd01/14.20:30StopLimitnan@45962.40SL46067.80TP45490.00TR45971.50,2024-01-12 04:30:00+00:00,15min,profit,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001ED73BE7A90>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001ED73BE7A90>,
broker:None,
info:AutoOrderedDict([('pprice', 45962.395406516895), ('order_group_id', 0), ('signal', original_index          2024-01-12 06:10:00+00:00
end                     2024-01-14 20:30:00+00:00
base_asset_amount                             NaN
limit_price                          45962.395407
stop_loss                                 46067.8
take_profit                               45490.0
trigger_price                             45971.5
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2024-01-12 06:10:00+00:00, 2024-01-12 04:30:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2024-01-12 06:10:00+0000', tz='UTC'), Timestamp('2024-01-12 04:30:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'profit')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_comm:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2024-01-12 06:10:00+0000', tz='UTC'), Timestamp('2024-01-12 04:30:00+0000', tz='UTC'), '15min', 'sell')",None,
2024-01-12 07:04:00+00:00,1,True,Completed,-0.09487252566087222,2024-01-14 20:30:00+00:00,2024-01-12 23:59:59.999989+00:00,372,46227.4,2024-01-12 06:10:00+00:00,-0.09487252566087222,45971.5,45971.5,-0.09487252566087222,0.0,45971.5,-4361.432313418787,0.0,-0.09487252566087222,45971.5,45962.395406516895,0,Signal01-12.06-10Sell@01-12.04-30/15minEnd01/14.20:30StopLimitnan@45962.40SL46067.80TP45490.00TR45971.50,2024-01-12 04:30:00+00:00,15min,original_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001ED734CDDE0>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001ED734CDDE0>,
broker:None,
info:AutoOrderedDict([('pprice', 45962.395406516895), ('order_group_id', 0), ('signal', original_index          2024-01-12 06:10:00+00:00
end                     2024-01-14 20:30:00+00:00
base_asset_amount                             NaN
limit_price                          45962.395407
stop_loss                                 46067.8
take_profit                               45490.0
trigger_price                             45971.5
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2024-01-12 06:10:00+00:00, 2024-01-12 04:30:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2024-01-12 06:10:00+0000', tz='UTC'), Timestamp('2024-01-12 04:30:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'original_order')]),
comminfo:[dt:738897.2944444445,size:-0.09487252566087222,price:45971.5,closed:0,opened:-0.09487252566087222,closedvalue:0.0,openedvalue:-4361.432313418787,closedcomm:0.0,openedcomm:0.0,value:-4361.432313418787,comm:0.0,pnl:0.0,psize:-0.09487252566087222,pprice:45971.5],
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([<backtrader.order.OrderExecutionBit object at 0x000001ED734B33D0>]),
executed_p1:0,
executed_p2:1,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_comm:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2024-01-12 06:10:00+0000', tz='UTC'), Timestamp('2024-01-12 04:30:00+0000', tz='UTC'), '15min', 'sell')",None,
2024-01-12 07:06:00+00:00,2,False,Completed,,2024-01-14 20:30:00+00:00,2024-01-12 23:59:59.999989+00:00,372,46227.4,2024-01-12 06:10:00+00:00,0.09487252566087222,46067.8,46067.8,0.09487252566087222,0.0,46067.8,-4361.432313418787,-9.136224221142271,0.0,0.0,45962.395406516895,0,Signal01-12.06-10Sell@01-12.04-30/15minEnd01/14.20:30StopLimitnan@45962.40SL46067.80TP45490.00TR45971.50,2024-01-12 04:30:00+00:00,15min,stop_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001ED73BA7D00>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001ED73BA7D00>,
broker:None,
info:AutoOrderedDict([('pprice', 45962.395406516895), ('order_group_id', 0), ('signal', original_index          2024-01-12 06:10:00+00:00
end                     2024-01-14 20:30:00+00:00
base_asset_amount                             NaN
limit_price                          45962.395407
stop_loss                                 46067.8
take_profit                               45490.0
trigger_price                             45971.5
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2024-01-12 06:10:00+00:00, 2024-01-12 04:30:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2024-01-12 06:10:00+0000', tz='UTC'), Timestamp('2024-01-12 04:30:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'stop_order')]),
comminfo:[dt:738897.2958333333,size:0.09487252566087222,price:46067.8,closed:0.09487252566087222,opened:0,closedvalue:-4361.432313418787,openedvalue:0.0,closedcomm:0.0,openedcomm:0.0,value:-4361.432313418787,comm:0.0,pnl:-9.136224221142271,psize:0.0,pprice:0.0],
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([<backtrader.order.OrderExecutionBit object at 0x000001ED73BE7DF0>]),
executed_p1:0,
executed_p2:1,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_comm:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2024-01-12 06:10:00+0000', tz='UTC'), Timestamp('2024-01-12 04:30:00+0000', tz='UTC'), '15min', 'sell')",None,
2024-01-12 07:06:00+00:00,3,False,Canceled,,2024-01-14 20:30:00+00:00,2024-01-12 23:59:59.999989+00:00,372,46227.4,2024-01-12 06:10:00+00:00,0.09487252566087222,45489.999999999985,45489.999999999985,0,0.09487252566087222,0.0,0.0,0.0,0,0,45962.395406516895,0,Signal01-12.06-10Sell@01-12.04-30/15minEnd01/14.20:30StopLimitnan@45962.40SL46067.80TP45490.00TR45971.50,2024-01-12 04:30:00+00:00,15min,profit,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001ED73BE7A90>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x000001ED73BE7A90>,
broker:None,
info:AutoOrderedDict([('pprice', 45962.395406516895), ('order_group_id', 0), ('signal', original_index          2024-01-12 06:10:00+00:00
end                     2024-01-14 20:30:00+00:00
base_asset_amount                             NaN
limit_price                          45962.395407
stop_loss                                 46067.8
take_profit                               45490.0
trigger_price                             45971.5
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2024-01-12 06:10:00+00:00, 2024-01-12 04:30:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2024-01-12 06:10:00+0000', tz='UTC'), Timestamp('2024-01-12 04:30:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'profit')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_comm:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2024-01-12 06:10:00+0000', tz='UTC'), Timestamp('2024-01-12 04:30:00+0000', tz='UTC'), '15min', 'sell')",None,
2024-01-12 07:07:00+00:00,4,False,Submitted,-0.09487252566087222,2024-01-14 20:30:00+00:00,2024-01-12 23:59:59.999989+00:00,427,46070.4,2024-01-12 07:06:00+00:00,-0.09487252566087222,45971.5,45971.5,0,-0.09487252566087222,0.0,0.0,0.0,0,0,45962.395406516895,1,Signal01-12.07-06Sell@01-12.04-30/15minEnd01/14.20:30StopLimitnan@45962.40SL46067.80TP45490.00TR45971.50,2024-01-12 04:30:00+00:00,15min,original_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001ED73BE6D10>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x000001ED73BE6D10>,
broker:None,
info:AutoOrderedDict([('pprice', 45962.395406516895), ('order_group_id', 1), ('signal', original_index          (2024-01-12 06:10:00+00:00, 2024-01-12 04:30:0...
end                                             2024-01-14 20:30:00+00:00
base_asset_amount                                                     NaN
limit_price                                                  45962.395407
stop_loss                                                         46067.8
take_profit                                                       45490.0
trigger_price                                                     45971.5
original_order_id                                                     NaN
stop_loss_order_id                                                    NaN
take_profit_order_id                                                  NaN
order_is_active                                                     False
Name: (2024-01-12 07:06:00+00:00, 2024-01-12 04:30:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2024-01-12 07:06:00+0000', tz='UTC'), Timestamp('2024-01-12 04:30:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'original_order')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_comm:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2024-01-12 07:06:00+0000', tz='UTC'), Timestamp('2024-01-12 04:30:00+0000', tz='UTC'), '15min', 'sell')",,
