date,ref,triggered,status,size,valid,date_eos,plen,created_pclose,created_date,created_size,created_price,created_pricelimit,executed_size,executed_remsize,executed_price,executed_value,executed_comm,executed_pnl,executed_psize,executed_pprice,info_pprice,info_order_group_id,signal,reference_date,reference_timeframe,info_custom_type,hidden,cash,fund_shares,fund_value,BTCUSDT_value,BTCUSDT_position_size,BTCUSDT_position_price,BTCUSDT_position_price_orig,BTCUSDT_position_upclosed,BTCUSDT_position_upopened,pannotated,BTCUSDT_position_adjbase,executed_date,BTCUSDT_position_updt,date
2023-11-16 07:04:00+00:00,1,False,Submitted,-0.14523277747431912,2023-11-18 19:45:00+00:00,2023-11-16 23:59:59.999989+00:00,423,37594.4,2023-11-16 07:03:00+00:00,-0.14523277747431912,37395.7,37395.7,0,-0.14523277747431912,0.0,0.0,0.0,0.0,0,0,37389.245019919705,0,Signal11-16.07-03Sell@11-16.03-45/15minEnd11/18.19:45StopLimitnan@37389.25SL37458.10TP37083.70TR37395.70,2023-11-16 03:45:00+00:00,15min,original_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000021E6A802290>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000021E6A802290>,
broker:None,
info:AutoOrderedDict([('pprice', 37389.245019919705), ('order_group_id', 0), ('signal', original_index          2023-11-16 07:03:00+00:00
end                     2023-11-18 19:45:00+00:00
base_asset_amount                             NaN
limit_price                           37389.24502
stop_loss                                 37458.1
take_profit                               37083.7
trigger_price                             37395.7
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2023-11-16 07:03:00+00:00, 2023-11-16 03:45:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-16 07:03:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'original_order')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2023-11-16 07:03:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'sell')",100000.0,1000.0,100.0,100000.0,0.0,0.0,0.0,0.0,0.0,,,,,2023-11-16 07:04:00+00:00
2023-11-16 07:04:00+00:00,2,False,Submitted,,2023-11-18 19:45:00+00:00,2023-11-16 23:59:59.999989+00:00,423,37594.4,2023-11-16 07:03:00+00:00,0.14523277747431912,37458.1,37458.1,0,0.14523277747431912,0.0,0.0,0.0,0.0,0,0,37389.245019919705,0,Signal11-16.07-03Sell@11-16.03-45/15minEnd11/18.19:45StopLimitnan@37389.25SL37458.10TP37083.70TR37395.70,2023-11-16 03:45:00+00:00,15min,stop_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000021E6A8006D0>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000021E6A8006D0>,
broker:None,
info:AutoOrderedDict([('pprice', 37389.245019919705), ('order_group_id', 0), ('signal', original_index          2023-11-16 07:03:00+00:00
end                     2023-11-18 19:45:00+00:00
base_asset_amount                             NaN
limit_price                           37389.24502
stop_loss                                 37458.1
take_profit                               37083.7
trigger_price                             37395.7
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2023-11-16 07:03:00+00:00, 2023-11-16 03:45:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-16 07:03:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'stop_order')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2023-11-16 07:03:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'sell')",100000.0,1000.0,100.0,100000.0,0.0,0.0,0.0,0.0,0.0,,,,,2023-11-16 07:04:00+00:00
2023-11-16 07:04:00+00:00,3,False,Submitted,,2023-11-18 19:45:00+00:00,2023-11-16 23:59:59.999989+00:00,423,37594.4,2023-11-16 07:03:00+00:00,0.14523277747431912,37083.69999999999,37083.69999999999,0,0.14523277747431912,0.0,0.0,0.0,0.0,0,0,37389.245019919705,0,Signal11-16.07-03Sell@11-16.03-45/15minEnd11/18.19:45StopLimitnan@37389.25SL37458.10TP37083.70TR37395.70,2023-11-16 03:45:00+00:00,15min,profit,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000021E6A87D150>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000021E6A87D150>,
broker:None,
info:AutoOrderedDict([('pprice', 37389.245019919705), ('order_group_id', 0), ('signal', original_index          2023-11-16 07:03:00+00:00
end                     2023-11-18 19:45:00+00:00
base_asset_amount                             NaN
limit_price                           37389.24502
stop_loss                                 37458.1
take_profit                               37083.7
trigger_price                             37395.7
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2023-11-16 07:03:00+00:00, 2023-11-16 03:45:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-16 07:03:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'profit')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2023-11-16 07:03:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'sell')",100000.0,1000.0,100.0,100000.0,0.0,0.0,0.0,0.0,0.0,,,,,2023-11-16 07:04:00+00:00
2023-11-16 07:04:00+00:00,1,False,Accepted,-0.14523277747431912,2023-11-18 19:45:00+00:00,2023-11-16 23:59:59.999989+00:00,424,37594.4,2023-11-16 07:03:00+00:00,-0.14523277747431912,37395.7,37395.7,0,-0.14523277747431912,0.0,0.0,0.0,0.0,0,0,37389.245019919705,0,Signal11-16.07-03Sell@11-16.03-45/15minEnd11/18.19:45StopLimitnan@37389.25SL37458.10TP37083.70TR37395.70,2023-11-16 03:45:00+00:00,15min,original_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000021E6A802290>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000021E6A802290>,
broker:None,
info:AutoOrderedDict([('pprice', 37389.245019919705), ('order_group_id', 0), ('signal', original_index          2023-11-16 07:03:00+00:00
end                     2023-11-18 19:45:00+00:00
base_asset_amount                             NaN
limit_price                           37389.24502
stop_loss                                 37458.1
take_profit                               37083.7
trigger_price                             37395.7
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2023-11-16 07:03:00+00:00, 2023-11-16 03:45:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-16 07:03:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'original_order')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2023-11-16 07:03:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'sell')",100000.0,1000.0,100.0,100000.0,0.0,0.0,0.0,0.0,0.0,None,,,,2023-11-16 07:04:00+00:00
2023-11-16 07:04:00+00:00,2,False,Accepted,,2023-11-18 19:45:00+00:00,2023-11-16 23:59:59.999989+00:00,424,37594.4,2023-11-16 07:03:00+00:00,0.14523277747431912,37458.1,37458.1,0,0.14523277747431912,0.0,0.0,0.0,0.0,0,0,37389.245019919705,0,Signal11-16.07-03Sell@11-16.03-45/15minEnd11/18.19:45StopLimitnan@37389.25SL37458.10TP37083.70TR37395.70,2023-11-16 03:45:00+00:00,15min,stop_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000021E6A8006D0>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000021E6A8006D0>,
broker:None,
info:AutoOrderedDict([('pprice', 37389.245019919705), ('order_group_id', 0), ('signal', original_index          2023-11-16 07:03:00+00:00
end                     2023-11-18 19:45:00+00:00
base_asset_amount                             NaN
limit_price                           37389.24502
stop_loss                                 37458.1
take_profit                               37083.7
trigger_price                             37395.7
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2023-11-16 07:03:00+00:00, 2023-11-16 03:45:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-16 07:03:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'stop_order')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2023-11-16 07:03:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'sell')",100000.0,1000.0,100.0,100000.0,0.0,0.0,0.0,0.0,0.0,None,,,,2023-11-16 07:04:00+00:00
2023-11-16 07:04:00+00:00,3,False,Accepted,,2023-11-18 19:45:00+00:00,2023-11-16 23:59:59.999989+00:00,424,37594.4,2023-11-16 07:03:00+00:00,0.14523277747431912,37083.69999999999,37083.69999999999,0,0.14523277747431912,0.0,0.0,0.0,0.0,0,0,37389.245019919705,0,Signal11-16.07-03Sell@11-16.03-45/15minEnd11/18.19:45StopLimitnan@37389.25SL37458.10TP37083.70TR37395.70,2023-11-16 03:45:00+00:00,15min,profit,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000021E6A87D150>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000021E6A87D150>,
broker:None,
info:AutoOrderedDict([('pprice', 37389.245019919705), ('order_group_id', 0), ('signal', original_index          2023-11-16 07:03:00+00:00
end                     2023-11-18 19:45:00+00:00
base_asset_amount                             NaN
limit_price                           37389.24502
stop_loss                                 37458.1
take_profit                               37083.7
trigger_price                             37395.7
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2023-11-16 07:03:00+00:00, 2023-11-16 03:45:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-16 07:03:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'profit')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2023-11-16 07:03:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'sell')",100000.0,1000.0,100.0,100000.0,0.0,0.0,0.0,0.0,0.0,None,,,,2023-11-16 07:04:00+00:00
2023-11-16 08:15:00+00:00,1,True,Completed,-0.14523277747431912,2023-11-18 19:45:00+00:00,2023-11-16 23:59:59.999989+00:00,424,37594.4,2023-11-16 07:03:00+00:00,-0.14523277747431912,37395.7,37395.7,-0.14523277747431912,0.0,37395.7,-5431.081376596395,5.431081376596396,0.0,-0.14523277747431912,37395.7,37389.245019919705,0,Signal11-16.07-03Sell@11-16.03-45/15minEnd11/18.19:45StopLimitnan@37389.25SL37458.10TP37083.70TR37395.70,2023-11-16 03:45:00+00:00,15min,original_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000021E6A802290>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000021E6A802290>,
broker:None,
info:AutoOrderedDict([('pprice', 37389.245019919705), ('order_group_id', 0), ('signal', original_index          2023-11-16 07:03:00+00:00
end                     2023-11-18 19:45:00+00:00
base_asset_amount                             NaN
limit_price                           37389.24502
stop_loss                                 37458.1
take_profit                               37083.7
trigger_price                             37395.7
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
Name: (2023-11-16 07:03:00+00:00, 2023-11-16 03:45:00+00:00, 15min, sell), dtype: object), ('signal_index', (Timestamp('2023-11-16 07:03:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'sell')), ('custom_type', 'original_order')]),
comminfo:[dt:738840.34375,size:-0.14523277747431912,price:37395.7,closed:0,opened:-0.14523277747431912,closedvalue:0.0,openedvalue:-5431.081376596395,closedcomm:0.0,openedcomm:5.431081376596396,value:-5431.081376596395,comm:5.431081376596396,pnl:0.0,psize:-0.14523277747431912,pprice:37395.7],
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([<backtrader.order.OrderExecutionBit object at 0x0000021E6A81C340>]),
executed_p1:0,
executed_p2:1,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2023-11-16 07:03:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'sell')",105425.6502952198,1000.0,99.99636980506409,99996.3698050641,-0.14523277747431912,37395.7,0.0,0.0,-0.14523277747431912,None,,,,2023-11-16 08:15:00+00:00
2023-11-16 08:27:00+00:00,4,False,Submitted,,2023-11-18 19:45:00+00:00,2023-11-16 23:59:59.999989+00:00,506,37265.1,2023-11-16 08:26:00+00:00,0.14523277747431912,37458.1,37458.1,0,0.14523277747431912,0.0,0.0,0.0,0.0,0,0,37464.55498008029,1,Signal11-16.08-26Buy@11-16.03-45/15minEnd11/18.19:45StopLimitnan@37464.55SL37395.70TP37770.10TR37458.10,2023-11-16 03:45:00+00:00,15min,original_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000021E6A803DF0>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_BuyOrder object at 0x0000021E6A803DF0>,
broker:None,
info:AutoOrderedDict([('pprice', 37464.55498008029), ('order_group_id', 1), ('signal', original_index          2023-11-16 08:26:00+00:00
end                     2023-11-18 19:45:00+00:00
limit_price                           37464.55498
stop_loss                                 37395.7
take_profit                               37770.1
trigger_price                             37458.1
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
base_asset_amount                             NaN
Name: (2023-11-16 08:26:00+00:00, 2023-11-16 03:45:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-16 08:26:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'original_order')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2023-11-16 08:26:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'buy')",105425.6502952198,1000.0,100.01994108484818,100019.94108484818,-0.14523277747431912,37395.7,0.0,0.0,-0.14523277747431912,,,,,2023-11-16 08:27:00+00:00
2023-11-16 08:27:00+00:00,5,False,Submitted,-0.14523277747431912,2023-11-18 19:45:00+00:00,2023-11-16 23:59:59.999989+00:00,506,37265.1,2023-11-16 08:26:00+00:00,-0.14523277747431912,37395.7,37395.7,0,-0.14523277747431912,0.0,0.0,0.0,0.0,0,0,37464.55498008029,1,Signal11-16.08-26Buy@11-16.03-45/15minEnd11/18.19:45StopLimitnan@37464.55SL37395.70TP37770.10TR37458.10,2023-11-16 03:45:00+00:00,15min,stop_order,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000021E6A87D840>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000021E6A87D840>,
broker:None,
info:AutoOrderedDict([('pprice', 37464.55498008029), ('order_group_id', 1), ('signal', original_index          2023-11-16 08:26:00+00:00
end                     2023-11-18 19:45:00+00:00
limit_price                           37464.55498
stop_loss                                 37395.7
take_profit                               37770.1
trigger_price                             37458.1
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
base_asset_amount                             NaN
Name: (2023-11-16 08:26:00+00:00, 2023-11-16 03:45:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-16 08:26:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'stop_order')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2023-11-16 08:26:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'buy')",105425.6502952198,1000.0,100.01994108484818,100019.94108484818,-0.14523277747431912,37395.7,0.0,0.0,-0.14523277747431912,,,,,2023-11-16 08:27:00+00:00
2023-11-16 08:27:00+00:00,6,False,Submitted,-0.14523277747431912,2023-11-18 19:45:00+00:00,2023-11-16 23:59:59.999989+00:00,506,37265.1,2023-11-16 08:26:00+00:00,-0.14523277747431912,37770.100000000006,37770.100000000006,0,-0.14523277747431912,0.0,0.0,0.0,0.0,0,0,37464.55498008029,1,Signal11-16.08-26Buy@11-16.03-45/15minEnd11/18.19:45StopLimitnan@37464.55SL37395.70TP37770.10TR37458.10,2023-11-16 03:45:00+00:00,15min,profit,"params:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000021E6A87FD00>,
p:<backtrader.metabase.AutoInfoClass_OrderBase_Order_SellOrder object at 0x0000021E6A87FD00>,
broker:None,
info:AutoOrderedDict([('pprice', 37464.55498008029), ('order_group_id', 1), ('signal', original_index          2023-11-16 08:26:00+00:00
end                     2023-11-18 19:45:00+00:00
limit_price                           37464.55498
stop_loss                                 37395.7
take_profit                               37770.1
trigger_price                             37458.1
original_order_id                             NaN
stop_loss_order_id                            NaN
take_profit_order_id                          NaN
order_is_active                             False
base_asset_amount                             NaN
Name: (2023-11-16 08:26:00+00:00, 2023-11-16 03:45:00+00:00, 15min, buy), dtype: object), ('signal_index', (Timestamp('2023-11-16 08:26:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'buy')), ('custom_type', 'profit')]),
comminfo:None,
position:0,
created_exbits:deque([]),
created_p1:0,
created_p2:0,
created_remsize:0,
created_trailamount:None,
created_trailpercent:None,
created_value:0.0,
created_comm:0.0,
created_margin:None,
created_pnl:0.0,
created_psize:0,
created_pprice:0,
executed_pclose:0.0,
executed_exbits:deque([]),
executed_p1:0,
executed_p2:0,
executed_pricelimit:0.0,
executed_trailamount:0.0,
executed_trailpercent:0.0,
executed_margin:None,
info_signal_index:(Timestamp('2023-11-16 08:26:00+0000', tz='UTC'), Timestamp('2023-11-16 03:45:00+0000', tz='UTC'), '15min', 'buy')",105425.6502952198,1000.0,100.01994108484818,100019.94108484818,-0.14523277747431912,37395.7,0.0,0.0,-0.14523277747431912,,,,,2023-11-16 08:27:00+00:00
