date,ref_date,ref_timeframe,side,original_index,end,limit_price,stop_loss,take_profit,trigger_price,original_order_id,stop_loss_order_id,take_profit_order_id,order_is_active,base_asset_amount
2023-12-31 09:21:00+00:00,2023-12-30 04:00:00+00:00,4h,sell,2023-12-31 09:21:00+00:00,2024-02-10 20:00:00+00:00,41900.61302803519,42154.0,40801.0,41928.5,Sell-0.0395@41928.50Ref76StopLimit,Buy0.0395@42154.00Ref77Stop,Buy0.0395@40801.00Ref78Limit,True,
2023-12-31 20:47:00+00:00,2023-12-31 19:00:00+00:00,15min,buy,2023-12-31 20:47:00+00:00,2024-01-01 01:57:00+00:00,42687.1576757909,42626.2,42964.000000000015,42682.5,Buy0.1640@42682.50Ref79StopLimit,Sell-0.1640@42626.20Ref80Stop,Sell-0.1640@42964.00Ref81Limit,True,
2023-12-31 22:51:00+00:00,2023-12-30 19:00:00+00:00,1h,buy,"(Timestamp('2023-12-30 22:53:00+0000', tz='UTC'), Timestamp('2023-12-30 19:00:00+0000', tz='UTC'), '1h', 'buy')",2024-01-01 03:42:00+00:00,42463.17220969811,42340.7,43003.7,42451.2,Buy0.0817@42451.20Ref82StopLimit,Sell-0.0817@42340.70Ref83Stop,Sell-0.0817@43003.70Ref84Limit,True,
2023-12-31 22:52:00+00:00,2023-12-31 14:00:00+00:00,1h,buy,2023-12-31 22:52:00+00:00,2024-01-01 00:30:00+00:00,42544.551818222484,42411.2,43148.000000000015,42534.0,Buy0.0750@42534.00Ref85StopLimit,Sell-0.0750@42411.20Ref86Stop,Sell-0.0750@43148.00Ref87Limit,True,
2023-12-31 22:53:00+00:00,2023-12-30 00:45:00+00:00,15min,sell,"(Timestamp('2023-12-31 03:45:00+0000', tz='UTC'), Timestamp('2023-12-30 00:45:00+0000', tz='UTC'), '15min', 'sell')",2023-12-31 23:26:00+00:00,42094.298884364194,42166.8,41776.8,42101.8,Sell-0.1379@42101.80Ref88StopLimit,Buy0.1379@42166.80Ref89Stop,Buy0.1379@41776.80Ref90Limit,True,
2023-12-31 22:53:00+00:00,2023-12-31 02:00:00+00:00,15min,sell,"(Timestamp('2023-12-31 04:30:00+0000', tz='UTC'), Timestamp('2023-12-31 02:00:00+0000', tz='UTC'), '15min', 'sell')",2023-12-31 22:55:00+00:00,42169.36291239636,42232.4,41881.99999999999,42174.0,Sell-0.1586@42169.36Ref91Limit,Buy0.1586@42232.40Ref92Stop,Buy0.1586@41882.00Ref93Limit,True,
2023-12-31 22:53:00+00:00,2023-12-31 02:15:00+00:00,15min,sell,"(Timestamp('2023-12-31 04:30:00+0000', tz='UTC'), Timestamp('2023-12-31 02:15:00+0000', tz='UTC'), '15min', 'sell')",2023-12-31 22:55:00+00:00,42165.85020436806,42232.4,41860.4,42170.4,Sell-0.1503@42165.85Ref94Limit,Buy0.1503@42232.40Ref95Stop,Buy0.1503@41860.40Ref96Limit,True,
2023-12-31 22:54:00+00:00,2023-12-31 06:00:00+00:00,1h,sell,"(Timestamp('2023-12-31 07:23:00+0000', tz='UTC'), Timestamp('2023-12-31 06:00:00+0000', tz='UTC'), '1h', 'sell')",2024-01-01 00:00:00+00:00,42190.482908077276,42284.3,41778.499999999985,42200.0,Sell-0.1066@42200.00Ref97StopLimit,Buy0.1066@42284.30Ref98Stop,Buy0.1066@41778.50Ref99Limit,True,
2023-12-31 22:55:00+00:00,2023-12-31 02:00:00+00:00,15min,sell,"(Timestamp('2023-12-31 22:53:00+0000', tz='UTC'), Timestamp('2023-12-31 02:00:00+0000', tz='UTC'), '15min', 'sell')",2023-12-31 23:33:00+00:00,42169.36291239636,42232.4,41881.99999999999,42174.0,Sell-0.1586@42174.00Ref100StopLimit,Buy0.1586@42232.40Ref101Stop,Buy0.1586@41882.00Ref102Limit,True,
2023-12-31 22:55:00+00:00,2023-12-31 02:15:00+00:00,15min,sell,"(Timestamp('2023-12-31 22:53:00+0000', tz='UTC'), Timestamp('2023-12-31 02:15:00+0000', tz='UTC'), '15min', 'sell')",2023-12-31 23:33:00+00:00,42165.85020436806,42232.4,41860.4,42170.4,Sell-0.1503@42170.40Ref103StopLimit,Buy0.1503@42232.40Ref104Stop,Buy0.1503@41860.40Ref105Limit,True,
2023-12-31 23:26:00+00:00,2023-12-30 00:45:00+00:00,15min,sell,"(Timestamp('2023-12-31 22:53:00+0000', tz='UTC'), Timestamp('2023-12-30 00:45:00+0000', tz='UTC'), '15min', 'sell')",2024-01-01 16:45:00+00:00,42094.298884364194,42166.8,41776.8,42101.8,Sell-0.1379@42101.80Ref106StopLimit,Buy0.1379@42166.80Ref107Stop,Buy0.1379@41776.80Ref108Limit,True,
2023-12-31 23:33:00+00:00,2023-12-31 02:00:00+00:00,15min,sell,"(Timestamp('2023-12-31 22:55:00+0000', tz='UTC'), Timestamp('2023-12-31 02:00:00+0000', tz='UTC'), '15min', 'sell')",2024-01-02 18:00:00+00:00,42169.36291239636,42232.4,41881.99999999999,42174.0,Sell-0.1586@42174.00Ref109StopLimit,Buy0.1586@42232.40Ref110Stop,Buy0.1586@41882.00Ref111Limit,True,
2023-12-31 23:33:00+00:00,2023-12-31 02:15:00+00:00,15min,sell,"(Timestamp('2023-12-31 22:55:00+0000', tz='UTC'), Timestamp('2023-12-31 02:15:00+0000', tz='UTC'), '15min', 'sell')",2024-01-02 18:15:00+00:00,42165.85020436806,42232.4,41860.4,42170.4,Sell-0.1503@42170.40Ref112StopLimit,Buy0.1503@42232.40Ref113Stop,Buy0.1503@41860.40Ref114Limit,True,
2024-01-01 00:00:00+00:00,2023-12-31 06:00:00+00:00,1h,sell,"(Timestamp('2023-12-31 22:54:00+0000', tz='UTC'), Timestamp('2023-12-31 06:00:00+0000', tz='UTC'), '1h', 'sell')",2024-01-01 06:05:00+00:00,42190.482908077276,42284.3,41778.499999999985,42200.0,Sell-0.1066@42200.00Ref115StopLimit,Buy0.1066@42284.30Ref116Stop,Buy0.1066@41778.50Ref117Limit,True,
2024-01-01 00:11:00+00:00,2023-12-30 19:00:00+00:00,1h,sell,"(Timestamp('2023-12-31 09:19:00+0000', tz='UTC'), Timestamp('2023-12-30 19:00:00+0000', tz='UTC'), '1h', 'sell')",2024-01-01 07:03:00+00:00,42328.727790301884,42451.2,41788.2,42340.7,Sell-0.0817@42340.70Ref118StopLimit,Buy0.0817@42451.20Ref119Stop,Buy0.0817@41788.20Ref120Limit,True,
2024-01-01 00:30:00+00:00,2023-12-31 14:00:00+00:00,1h,buy,"(Timestamp('2023-12-31 22:52:00+0000', tz='UTC'), Timestamp('2023-12-31 14:00:00+0000', tz='UTC'), '1h', 'buy')",2024-01-01 03:35:00+00:00,42544.551818222484,42411.2,43148.000000000015,42534.0,Buy0.0750@42534.00Ref121StopLimit,Sell-0.0750@42411.20Ref122Stop,Sell-0.0750@43148.00Ref123Limit,True,
2024-01-01 01:38:00+00:00,2023-12-31 14:00:00+00:00,1h,sell,2024-01-01 01:38:00+00:00,2024-01-01 08:24:00+00:00,42400.64818177751,42534.0,41797.19999999998,42411.2,Sell-0.0750@42411.20Ref124StopLimit,Buy0.0750@42534.00Ref125Stop,Buy0.0750@41797.20Ref126Limit,True,
2024-01-01 01:57:00+00:00,2023-12-31 19:00:00+00:00,15min,buy,"(Timestamp('2023-12-31 20:47:00+0000', tz='UTC'), Timestamp('2023-12-31 19:00:00+0000', tz='UTC'), '15min', 'buy')",2024-01-01 09:51:00+00:00,42687.1576757909,42626.2,42964.000000000015,42682.5,Buy0.1640@42682.50Ref127StopLimit,Sell-0.1640@42626.20Ref128Stop,Sell-0.1640@42964.00Ref129Limit,True,
2024-01-01 03:35:00+00:00,2023-12-31 14:00:00+00:00,1h,buy,"(Timestamp('2024-01-01 00:30:00+0000', tz='UTC'), Timestamp('2023-12-31 14:00:00+0000', tz='UTC'), '1h', 'buy')",2024-01-11 06:00:00+00:00,42544.551818222484,42411.2,43148.000000000015,42534.0,Buy0.0750@42534.00Ref130StopLimit,Sell-0.0750@42411.20Ref131Stop,Sell-0.0750@43148.00Ref132Limit,True,
2024-01-01 03:42:00+00:00,2023-12-30 19:00:00+00:00,1h,buy,"(Timestamp('2023-12-31 22:51:00+0000', tz='UTC'), Timestamp('2023-12-30 19:00:00+0000', tz='UTC'), '1h', 'buy')",2024-01-10 11:00:00+00:00,42463.17220969811,42340.7,43003.7,42451.2,Buy0.0817@42451.20Ref133StopLimit,Sell-0.0817@42340.70Ref134Stop,Sell-0.0817@43003.70Ref135Limit,True,
2024-01-01 06:05:00+00:00,2023-12-31 06:00:00+00:00,1h,sell,"(Timestamp('2024-01-01 00:00:00+0000', tz='UTC'), Timestamp('2023-12-31 06:00:00+0000', tz='UTC'), '1h', 'sell')",2024-01-03 12:02:00+00:00,42190.482908077276,42284.3,41778.499999999985,42200.0,Sell-0.1066@42200.00Ref136StopLimit,Buy0.1066@42284.30Ref137Stop,Buy0.1066@41778.50Ref138Limit,True,
2024-01-01 07:03:00+00:00,2023-12-30 19:00:00+00:00,1h,sell,"(Timestamp('2024-01-01 00:11:00+0000', tz='UTC'), Timestamp('2023-12-30 19:00:00+0000', tz='UTC'), '1h', 'sell')",2024-01-03 12:02:00+00:00,42328.727790301884,42451.2,41788.2,42340.7,Sell-0.0817@42340.70Ref139StopLimit,Buy0.0817@42451.20Ref140Stop,Buy0.0817@41788.20Ref141Limit,True,
2024-01-01 08:24:00+00:00,2023-12-31 14:00:00+00:00,1h,sell,"(Timestamp('2024-01-01 01:38:00+0000', tz='UTC'), Timestamp('2023-12-31 14:00:00+0000', tz='UTC'), '1h', 'sell')",2024-01-03 12:02:00+00:00,42400.64818177751,42534.0,41797.19999999998,42411.2,Sell-0.0750@42411.20Ref142StopLimit,Buy0.0750@42534.00Ref143Stop,Buy0.0750@41797.20Ref144Limit,True,
2024-01-01 09:51:00+00:00,2023-12-31 19:00:00+00:00,15min,buy,"(Timestamp('2024-01-01 01:57:00+0000', tz='UTC'), Timestamp('2023-12-31 19:00:00+0000', tz='UTC'), '15min', 'buy')",2024-01-01 11:33:00+00:00,42687.1576757909,42626.2,42964.000000000015,42682.5,Buy0.1640@42682.50Ref145StopLimit,Sell-0.1640@42626.20Ref146Stop,Sell-0.1640@42964.00Ref147Limit,True,
2024-01-01 11:33:00+00:00,2023-12-31 19:00:00+00:00,15min,buy,"(Timestamp('2024-01-01 09:51:00+0000', tz='UTC'), Timestamp('2023-12-31 19:00:00+0000', tz='UTC'), '15min', 'buy')",2024-01-01 12:12:00+00:00,42687.1576757909,42626.2,42964.000000000015,42682.5,Buy0.1640@42682.50Ref148StopLimit,Sell-0.1640@42626.20Ref149Stop,Sell-0.1640@42964.00Ref150Limit,True,
2024-01-01 12:12:00+00:00,2023-12-31 19:00:00+00:00,15min,buy,"(Timestamp('2024-01-01 11:33:00+0000', tz='UTC'), Timestamp('2023-12-31 19:00:00+0000', tz='UTC'), '15min', 'buy')",2024-01-01 13:03:00+00:00,42687.1576757909,42626.2,42964.000000000015,42682.5,Buy0.1640@42682.50Ref151StopLimit,Sell-0.1640@42626.20Ref152Stop,Sell-0.1640@42964.00Ref153Limit,True,
2024-01-01 13:03:00+00:00,2023-12-31 19:00:00+00:00,15min,buy,"(Timestamp('2024-01-01 12:12:00+0000', tz='UTC'), Timestamp('2023-12-31 19:00:00+0000', tz='UTC'), '15min', 'buy')",2024-01-01 14:05:00+00:00,42687.1576757909,42626.2,42964.000000000015,42682.5,Buy0.1640@42682.50Ref154StopLimit,Sell-0.1640@42626.20Ref155Stop,Sell-0.1640@42964.00Ref156Limit,True,
2024-01-01 14:05:00+00:00,2023-12-31 19:00:00+00:00,15min,buy,"(Timestamp('2024-01-01 13:03:00+0000', tz='UTC'), Timestamp('2023-12-31 19:00:00+0000', tz='UTC'), '15min', 'buy')",2024-01-01 15:34:00+00:00,42687.1576757909,42626.2,42964.000000000015,42682.5,Buy0.1640@42682.50Ref157StopLimit,Sell-0.1640@42626.20Ref158Stop,Sell-0.1640@42964.00Ref159Limit,True,
2024-01-01 15:34:00+00:00,2023-12-31 19:00:00+00:00,15min,buy,"(Timestamp('2024-01-01 14:05:00+0000', tz='UTC'), Timestamp('2023-12-31 19:00:00+0000', tz='UTC'), '15min', 'buy')",2024-01-03 11:00:00+00:00,42687.1576757909,42626.2,42964.000000000015,42682.5,Buy0.1640@42682.50Ref160StopLimit,Sell-0.1640@42626.20Ref161Stop,Sell-0.1640@42964.00Ref162Limit,True,
2024-01-01 15:44:00+00:00,2023-12-31 19:00:00+00:00,15min,sell,2024-01-01 15:44:00+00:00,2024-01-03 11:00:00+00:00,42621.5423242091,42682.5,42344.69999999998,42626.2,Sell-0.0002@42626.20Ref163StopLimit,Buy0.0002@42682.50Ref164Stop,Buy0.0002@42344.70Ref165Limit,True,
2024-01-01 18:01:00+00:00,2024-01-01 17:00:00+00:00,15min,sell,2024-01-01 18:01:00+00:00,2024-01-03 12:02:00+00:00,42714.71486186622,42778.9,42421.30000000001,42719.3,Sell-0.0002@42719.30Ref166StopLimit,Buy0.0002@42778.90Ref167Stop,Buy0.0002@42421.30Ref168Limit,True,
2024-01-01 18:01:00+00:00,2024-01-01 17:15:00+00:00,15min,sell,2024-01-01 18:01:00+00:00,2024-01-03 12:02:00+00:00,42718.05344316149,42775.4,42457.99999999999,42722.5,Sell-0.0002@42722.50Ref169StopLimit,Buy0.0002@42775.40Ref170Stop,Buy0.0002@42458.00Ref171Limit,True,
2024-01-01 23:04:00+00:00,2024-01-01 22:45:00+00:00,15min,sell,2024-01-01 23:04:00+00:00,2024-01-04 14:45:00+00:00,43437.8683468015,43528.2,43025.40000000002,43444.4,Sell-0.1107@43444.40Ref172StopLimit,Buy0.1107@43528.20Ref173Stop,Buy0.1107@43025.40Ref174Limit,True,
2024-01-02 19:25:00+00:00,2024-01-02 19:00:00+00:00,15min,buy,2024-01-02 19:25:00+00:00,2024-01-02 22:23:00+00:00,45232.95559247484,45104.2,45816.40000000002,45222.9,Buy0.0777@45222.90Ref175StopLimit,Sell-0.0777@45104.20Ref176Stop,Sell-0.0777@45816.40Ref177Limit,True,
2024-01-02 20:53:00+00:00,2024-01-02 18:00:00+00:00,15min,buy,2024-01-02 20:53:00+00:00,2024-01-02 22:32:00+00:00,45122.8249373451,44963.8,45854.19999999997,45112.2,Buy0.0629@45112.20Ref178StopLimit,Sell-0.0629@44963.80Ref179Stop,Sell-0.0629@45854.20Ref180Limit,True,
2024-01-02 22:23:00+00:00,2024-01-02 19:00:00+00:00,15min,buy,"(Timestamp('2024-01-02 19:25:00+0000', tz='UTC'), Timestamp('2024-01-02 19:00:00+0000', tz='UTC'), '15min', 'buy')",2024-01-03 07:45:00+00:00,45232.95559247484,45104.2,45816.40000000002,45222.9,Buy0.0777@45222.90Ref181StopLimit,Sell-0.0777@45104.20Ref182Stop,Sell-0.0777@45816.40Ref183Limit,True,
2024-01-02 22:32:00+00:00,2024-01-02 18:00:00+00:00,15min,buy,"(Timestamp('2024-01-02 20:53:00+0000', tz='UTC'), Timestamp('2024-01-02 18:00:00+0000', tz='UTC'), '15min', 'buy')",2024-01-02 22:53:00+00:00,45122.8249373451,44963.8,45854.19999999997,45112.2,Buy0.0629@45112.20Ref184StopLimit,Sell-0.0629@44963.80Ref185Stop,Sell-0.0629@45854.20Ref186Limit,True,
2024-01-02 22:53:00+00:00,2024-01-02 18:00:00+00:00,15min,buy,"(Timestamp('2024-01-02 22:32:00+0000', tz='UTC'), Timestamp('2024-01-02 18:00:00+0000', tz='UTC'), '15min', 'buy')",2024-01-03 07:54:00+00:00,45122.8249373451,44963.8,45854.19999999997,45112.2,Buy0.0629@45112.20Ref187StopLimit,Sell-0.0629@44963.80Ref188Stop,Sell-0.0629@45854.20Ref189Limit,True,
2024-01-03 01:53:00+00:00,2024-01-02 18:00:00+00:00,15min,sell,2024-01-03 01:53:00+00:00,2024-01-03 08:08:00+00:00,44953.1750626549,45112.2,44221.80000000003,44963.8,Sell-0.0002@44963.80Ref190StopLimit,Buy0.0002@45112.20Ref191Stop,Buy0.0002@44221.80Ref192Limit,True,
2024-01-03 07:45:00+00:00,2024-01-02 19:00:00+00:00,15min,buy,"(Timestamp('2024-01-02 22:23:00+0000', tz='UTC'), Timestamp('2024-01-02 19:00:00+0000', tz='UTC'), '15min', 'buy')",2024-01-03 10:39:00+00:00,45232.95559247484,45104.2,45816.40000000002,45222.9,Buy0.0777@45222.90Ref193StopLimit,Sell-0.0777@45104.20Ref194Stop,Sell-0.0777@45816.40Ref195Limit,True,
2024-01-03 07:45:00+00:00,2024-01-03 04:15:00+00:00,15min,buy,2024-01-03 07:45:00+00:00,2024-01-03 10:38:00+00:00,45267.72387181237,45206.5,45537.09999999999,45261.6,Buy0.0002@45261.60Ref196StopLimit,Sell-0.0002@45206.50Ref197Stop,Sell-0.0002@45537.10Ref198Limit,True,
2024-01-03 07:54:00+00:00,2024-01-02 18:00:00+00:00,15min,buy,"(Timestamp('2024-01-02 22:53:00+0000', tz='UTC'), Timestamp('2024-01-02 18:00:00+0000', tz='UTC'), '15min', 'buy')",2024-01-03 11:08:00+00:00,45122.8249373451,44963.8,45854.19999999997,45112.2,Buy0.0629@45112.20Ref199StopLimit,Sell-0.0629@44963.80Ref200Stop,Sell-0.0629@45854.20Ref201Limit,True,
2024-01-03 08:08:00+00:00,2024-01-02 18:00:00+00:00,15min,sell,"(Timestamp('2024-01-03 01:53:00+0000', tz='UTC'), Timestamp('2024-01-02 18:00:00+0000', tz='UTC'), '15min', 'sell')",2024-01-05 10:00:00+00:00,44953.1750626549,45112.2,44221.80000000003,44963.8,Sell-0.0002@44963.80Ref202StopLimit,Buy0.0002@45112.20Ref203Stop,Buy0.0002@44221.80Ref204Limit,True,
2024-01-03 09:37:00+00:00,2024-01-02 19:00:00+00:00,15min,sell,2024-01-03 09:37:00+00:00,2024-01-05 11:00:00+00:00,45094.14440752516,45222.9,44510.699999999975,45104.2,Sell-0.0002@45104.20Ref205StopLimit,Buy0.0002@45222.90Ref206Stop,Buy0.0002@44510.70Ref207Limit,True,
