timeframe,date,bull_bear_side,end,internal_high,high_time,internal_low,low_time,movement,atr,movement_start_value,movement_end_value,movement_start_time,movement_end_time
1min,2023-11-16 08:02:00+00:00,SIDE_TREND,2023-11-16 08:03:00+00:00,37481.0,2023-11-16 08:02:00+00:00,37478.3,2023-11-16 08:02:00+00:00,2.6999999999970896,15.333292188522444,,,,
1min,2023-11-16 08:03:00+00:00,BEARISH_TREND,2023-11-16 08:08:00+00:00,37482.2,2023-11-16 08:03:00+00:00,37424.7,2023-11-16 08:07:00+00:00,57.5,16.196339716638747,37482.2,37424.7,2023-11-16 08:03:00+00:00,2023-11-16 08:07:00+00:00
1min,2023-11-16 08:08:00+00:00,SIDE_TREND,2023-11-16 08:09:00+00:00,37443.0,2023-11-16 08:08:00+00:00,37435.2,2023-11-16 08:08:00+00:00,7.80000000000291,15.675078561970668,,,,
1min,2023-11-16 08:09:00+00:00,BEARISH_TREND,2023-11-16 08:28:00+00:00,37482.2,2023-11-16 08:11:00+00:00,37203.0,2023-11-16 08:27:00+00:00,279.1999999999971,18.817884398702777,37482.2,37203.0,2023-11-16 08:03:00+00:00,2023-11-16 08:27:00+00:00
1min,2023-11-16 08:28:00+00:00,SIDE_TREND,2023-11-16 08:31:00+00:00,37298.0,2023-11-16 08:30:00+00:00,37220.9,2023-11-16 08:28:00+00:00,77.09999999999854,31.081318160648678,,,,
1min,2023-11-16 08:31:00+00:00,BULLISH_TREND,2023-11-16 08:43:00+00:00,37395.9,2023-11-16 08:42:00+00:00,37203.0,2023-11-16 08:31:00+00:00,192.90000000000146,29.93679211535455,37203.0,37395.9,2023-11-16 08:27:00+00:00,2023-11-16 08:50:00+00:00
1min,2023-11-16 08:43:00+00:00,SIDE_TREND,2023-11-16 08:47:00+00:00,37366.3,2023-11-16 08:45:00+00:00,37341.3,2023-11-16 08:43:00+00:00,25.0,22.606102397117244,,,,
1min,2023-11-16 08:47:00+00:00,BULLISH_TREND,2023-11-16 08:51:00+00:00,37395.9,2023-11-16 08:50:00+00:00,37333.2,2023-11-16 08:47:00+00:00,62.700000000004366,20.99642962734471,37333.2,37395.9,2023-11-16 08:47:00+00:00,2023-11-16 08:50:00+00:00
1min,2023-11-16 08:51:00+00:00,SIDE_TREND,2023-11-16 08:52:00+00:00,37383.7,2023-11-16 08:51:00+00:00,37374.1,2023-11-16 08:51:00+00:00,9.599999999998545,19.652902126160683,,,,
1min,2023-11-16 08:52:00+00:00,BEARISH_TREND,2023-11-16 09:08:00+00:00,37395.9,2023-11-16 08:53:00+00:00,37187.9,2023-11-16 09:07:00+00:00,208.0,20.824721471094563,37395.9,37187.9,2023-11-16 08:50:00+00:00,2023-11-16 09:08:00+00:00
5min,2023-11-16 08:55:00+00:00,SIDE_TREND,2023-11-16 09:10:00+00:00,37377.6,2023-11-16 08:55:00+00:00,37187.9,2023-11-16 09:05:00+00:00,189.6999999999971,55.306231300477144,,,,
1min,2023-11-16 09:08:00+00:00,SIDE_TREND,2023-11-16 09:09:00+00:00,37247.4,2023-11-16 09:08:00+00:00,37187.9,2023-11-16 09:08:00+00:00,59.5,24.12087029304072,,,,
1min,2023-11-16 09:09:00+00:00,BULLISH_TREND,2023-11-16 09:22:00+00:00,37444.0,2023-11-16 09:18:00+00:00,37187.9,2023-11-16 09:09:00+00:00,256.09999999999854,24.44983731165816,37187.9,37444.0,2023-11-16 09:08:00+00:00,2023-11-16 09:30:00+00:00
5min,2023-11-16 09:10:00+00:00,BULLISH_TREND,2023-11-16 09:30:00+00:00,37439.7,2023-11-16 09:20:00+00:00,37187.9,2023-11-16 09:10:00+00:00,251.79999999999563,60.26214366200115,37187.9,37439.7,2023-11-16 09:08:00+00:00,2023-11-16 09:30:00+00:00
15min,2023-11-16 09:15:00+00:00,SIDE_TREND,2023-11-16 10:30:00+00:00,37444.0,2023-11-16 09:30:00+00:00,37250.7,2023-11-16 09:45:00+00:00,193.3000000000029,106.57461356803955,,,,
1min,2023-11-16 09:22:00+00:00,SIDE_TREND,2023-11-16 09:30:00+00:00,37439.7,2023-11-16 09:23:00+00:00,37371.5,2023-11-16 09:25:00+00:00,68.19999999999709,22.937277279786976,,,,
1min,2023-11-16 09:30:00+00:00,BEARISH_TREND,2023-11-16 09:47:00+00:00,37444.0,2023-11-16 09:30:00+00:00,37250.7,2023-11-16 09:46:00+00:00,193.3000000000029,23.749325018725354,37444.0,37250.7,2023-11-16 09:30:00+00:00,2023-11-16 09:49:00+00:00
5min,2023-11-16 09:30:00+00:00,SIDE_TREND,2023-11-16 10:00:00+00:00,37444.0,2023-11-16 09:30:00+00:00,37250.7,2023-11-16 09:45:00+00:00,193.3000000000029,62.747134385946715,,,,
1min,2023-11-16 09:47:00+00:00,SIDE_TREND,2023-11-16 09:49:00+00:00,37326.3,2023-11-16 09:47:00+00:00,37252.1,2023-11-16 09:48:00+00:00,74.20000000000437,26.696021684785734,,,,
1min,2023-11-16 09:49:00+00:00,BULLISH_TREND,2023-11-16 09:57:00+00:00,37372.9,2023-11-16 09:55:00+00:00,37250.7,2023-11-16 09:49:00+00:00,122.20000000000437,24.742400277132006,37250.7,37372.9,2023-11-16 09:49:00+00:00,2023-11-16 09:59:00+00:00
1min,2023-11-16 09:57:00+00:00,SIDE_TREND,2023-11-16 10:00:00+00:00,37372.9,2023-11-16 09:59:00+00:00,37351.6,2023-11-16 09:57:00+00:00,21.30000000000291,21.467374328140846,,,,
1min,2023-11-16 10:00:00+00:00,BEARISH_TREND,2023-11-16 10:05:00+00:00,37372.9,2023-11-16 10:04:00+00:00,37339.8,2023-11-16 10:01:00+00:00,33.099999999998545,18.13834082218787,37372.9,37339.8,2023-11-16 09:59:00+00:00,2023-11-16 10:11:00+00:00
5min,2023-11-16 10:00:00+00:00,BULLISH_TREND,2023-11-16 10:15:00+00:00,37539.0,2023-11-16 10:05:00+00:00,37187.9,2023-11-16 10:10:00+00:00,351.09999999999854,56.43713618978415,37187.9,37539.0,2023-11-16 09:08:00+00:00,2023-11-16 11:29:00+00:00
1min,2023-11-16 10:05:00+00:00,SIDE_TREND,2023-11-16 10:10:00+00:00,37374.2,2023-11-16 10:09:00+00:00,37345.7,2023-11-16 10:06:00+00:00,28.5,16.0976517576244,,,,
1min,2023-11-16 10:10:00+00:00,BEARISH_TREND,2023-11-16 10:11:00+00:00,37374.2,2023-11-16 10:10:00+00:00,37344.4,2023-11-16 10:10:00+00:00,29.799999999995634,14.7409538379461,37374.2,37344.4,2023-11-16 10:09:00+00:00,2023-11-16 10:20:00+00:00
1min,2023-11-16 10:11:00+00:00,SIDE_TREND,2023-11-16 10:17:00+00:00,37372.0,2023-11-16 10:14:00+00:00,37339.8,2023-11-16 10:11:00+00:00,32.19999999999709,14.497060712337658,,,,
5min,2023-11-16 10:15:00+00:00,SIDE_TREND,2023-11-16 11:30:00+00:00,37539.0,2023-11-16 11:25:00+00:00,37272.3,2023-11-16 11:00:00+00:00,266.6999999999971,48.515309778896864,,,,
1min,2023-11-16 10:17:00+00:00,BEARISH_TREND,2023-11-16 10:18:00+00:00,37374.2,2023-11-16 10:17:00+00:00,37344.4,2023-11-16 10:17:00+00:00,29.799999999995634,13.139288258519212,37374.2,37344.4,2023-11-16 10:09:00+00:00,2023-11-16 10:20:00+00:00
1min,2023-11-16 10:18:00+00:00,SIDE_TREND,2023-11-16 10:20:00+00:00,37371.6,2023-11-16 10:18:00+00:00,37364.7,2023-11-16 10:18:00+00:00,6.900000000001455,12.333138211072097,,,,
1min,2023-11-16 10:20:00+00:00,BULLISH_TREND,2023-11-16 10:26:00+00:00,37383.6,2023-11-16 10:25:00+00:00,37344.4,2023-11-16 10:20:00+00:00,39.19999999999709,12.33821234372805,37344.4,37383.6,2023-11-16 10:20:00+00:00,2023-11-16 10:25:00+00:00
1min,2023-11-16 10:26:00+00:00,SIDE_TREND,2023-11-16 10:28:00+00:00,37379.5,2023-11-16 10:26:00+00:00,37365.0,2023-11-16 10:27:00+00:00,14.5,11.217373254229976,,,,
1min,2023-11-16 10:28:00+00:00,BEARISH_TREND,2023-11-16 10:44:00+00:00,37383.6,2023-11-16 10:30:00+00:00,37296.3,2023-11-16 10:43:00+00:00,87.29999999999563,10.090034250914625,37383.6,37296.3,2023-11-16 10:25:00+00:00,2023-11-16 10:43:00+00:00
15min,2023-11-16 10:30:00+00:00,BULLISH_TREND,2023-11-16 11:15:00+00:00,37539.0,2023-11-16 11:00:00+00:00,37187.9,2023-11-16 11:00:00+00:00,351.09999999999854,99.04206478201634,37187.9,37539.0,2023-11-16 09:08:00+00:00,2023-11-16 11:29:00+00:00
1min,2023-11-16 10:44:00+00:00,SIDE_TREND,2023-11-16 10:45:00+00:00,37303.0,2023-11-16 10:44:00+00:00,37298.3,2023-11-16 10:44:00+00:00,4.69999999999709,10.10285016808094,,,,
1min,2023-11-16 10:45:00+00:00,BULLISH_TREND,2023-11-16 10:49:00+00:00,37539.0,2023-11-16 10:45:00+00:00,37296.3,2023-11-16 10:48:00+00:00,242.6999999999971,11.160965803856067,37296.3,37539.0,2023-11-16 10:43:00+00:00,2023-11-16 11:29:00+00:00
1min,2023-11-16 10:49:00+00:00,SIDE_TREND,2023-11-16 11:01:00+00:00,37340.0,2023-11-16 10:55:00+00:00,37277.9,2023-11-16 11:00:00+00:00,62.099999999998545,11.092984226633755,,,,
1min,2023-11-16 11:01:00+00:00,BULLISH_TREND,2023-11-16 11:30:00+00:00,37539.0,2023-11-16 11:29:00+00:00,37272.3,2023-11-16 11:01:00+00:00,266.6999999999971,23.286539447053386,37272.3,37539.0,2023-11-16 11:01:00+00:00,2023-11-16 11:29:00+00:00
15min,2023-11-16 11:15:00+00:00,SIDE_TREND,2023-11-16 11:30:00+00:00,37539.0,2023-11-16 11:15:00+00:00,37426.9,2023-11-16 11:15:00+00:00,112.09999999999854,102.1027094513278,,,,
15min,2023-11-16 11:30:00+00:00,BEARISH_TREND,2023-11-16 16:00:00+00:00,37539.0,2023-11-16 11:30:00+00:00,36256.7,2023-11-16 15:45:00+00:00,1282.300000000003,147.25452823075,37539.0,36256.7,2023-11-16 11:29:00+00:00,2023-11-16 15:55:00+00:00
1min,2023-11-16 11:30:00+00:00,SIDE_TREND,2023-11-16 11:31:00+00:00,37528.1,2023-11-16 11:30:00+00:00,37502.8,2023-11-16 11:30:00+00:00,25.299999999995634,25.490552448961846,,,,
5min,2023-11-16 11:30:00+00:00,BEARISH_TREND,2023-11-16 11:55:00+00:00,37539.0,2023-11-16 11:30:00+00:00,37119.0,2023-11-16 11:50:00+00:00,420.0,61.70370640672952,37539.0,37119.0,2023-11-16 11:29:00+00:00,2023-11-16 11:54:00+00:00
1min,2023-11-16 11:31:00+00:00,BEARISH_TREND,2023-11-16 11:55:00+00:00,37539.0,2023-11-16 11:32:00+00:00,37119.0,2023-11-16 11:54:00+00:00,420.0,31.395424107724363,37539.0,37119.0,2023-11-16 11:29:00+00:00,2023-11-16 11:54:00+00:00
1min,2023-11-16 11:55:00+00:00,SIDE_TREND,2023-11-16 11:57:00+00:00,37232.9,2023-11-16 11:56:00+00:00,37179.3,2023-11-16 11:55:00+00:00,53.599999999998545,41.98966604025537,,,,
5min,2023-11-16 11:55:00+00:00,SIDE_TREND,2023-11-16 12:05:00+00:00,37253.3,2023-11-16 12:00:00+00:00,37162.1,2023-11-16 12:00:00+00:00,91.20000000000437,72.87517299114069,,,,
1min,2023-11-16 11:57:00+00:00,BULLISH_TREND,2023-11-16 11:59:00+00:00,37253.3,2023-11-16 11:57:00+00:00,37119.0,2023-11-16 11:58:00+00:00,134.3000000000029,39.66685490205688,37119.0,37253.3,2023-11-16 11:54:00+00:00,2023-11-16 12:00:00+00:00
1min,2023-11-16 11:59:00+00:00,SIDE_TREND,2023-11-16 12:00:00+00:00,37247.0,2023-11-16 11:59:00+00:00,37217.9,2023-11-16 11:59:00+00:00,29.099999999998545,38.28385438332065,,,,
1min,2023-11-16 12:00:00+00:00,BEARISH_TREND,2023-11-16 12:03:00+00:00,37253.3,2023-11-16 12:00:00+00:00,37162.1,2023-11-16 12:02:00+00:00,91.20000000000437,37.411781890159425,37253.3,37162.1,2023-11-16 12:00:00+00:00,2023-11-16 12:04:00+00:00
1min,2023-11-16 12:03:00+00:00,SIDE_TREND,2023-11-16 12:05:00+00:00,37225.3,2023-11-16 12:03:00+00:00,37162.1,2023-11-16 12:04:00+00:00,63.200000000004366,38.985149376129044,,,,
1min,2023-11-16 12:05:00+00:00,BULLISH_TREND,2023-11-16 12:12:00+00:00,37320.0,2023-11-16 12:11:00+00:00,37162.1,2023-11-16 12:05:00+00:00,157.90000000000146,37.83400216533813,37162.1,37320.0,2023-11-16 12:04:00+00:00,2023-11-16 12:11:00+00:00
5min,2023-11-16 12:05:00+00:00,BEARISH_TREND,2023-11-16 14:30:00+00:00,37539.0,2023-11-16 12:10:00+00:00,36437.1,2023-11-16 14:25:00+00:00,1101.9000000000015,89.95954360323105,37539.0,36437.1,2023-11-16 11:29:00+00:00,2023-11-16 14:30:00+00:00
1min,2023-11-16 12:12:00+00:00,SIDE_TREND,2023-11-16 12:16:00+00:00,37286.4,2023-11-16 12:13:00+00:00,37228.4,2023-11-16 12:15:00+00:00,58.0,35.357451577190076,,,,
1min,2023-11-16 12:16:00+00:00,BEARISH_TREND,2023-11-16 12:27:00+00:00,37320.0,2023-11-16 12:16:00+00:00,37044.9,2023-11-16 12:25:00+00:00,275.09999999999854,32.887742799294365,37320.0,37044.9,2023-11-16 12:11:00+00:00,2023-11-16 12:30:00+00:00
1min,2023-11-16 12:27:00+00:00,SIDE_TREND,2023-11-16 12:30:00+00:00,37154.3,2023-11-16 12:27:00+00:00,37064.8,2023-11-16 12:29:00+00:00,89.5,34.49308239252218,,,,
1min,2023-11-16 12:30:00+00:00,BULLISH_TREND,2023-11-16 12:36:00+00:00,37249.9,2023-11-16 12:35:00+00:00,37044.9,2023-11-16 12:30:00+00:00,205.0,36.92993915536218,37044.9,37249.9,2023-11-16 12:30:00+00:00,2023-11-16 12:35:00+00:00
1min,2023-11-16 12:36:00+00:00,SIDE_TREND,2023-11-16 12:38:00+00:00,37223.9,2023-11-16 12:36:00+00:00,37188.7,2023-11-16 12:37:00+00:00,35.200000000004366,34.51964255406514,,,,
1min,2023-11-16 12:38:00+00:00,BEARISH_TREND,2023-11-16 12:42:00+00:00,37249.9,2023-11-16 12:38:00+00:00,37167.6,2023-11-16 12:41:00+00:00,82.30000000000291,31.360691521078333,37249.9,37167.6,2023-11-16 12:35:00+00:00,2023-11-16 12:41:00+00:00
1min,2023-11-16 12:42:00+00:00,SIDE_TREND,2023-11-16 12:45:00+00:00,37210.0,2023-11-16 12:44:00+00:00,37173.5,2023-11-16 12:42:00+00:00,36.5,27.97681775254473,,,,
1min,2023-11-16 12:45:00+00:00,BULLISH_TREND,2023-11-16 12:48:00+00:00,37222.5,2023-11-16 12:47:00+00:00,37167.6,2023-11-16 12:47:00+00:00,54.900000000001455,25.075717420677837,37167.6,37222.5,2023-11-16 12:41:00+00:00,2023-11-16 12:49:00+00:00
1min,2023-11-16 12:48:00+00:00,SIDE_TREND,2023-11-16 12:49:00+00:00,37209.9,2023-11-16 12:48:00+00:00,37185.1,2023-11-16 12:48:00+00:00,24.80000000000291,24.67520939144537,,,,
1min,2023-11-16 12:49:00+00:00,BEARISH_TREND,2023-11-16 13:18:00+00:00,37222.5,2023-11-16 12:49:00+00:00,36835.0,2023-11-16 13:17:00+00:00,387.5,27.24195901686061,37222.5,36835.0,2023-11-16 12:49:00+00:00,2023-11-16 13:17:00+00:00
1min,2023-11-16 13:18:00+00:00,SIDE_TREND,2023-11-16 13:20:00+00:00,36944.5,2023-11-16 13:19:00+00:00,36836.4,2023-11-16 13:18:00+00:00,108.09999999999854,46.61006271988648,,,,
1min,2023-11-16 13:20:00+00:00,BULLISH_TREND,2023-11-16 13:26:00+00:00,36985.2,2023-11-16 13:23:00+00:00,36835.0,2023-11-16 13:21:00+00:00,150.1999999999971,48.89409508220444,36835.0,36985.2,2023-11-16 13:17:00+00:00,2023-11-16 13:26:00+00:00
1min,2023-11-16 13:26:00+00:00,SIDE_TREND,2023-11-16 13:27:00+00:00,36985.2,2023-11-16 13:26:00+00:00,36947.5,2023-11-16 13:26:00+00:00,37.69999999999709,48.92687247620204,,,,
1min,2023-11-16 13:27:00+00:00,BEARISH_TREND,2023-11-16 13:34:00+00:00,36985.2,2023-11-16 13:27:00+00:00,36685.1,2023-11-16 13:32:00+00:00,300.09999999999854,45.647897256153165,36985.2,36685.1,2023-11-16 13:26:00+00:00,2023-11-16 13:48:00+00:00
1min,2023-11-16 13:34:00+00:00,SIDE_TREND,2023-11-16 13:38:00+00:00,36934.3,2023-11-16 13:37:00+00:00,36838.1,2023-11-16 13:34:00+00:00,96.20000000000437,42.97561611745736,,,,
1min,2023-11-16 13:38:00+00:00,BEARISH_TREND,2023-11-16 13:47:00+00:00,36941.9,2023-11-16 13:38:00+00:00,36685.1,2023-11-16 13:46:00+00:00,256.8000000000029,42.385626584292766,36941.9,36685.1,2023-11-16 13:38:00+00:00,2023-11-16 13:48:00+00:00
1min,2023-11-16 13:47:00+00:00,SIDE_TREND,2023-11-16 13:48:00+00:00,36811.7,2023-11-16 13:47:00+00:00,36759.7,2023-11-16 13:47:00+00:00,52.0,43.79578269065035,,,,
1min,2023-11-16 13:48:00+00:00,BULLISH_TREND,2023-11-16 13:53:00+00:00,36916.6,2023-11-16 13:52:00+00:00,36685.1,2023-11-16 13:48:00+00:00,231.5,46.68720073270706,36685.1,36916.6,2023-11-16 13:48:00+00:00,2023-11-16 13:52:00+00:00
1min,2023-11-16 13:53:00+00:00,SIDE_TREND,2023-11-16 13:58:00+00:00,36911.1,2023-11-16 13:53:00+00:00,36760.8,2023-11-16 13:57:00+00:00,150.29999999999563,45.03341796135653,,,,
1min,2023-11-16 13:58:00+00:00,BEARISH_TREND,2023-11-16 14:00:00+00:00,36916.6,2023-11-16 13:59:00+00:00,36761.5,2023-11-16 13:58:00+00:00,155.09999999999854,42.576878063059084,36916.6,36761.5,2023-11-16 13:52:00+00:00,2023-11-16 14:00:00+00:00
1min,2023-11-16 14:00:00+00:00,SIDE_TREND,2023-11-16 14:03:00+00:00,36854.1,2023-11-16 14:02:00+00:00,36750.0,2023-11-16 14:00:00+00:00,104.09999999999854,41.816850581141345,,,,
1min,2023-11-16 14:03:00+00:00,BEARISH_TREND,2023-11-16 14:27:00+00:00,36916.6,2023-11-16 14:05:00+00:00,36437.1,2023-11-16 14:26:00+00:00,479.5,46.400659943132524,36916.6,36437.1,2023-11-16 13:52:00+00:00,2023-11-16 14:30:00+00:00
1min,2023-11-16 14:27:00+00:00,SIDE_TREND,2023-11-16 14:30:00+00:00,36589.8,2023-11-16 14:29:00+00:00,36495.0,2023-11-16 14:27:00+00:00,94.80000000000291,51.088095049424886,,,,
1min,2023-11-16 14:30:00+00:00,BULLISH_TREND,2023-11-16 14:47:00+00:00,36811.0,2023-11-16 14:46:00+00:00,36437.1,2023-11-16 14:30:00+00:00,373.90000000000146,52.57767570283822,36437.1,36811.0,2023-11-16 14:30:00+00:00,2023-11-16 14:49:00+00:00
5min,2023-11-16 14:30:00+00:00,SIDE_TREND,2023-11-16 14:50:00+00:00,36811.0,2023-11-16 14:45:00+00:00,36437.1,2023-11-16 14:30:00+00:00,373.90000000000146,113.71709331939576,,,,
1min,2023-11-16 14:47:00+00:00,SIDE_TREND,2023-11-16 14:50:00+00:00,36811.0,2023-11-16 14:49:00+00:00,36729.9,2023-11-16 14:47:00+00:00,81.09999999999854,41.92007144194125,,,,
1min,2023-11-16 14:50:00+00:00,BEARISH_TREND,2023-11-16 14:51:00+00:00,36811.0,2023-11-16 14:50:00+00:00,36726.3,2023-11-16 14:50:00+00:00,84.69999999999709,42.298353470075135,36811.0,36726.3,2023-11-16 14:49:00+00:00,2023-11-16 14:51:00+00:00
5min,2023-11-16 14:50:00+00:00,BULLISH_TREND,2023-11-16 15:15:00+00:00,36909.6,2023-11-16 15:05:00+00:00,36437.1,2023-11-16 14:50:00+00:00,472.5,108.78395756210368,36437.1,36909.6,2023-11-16 14:30:00+00:00,2023-11-16 15:32:00+00:00
1min,2023-11-16 14:51:00+00:00,SIDE_TREND,2023-11-16 15:00:00+00:00,36781.4,2023-11-16 14:55:00+00:00,36669.3,2023-11-16 14:51:00+00:00,112.09999999999854,40.1267588653595,,,,
1min,2023-11-16 15:00:00+00:00,BULLISH_TREND,2023-11-16 15:07:00+00:00,36841.0,2023-11-16 15:06:00+00:00,36676.8,2023-11-16 15:00:00+00:00,164.1999999999971,36.929570592375796,36676.8,36841.0,2023-11-16 15:00:00+00:00,2023-11-16 15:06:00+00:00
1min,2023-11-16 15:07:00+00:00,SIDE_TREND,2023-11-16 15:09:00+00:00,36818.8,2023-11-16 15:07:00+00:00,36781.0,2023-11-16 15:08:00+00:00,37.80000000000291,35.33349699427315,,,,
1min,2023-11-16 15:09:00+00:00,BEARISH_TREND,2023-11-16 15:12:00+00:00,36841.0,2023-11-16 15:10:00+00:00,36753.1,2023-11-16 15:11:00+00:00,87.90000000000146,33.00686177376135,36841.0,36753.1,2023-11-16 15:06:00+00:00,2023-11-16 15:12:00+00:00
1min,2023-11-16 15:12:00+00:00,SIDE_TREND,2023-11-16 15:15:00+00:00,36785.5,2023-11-16 15:14:00+00:00,36736.6,2023-11-16 15:12:00+00:00,48.900000000001455,32.20529955671331,,,,
1min,2023-11-16 15:15:00+00:00,BULLISH_TREND,2023-11-16 15:24:00+00:00,36899.9,2023-11-16 15:22:00+00:00,36736.6,2023-11-16 15:15:00+00:00,163.3000000000029,32.5493383468934,36736.6,36899.9,2023-11-16 15:12:00+00:00,2023-11-16 15:24:00+00:00
5min,2023-11-16 15:15:00+00:00,SIDE_TREND,2023-11-16 15:35:00+00:00,36909.6,2023-11-16 15:30:00+00:00,36758.9,2023-11-16 15:15:00+00:00,150.6999999999971,101.3773356173758,,,,
1min,2023-11-16 15:24:00+00:00,SIDE_TREND,2023-11-16 15:26:00+00:00,36899.9,2023-11-16 15:24:00+00:00,36859.4,2023-11-16 15:25:00+00:00,40.5,31.1100706581652,,,,
1min,2023-11-16 15:26:00+00:00,BEARISH_TREND,2023-11-16 15:28:00+00:00,36899.9,2023-11-16 15:27:00+00:00,36259.6,2023-11-16 15:26:00+00:00,640.3000000000029,29.449754802193517,36899.9,36259.6,2023-11-16 15:24:00+00:00,2023-11-16 15:46:00+00:00
1min,2023-11-16 15:28:00+00:00,SIDE_TREND,2023-11-16 15:32:00+00:00,36891.6,2023-11-16 15:28:00+00:00,36808.7,2023-11-16 15:31:00+00:00,82.90000000000146,28.626650679057274,,,,
1min,2023-11-16 15:32:00+00:00,BEARISH_TREND,2023-11-16 15:47:00+00:00,36909.6,2023-11-16 15:32:00+00:00,36259.6,2023-11-16 15:46:00+00:00,650.0,41.31741290265965,36909.6,36259.6,2023-11-16 15:32:00+00:00,2023-11-16 15:46:00+00:00
5min,2023-11-16 15:35:00+00:00,BEARISH_TREND,2023-11-16 16:00:00+00:00,36909.6,2023-11-16 15:35:00+00:00,36256.7,2023-11-16 15:55:00+00:00,652.9000000000015,127.3152276450082,36909.6,36256.7,2023-11-16 15:32:00+00:00,2023-11-16 15:55:00+00:00
1min,2023-11-16 15:47:00+00:00,SIDE_TREND,2023-11-16 15:53:00+00:00,36499.9,2023-11-16 15:50:00+00:00,36275.9,2023-11-16 15:47:00+00:00,224.0,79.3343260941917,,,,
1min,2023-11-16 15:53:00+00:00,BEARISH_TREND,2023-11-16 15:55:00+00:00,36909.6,2023-11-16 15:54:00+00:00,36312.5,2023-11-16 15:53:00+00:00,597.0999999999985,79.02200458410172,36909.6,36312.5,2023-11-16 15:32:00+00:00,2023-11-16 15:55:00+00:00
1min,2023-11-16 15:55:00+00:00,BULLISH_TREND,2023-11-16 16:11:00+00:00,36637.9,2023-11-16 16:08:00+00:00,36256.7,2023-11-16 15:55:00+00:00,381.20000000000437,62.75446019487511,36256.7,36637.9,2023-11-16 15:55:00+00:00,2023-11-16 16:21:00+00:00
15min,2023-11-16 16:00:00+00:00,SIDE_TREND,2023-11-16 17:15:00+00:00,36637.9,2023-11-16 16:15:00+00:00,36375.3,2023-11-16 16:00:00+00:00,262.59999999999854,188.9074589698476,,,,
5min,2023-11-16 16:00:00+00:00,SIDE_TREND,2023-11-16 16:35:00+00:00,36637.9,2023-11-16 16:20:00+00:00,36375.3,2023-11-16 16:00:00+00:00,262.59999999999854,128.85205647883484,,,,
1min,2023-11-16 16:11:00+00:00,SIDE_TREND,2023-11-16 16:12:00+00:00,36487.1,2023-11-16 16:11:00+00:00,36471.9,2023-11-16 16:11:00+00:00,15.19999999999709,47.191033717568,,,,
1min,2023-11-16 16:12:00+00:00,BULLISH_TREND,2023-11-16 16:20:00+00:00,36637.9,2023-11-16 16:19:00+00:00,36464.9,2023-11-16 16:12:00+00:00,173.0,41.309201742761296,36464.9,36637.9,2023-11-16 16:12:00+00:00,2023-11-16 16:21:00+00:00
1min,2023-11-16 16:20:00+00:00,SIDE_TREND,2023-11-16 16:22:00+00:00,36637.9,2023-11-16 16:21:00+00:00,36571.5,2023-11-16 16:20:00+00:00,66.40000000000146,37.87746239395344,,,,
1min,2023-11-16 16:22:00+00:00,BEARISH_TREND,2023-11-16 16:24:00+00:00,36637.9,2023-11-16 16:22:00+00:00,36523.1,2023-11-16 16:23:00+00:00,114.80000000000291,36.280567064173994,36637.9,36523.1,2023-11-16 16:21:00+00:00,2023-11-16 16:31:00+00:00
1min,2023-11-16 16:24:00+00:00,SIDE_TREND,2023-11-16 16:27:00+00:00,36599.3,2023-11-16 16:26:00+00:00,36546.6,2023-11-16 16:24:00+00:00,52.700000000004366,35.146840344036434,,,,
1min,2023-11-16 16:27:00+00:00,BEARISH_TREND,2023-11-16 16:28:00+00:00,36637.9,2023-11-16 16:27:00+00:00,36523.1,2023-11-16 16:27:00+00:00,114.80000000000291,34.210946031280464,36637.9,36523.1,2023-11-16 16:21:00+00:00,2023-11-16 16:31:00+00:00
1min,2023-11-16 16:28:00+00:00,SIDE_TREND,2023-11-16 16:31:00+00:00,36593.0,2023-11-16 16:28:00+00:00,36528.1,2023-11-16 16:30:00+00:00,64.90000000000146,32.292545824639845,,,,
1min,2023-11-16 16:31:00+00:00,BULLISH_TREND,2023-11-16 16:38:00+00:00,36634.3,2023-11-16 16:37:00+00:00,36523.1,2023-11-16 16:31:00+00:00,111.20000000000437,32.53132356600752,36523.1,36634.3,2023-11-16 16:31:00+00:00,2023-11-16 16:40:00+00:00
5min,2023-11-16 16:35:00+00:00,BEARISH_TREND,2023-11-16 18:25:00+00:00,36909.6,2023-11-16 16:40:00+00:00,36080.0,2023-11-16 18:20:00+00:00,829.5999999999985,96.13624961937279,36909.6,36080.0,2023-11-16 15:32:00+00:00,2023-11-16 18:24:00+00:00
1min,2023-11-16 16:38:00+00:00,SIDE_TREND,2023-11-16 16:40:00+00:00,36625.7,2023-11-16 16:39:00+00:00,36603.6,2023-11-16 16:38:00+00:00,22.099999999998545,28.931698191857688,,,,
1min,2023-11-16 16:40:00+00:00,BEARISH_TREND,2023-11-16 16:44:00+00:00,36634.3,2023-11-16 16:40:00+00:00,36515.7,2023-11-16 16:43:00+00:00,118.60000000000582,27.432604292024074,36634.3,36515.7,2023-11-16 16:40:00+00:00,2023-11-16 16:43:00+00:00
1min,2023-11-16 16:44:00+00:00,SIDE_TREND,2023-11-16 16:46:00+00:00,36568.7,2023-11-16 16:45:00+00:00,36522.8,2023-11-16 16:44:00+00:00,45.89999999999418,29.393348789055686,,,,
